Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg, Exchange
Ashford,AINC,90.98,94.46,90.56,93.05,1.96,2.15,8261,111.00,43.00,...,...,... dd,0.05,NYSE American
Associated Banc-Corp. Wt,ASB%,6.40,6.85,6.40,6.55,0.10,1.55,7200,7.00,2.93,...,...,...,6.50,NYSE American
Asterias Biotherapeutics,AST,2.30,2.35,2.25,2.30,...,...,132338,5.00,1.95,...,...,... dd,2.22,NYSE American
Auryn Resources,AUG,1.52,1.53,1.46,1.46,-0.03,-2.01,62349,3.00,1.29,...,...,... dd,-10.97,NYSE American
Avalon Holdings,AWX,2.18,2.19,2.18,2.19,-0.00,-0.05,4401,3.37,1.83,...,...,... dd,9.45,NYSE American
Avino Silver&Gold Mines,ASM,1.45,1.48,1.45,1.45,0.01,0.82,74250,2.13,1.14,...,...,41.55,8.52,NYSE American
B2Gold,BTG,2.88,2.99,2.88,2.98,0.13,4.56,5191895,3.55,2.15,...,...,155.21,-3.87,NYSE American
Ballantyne Strong,BTN,4.75,4.80,4.75,4.75,-0.10,-2.06,5501,7.95,4.05,...,...,... dd,2.15,NYSE American
Bancorp of New Jersey,BKJ,17.75,17.80,17.75,17.80,0.05,0.28,5359,18.55,12.81,...,...,25.60,-2.47,NYSE American
Bar Harbor Bankshares,BHB,27.23,27.73,27.23,27.49,0.26,0.95,19765,33.41,25.09,0.75,2.72,17.74,1.78,NYSE American
Barnwell Industries,BRN,2.24,2.28,2.20,2.25,0.06,2.97,10367,2.70,1.58,...,...,15.03,8.41,NYSE American
BG Staffing,BGSF,15.30,15.73,15.30,15.73,0.43,2.81,9013,18.84,12.84,1.00,6.36,15.57,-1.32,NYSE American
BioPharmX,BPMX,0.13,0.13,0.11,0.12,-0.01,-6.43,5673285,0.90,0.10,...,...,... dd,4.36,NYSE American
BioTime,BTX,2.75,2.75,2.65,2.68,-0.03,-1.11,397613,3.62,2.10,...,...,6.38,24.65,NYSE American
BioTime WT,BTX%,0.20,0.21,0.20,0.20,0.03,16.82,13093,0.75,0.11,...,...,...,63.13,NYSE American
Birks Group,BGI,1.30,1.48,1.30,1.33,0.02,1.53,44923,2.72,1.11,...,...,9.16,2.31,NYSE American
Blonder Tongue Laboratories,BDR,0.64,0.67,0.60,0.66,0.02,3.11,244964,1.29,0.38,...,...,... dd,8.89,NYSE American
Bluerock Residential Growth REIT,BRG,9.50,9.50,9.16,9.24,-0.27,-2.84,726251,13.94,9.16,0.65,7.03,... dd,-8.61,NYSE American
Bovie Medical,BVX,2.50,2.55,2.43,2.43,-0.08,-3.19,123828,4.29,1.87,...,...,... dd,-6.54,NYSE American
Bowl America Cl A,BWLA,15.30,15.43,15.19,15.19,-0.06,-0.36,458,16.00,13.43,0.68,4.48,29.63,1.23,NYSE American
Caledonia Mining,CMCL,7.35,7.35,7.27,7.35,-0.15,-2.00,6723,7.96,5.17,...,...,8.43,-0.54,NYSE American
Camber Energy,CEI,0.14,0.14,0.13,0.13,-0.01,-7.93,4675305,1.15,0.10,...,...,... dd,6.38,NYSE American
Can-Fite Biopharma ADR,CANF,1.93,1.98,1.90,1.93,0.03,1.84,202956,2.67,1.24,...,...,... dd,30.40,NYSE American
Castle Brands,ROX,1.13,1.18,1.13,1.16,0.01,0.87,266159,2.22,0.72,...,...,... dd,-4.92,NYSE American
CCA Industries,CAW,3.20,3.20,3.20,3.20,0.05,1.58,178,3.81,2.55,0.28,8.75,15.24,1.58,NYSE American
CEL-SCI,CVM,1.95,2.05,1.93,1.99,0.02,1.02,207832,4.58,1.46,...,...,0.32,5.30,NYSE American
CEL-SCI WT,CVM%,0.01,0.02,0.01,0.01,-0.00,-12.44,143278,0.09,...,...,...,...,-26.26,NYSE American
Centrus Energy,LEU,3.76,3.80,3.76,3.80,0.08,2.15,7971,8.08,3.30,...,...,... dd,-5.24,NYSE American
Chase,CCF,115.30,117.04,113.00,115.70,0.20,0.17,17239,129.55,82.85,0.80,0.69,27.25,-3.98,NYSE American
Cheniere Energy,LNG,53.94,54.18,53.49,53.88,-0.06,-0.11,1855151,56.14,40.36,...,...,... dd,0.07,NYSE American
Cheniere Energy Partners,CQP,29.93,29.94,29.66,29.94,...,...,104035,33.47,26.41,1.76,5.88,... dd,1.01,NYSE American
Cheniere Energy Partners Holdings,CQH,27.62,27.87,27.52,27.59,-0.05,-0.18,81239,28.76,22.31,1.80,6.52,344.88,-0.36,NYSE American
Chicago Rivet&Machine,CVR,31.00,31.00,30.84,30.91,-0.19,-0.61,1116,49.34,26.50,0.80,2.59,16.89,-2.80,NYSE American
China Pharma Holdings,CPHI,0.49,0.56,0.43,0.47,-0.05,-8.84,1991451,1.45,0.15,...,...,... dd,164.81,NYSE American
China Xiniya Fashion ADR,XNY,6.20,7.00,5.40,5.40,-0.38,-6.57,73705,7.00,3.30,...,...,...,4.05,NYSE American
Cision WT,CISN%,2.51,2.80,2.47,2.79,0.06,2.20,54221,3.40,1.86,...,...,...,2.57,NYSE American
CKX Lands,CKX,9.95,10.30,9.95,10.11,0.11,1.10,4691,14.10,9.61,...,...,54.89,-0.69,NYSE American
Cohen&Co,COHN,10.21,10.30,9.91,9.91,0.11,1.13,3996,16.30,7.50,0.80,8.07,18.02,23.57,NYSE American
Command Security,MOC,2.97,2.97,2.92,2.92,-0.08,-2.67,7544,3.43,2.41,...,...,... dd,-4.89,NYSE American
CompX International Cl A,CIX,13.45,14.05,13.45,14.05,0.20,1.44,440,16.63,12.50,0.20,1.42,14.19,5.64,NYSE American
Comstock Mining,LODE,0.39,0.39,0.38,0.39,-0.00,-0.62,174462,1.48,0.21,...,...,... dd,-0.62,NYSE American
Condor Hospitality Trust,CDOR,10.35,10.63,10.32,10.48,0.13,1.26,33393,15.47,8.13,0.78,7.44,... dd,5.33,NYSE American
Consolidated-Tomoka Land,CTO,65.91,66.91,65.16,66.70,0.81,1.23,22318,67.49,49.73,0.20,0.30,16.67,5.04,NYSE American
Contango Oil&Gas,MCF,5.26,5.47,5.22,5.33,0.01,0.19,399109,10.15,2.22,...,...,... dd,13.16,NYSE American
Continental Materials,CUO,19.44,19.50,19.44,19.50,0.10,0.52,1637,30.90,16.80,...,...,18.40,2.63,NYSE American
Core Molding Technologies,CMT,19.60,20.70,19.60,20.52,0.02,0.10,16014,24.50,14.42,0.20,0.97,23.59,-5.44,NYSE American
Corindus Vascular Robotics,CVRS,1.05,1.08,1.01,1.02,-0.02,-1.92,294012,2.25,0.40,...,...,... dd,0.99,NYSE American
CorMedix,CRMD,0.55,0.55,0.51,0.53,-0.02,-4.04,976843,2.48,0.32,...,...,... dd,5.08,NYSE American
CPI Aerostructures,CVU,9.10,9.12,9.05,9.05,-0.05,-0.55,8854,10.05,5.55,...,...,13.71,1.12,NYSE American
CRH Medical,CRHM,2.65,2.67,2.55,2.60,-0.05,-1.89,144920,9.25,1.46,...,...,28.89,-1.89,NYSE American
Crystal Rock Holdings,CRVP,0.81,0.83,0.80,0.81,0.02,2.53,17537,1.24,0.69,...,...,51.92,-2.41,NYSE American
CynergisTek,CTEK,4.18,4.45,4.16,4.33,0.16,3.84,60894,6.72,2.51,...,...,7.34,6.91,NYSE American
Daxor,DXR,4.24,4.27,4.18,4.18,-0.20,-4.54,798,9.20,4.04,0.03,0.72,... dd,-8.59,NYSE American
Delta Apparel,DLA,20.55,20.85,20.26,20.70,0.15,0.73,14287,23.47,15.55,...,...,15.45,2.48,NYSE American
Denison Mines,DNN,0.55,0.56,0.55,0.56,-0.00,-0.11,335896,0.84,0.38,...,...,... dd,1.25,NYSE American
DGSE Cos.,DGSE,0.95,1.08,0.95,0.97,0.03,3.17,212609,1.74,0.75,...,...,... dd,4.19,NYSE American
Document Security Systems,DSS,2.07,2.39,2.01,2.27,0.20,9.66,723128,3.16,0.56,...,...,... dd,26.11,NYSE American
DPW Holdings,DPW,2.16,3.20,2.07,2.70,0.73,37.06,19856819,5.95,0.40,...,...,... dd,-15.89,NYSE American
Electromed,ELMD,6.35,6.35,5.84,5.89,-0.48,-7.60,21678,7.96,3.72,...,...,23.54,-3.04,NYSE American
eMagin,EMAN,1.85,1.90,1.80,1.85,...,...,81009,3.00,1.55,...,...,... dd,12.12,NYSE American
Emerson Radio,MSN,1.49,1.50,1.42,1.46,0.01,0.69,12618,1.89,1.00,...,...,... dd,0.01,NYSE American
EMX Royalty,EMX,0.83,0.87,0.83,0.84,-0.02,-2.64,24027,1.24,0.67,...,...,... dd,1.06,NYSE American
Energy Fuels,UUUU,1.77,1.82,1.74,1.81,0.04,2.54,222055,2.71,1.29,...,...,... dd,1.40,NYSE American
EnerJex Resources,ENRJ,0.22,0.23,0.21,0.23,0.01,4.57,1555484,1.15,0.20,...,...,... dd,4.09,NYSE American
Enservco,ENSV,1.10,1.19,0.95,0.95,-0.05,-5.00,466003,1.20,0.21,...,...,... dd,47.54,NYSE American
EnSync,ESNC,0.48,0.49,0.44,0.47,-0.03,-6.14,515866,0.80,0.31,...,...,... dd,18.21,NYSE American
Entree Resources,EGI,0.61,0.62,0.60,0.61,-0.00,-0.44,144892,0.72,0.21,...,...,... dd,1.97,NYSE American
EnviroStar,EVI,37.60,39.00,37.05,38.50,0.90,2.39,14095,43.10,14.05,...,...,128.33,-3.75,NYSE American
Erin Energy,ERN,3.00,3.00,2.75,2.75,-0.20,-6.78,29946,4.10,1.15,...,...,... dd,...,NYSE American
Espey Manufacturing&Electronics,ESP,24.48,24.50,24.47,24.48,0.05,0.20,2126,26.50,21.07,1.00,4.08,48.96,2.16,NYSE American
Evans Bancorp,EVBN,40.75,42.05,40.25,42.05,1.35,3.32,23348,47.08,34.55,0.80,1.90,16.89,0.36,NYSE American
Evolution Petroleum,EPM,6.80,6.95,6.80,6.95,0.10,1.46,38963,9.80,6.35,0.30,4.32,27.80,1.46,NYSE American
Flanigan's Enterprises,BDL,23.30,23.30,23.30,23.30,0.25,1.08,222,30.95,20.20,0.20,0.86,14.38,-1.24,NYSE American
Flexible Solutions International,FSI,1.84,1.85,1.80,1.81,0.01,0.56,8845,2.58,1.29,...,...,5.66,-0.55,NYSE American
Franklin Street Properties,FSP,10.34,10.37,10.09,10.34,-0.12,-1.15,436902,13.25,9.59,0.76,7.35,... dd,-3.72,NYSE American
Friedman Industries,FRD,5.42,5.63,5.42,5.53,...,...,5457,7.20,5.05,0.04,0.72,... dd,-2.64,NYSE American
FTE Networks,FTNW,15.50,19.49,15.50,16.50,1.41,9.31,130393,28.07,5.90,...,...,... dd,66.33,NYSE American
Gastar Exploration,GST,1.30,1.34,1.28,1.29,-0.01,-0.77,935111,2.19,0.38,...,...,... dd,22.86,NYSE American
GEE Group,JOB,2.56,2.89,2.51,2.55,-0.03,-1.16,49019,7.00,2.45,...,...,... dd,-8.27,NYSE American
General Moly,GMO,0.35,0.37,0.34,0.36,0.01,2.90,211035,0.72,0.27,...,...,... dd,7.80,NYSE American
GlobalSCAPE,GSB,3.53,3.60,3.50,3.60,0.04,1.09,52638,5.51,3.34,0.06,1.67,18.94,1.38,NYSE American
Globalstar,GSAT,1.23,1.29,1.22,1.25,0.01,0.81,3238559,2.59,1.11,...,...,... dd,-4.58,NYSE American
Glowpoint,GLOW,0.37,0.40,0.35,0.36,-0.01,-2.96,560012,0.65,0.19,...,...,2.60,1.03,NYSE American
Golden Minerals,AUMN,0.43,0.45,0.43,0.44,0.01,1.82,84645,0.85,0.37,...,...,... dd,2.29,NYSE American
Golden Star Resources,GSS,0.86,0.86,0.84,0.85,0.01,1.71,724933,1.01,0.59,...,...,10.84,-4.49,NYSE American
Goldfield,GV,5.25,5.25,5.00,5.20,...,...,367493,8.65,4.00,...,...,17.93,6.12,NYSE American
Gold Resource,GORO,4.25,4.38,4.25,4.37,0.14,3.35,298718,6.27,3.08,0.02,0.46,36.42,-0.68,NYSE American
Gold Standard Ventures,GSV,1.59,1.64,1.58,1.59,...,...,198377,2.95,1.25,...,...,... dd,-9.14,NYSE American
Goodrich Petroleum,GDP,12.35,12.44,11.75,11.75,-0.43,-3.53,32462,17.25,8.20,...,...,0.39,7.70,NYSE American
Gran Tierra Energy,GTE,2.89,3.00,2.89,2.92,0.02,0.69,1853900,3.00,1.93,...,...,... dd,8.15,NYSE American
Great Panther Silver,GPL,1.35,1.36,1.33,1.35,...,...,749445,2.28,1.06,...,...,123.85,4.65,NYSE American
Grupo Simec ADR,SIM,10.12,10.14,10.03,10.06,0.06,0.60,4076,14.76,8.97,...,...,19.09,7.59,NYSE American
GSE Systems,GVP,3.26,3.30,3.26,3.30,...,...,604,3.85,2.35,...,...,66.00,1.54,NYSE American
Gulfmark Offshore,GLF,28.50,29.00,28.11,28.50,0.10,0.35,5794,34.96,0.11,...,...,... dd,0.04,NYSE American
Hemispherx Biopharma,HEB,0.48,0.51,0.48,0.49,0.01,2.68,1763728,0.93,0.30,...,...,... dd,41.62,NYSE American
Hennessy Capital Acquisition Corp. III WT,HCAC%,0.87,0.88,0.83,0.84,-0.05,-5.30,29400,0.95,0.55,...,...,...,-0.69,NYSE American
Hennessy Capital Acquisition III,HCAC,9.85,9.85,9.82,9.85,0.03,0.31,26200,10.49,8.97,...,...,...,0.51,NYSE American
Houston American Energy,HUSA,0.33,0.33,0.32,0.32,-0.01,-1.70,169807,1.05,0.18,...,...,... dd,-1.70,NYSE American
iBio,IBIO,0.19,0.20,0.18,0.19,-0.01,-2.73,957749,0.56,0.14,...,...,... dd,4.46,NYSE American
IEC Electronics,IEC,4.19,4.19,4.14,4.16,-0.08,-1.89,9326,5.05,3.34,...,...,...,0.97,NYSE American
ImmunoCellular Therapeutics,IMUC,0.30,0.31,0.29,0.30,-0.01,-2.08,1400500,3.89,0.17,...,...,... dd,-4.43,NYSE American
ImmunoCellular Therapeutics WT,IMUC%,0.04,0.04,0.04,0.04,...,...,2000,0.80,0.01,...,...,...,...,NYSE American
IMPAC Mortgage Holdings,IMH,10.18,10.24,10.05,10.15,-0.05,-0.49,33565,17.40,9.92,...,...,5.90,-0.10,NYSE American
Imperial Oil,IMO,31.89,31.89,31.54,31.66,-0.08,-0.25,136344,34.79,27.59,0.51,1.60,17.09,1.51,NYSE American
India Globalization Capital,IGC,1.11,1.13,1.06,1.12,0.02,1.82,742358,1.63,0.23,...,...,... dd,12.00,NYSE American
InfuSystems Holdings,INFU,2.38,2.40,2.38,2.38,-0.02,-1.04,7704,2.50,1.20,...,...,... dd,3.26,NYSE American
InnSuites Hospitality Trust,IHT,1.66,1.74,1.66,1.74,0.04,2.07,682,2.27,1.23,0.02,1.15,... dd,-0.85,NYSE American
InspireMD,NSPR,0.27,0.28,0.16,0.20,-0.08,-27.54,47944876,3.24,0.12,...,...,... dd,55.76,NYSE American
InspireMD WT,NSPR%,0.02,0.03,0.02,0.03,0.01,30.00,370,0.71,...,...,...,...,-9.00,NYSE American
InspireMD WT B,NSPR%B,0.03,0.03,0.03,0.03,...,11.52,2589,0.30,0.01,...,...,...,50.00,NYSE American
Intellicheck,IDN,2.66,2.78,2.46,2.54,-0.14,-5.22,56324,4.55,1.80,...,...,... dd,-0.78,NYSE American
Intelligent Systems,INS,4.95,4.95,4.82,4.90,...,...,5716,4.95,3.30,...,...,40.56,7.46,NYSE American
International Tower Hill Mines,THM,0.41,0.43,0.41,0.42,0.01,1.25,78675,0.77,0.29,...,...,... dd,-2.33,NYSE American
inTEST,INTT,9.25,9.25,8.85,9.10,-0.15,-1.62,33107,10.25,4.50,...,...,14.44,5.20,NYSE American
Inuvo,INUV,0.86,0.92,0.83,0.91,0.05,5.59,295793,1.74,0.70,...,...,... dd,12.23,NYSE American
IsoRay,ISR,0.44,0.45,0.41,0.44,0.01,1.55,112395,0.69,0.38,...,...,... dd,11.29,NYSE American
JRjr33,JRJR,0.24,0.24,0.20,0.21,-0.02,-8.57,96846,0.84,0.16,...,...,...,12.97,NYSE American
Kelso Technologies,KIQ,0.56,0.56,0.51,0.54,-0.00,-0.55,32847,1.08,0.24,0.03,5.56,... dd,3.86,NYSE American
Klondex Mines,KLDX,1.89,2.15,1.61,2.09,-0.29,-12.18,4142517,5.91,1.61,...,...,... dd,-19.92,NYSE American
Ladenburg Thalmann Financial Services,LTS,3.14,3.20,3.13,3.19,0.05,1.59,123690,3.48,2.05,0.04,1.25,... dd,0.95,NYSE American
Level Brands,LEVB,5.06,5.06,5.00,5.00,-0.06,-1.19,9652,5.88,4.00,...,...,...,14.94,NYSE American
LGL Group,LGL,5.72,5.76,5.71,5.74,0.02,0.35,4524,6.70,4.25,...,...,41.00,2.18,NYSE American
Libbey,LBY,7.25,7.63,7.11,7.50,0.21,2.88,226052,18.88,5.81,0.47,6.27,... dd,-0.27,NYSE American
Lilis Energy,LLEX,4.90,4.96,4.80,4.85,-0.04,-0.82,120157,5.69,2.90,...,...,... dd,-5.09,NYSE American
LiqTech International,LIQT,0.52,0.54,0.48,0.53,...,...,83614,0.71,0.25,...,...,... dd,-6.72,NYSE American
MAG Silver,MAG,12.32,12.42,12.01,12.39,0.14,1.14,211917,16.78,10.05,...,...,... dd,0.24,NYSE American
Majesco,MJCO,5.31,5.34,5.30,5.34,0.04,0.75,3742,6.43,4.35,...,...,... dd,-0.56,NYSE American
Mastech Digital,MHH,9.91,9.92,9.75,9.86,-0.09,-0.93,12322,14.07,5.81,...,...,32.85,-2.02,NYSE American
Matinas BioPharma Holdings,MTNB,1.25,1.29,1.25,1.29,0.02,1.57,82294,3.99,1.01,...,...,... dd,11.21,NYSE American
McClatchy Cl A,MNI,9.01,9.31,8.96,9.31,0.32,3.53,5995,13.35,5.75,...,...,... dd,4.26,NYSE American
Mexco Energy,MXC,4.30,4.64,4.28,4.32,0.01,0.27,23922,7.18,3.13,...,...,... dd,9.96,NYSE American
Milestone Scientific,MLSS,1.18,1.20,1.13,1.19,0.02,1.71,30597,1.80,0.91,...,...,... dd,0.76,NYSE American
Myomo,MYO,3.78,3.85,3.62,3.72,-0.13,-3.38,487729,23.20,2.07,...,...,...,-0.80,NYSE American
NanoViricides,NNVC,0.90,0.91,0.83,0.84,-0.06,-6.13,327935,1.64,0.83,...,...,... dd,-3.99,NYSE American
National Healthcare,NHC,62.80,64.87,62.19,63.92,0.88,1.40,44516,77.01,57.73,1.92,3.00,19.98,4.89,NYSE American
Navidea Biopharmaceuticals,NAVB,0.39,0.39,0.38,0.39,-0.00,-0.31,71556,0.85,0.29,...,...,... dd,8.45,NYSE American
Network-1 Technologies,NTIP,2.65,2.65,2.50,2.50,-0.10,-3.85,100009,5.05,2.25,0.10,4.00,13.56,4.17,NYSE American
Nevada Gold&Casinos,UWN,2.55,2.60,2.51,2.60,0.08,2.96,19977,2.86,1.85,...,...,32.56,-2.43,NYSE American
Nevsun Resources,NSU,2.45,2.55,2.45,2.53,0.08,3.27,557689,3.52,1.96,0.04,1.58,... dd,3.69,NYSE American
New Concept Energy,GBR,1.54,1.62,1.52,1.52,-0.02,-1.31,68902,3.79,1.00,...,...,...,-2.49,NYSE American
New England Realty Associates Un,NEN,73.13,73.13,73.13,73.13,0.33,0.45,162,75.25,59.97,1.20,1.64,1.34,-0.30,NYSE American
New Gold,NGD,3.18,3.24,3.13,3.19,0.07,2.24,4319266,4.41,2.39,...,...,26.58,-3.04,NYSE American
NexGen Energy,NXE,2.62,2.65,2.54,2.59,-0.02,-0.77,370493,3.40,1.82,...,...,... dd,1.17,NYSE American
Nobilis Health,HLTH,1.35,1.40,1.35,1.35,...,...,256002,2.80,1.10,...,...,11.25,...,NYSE American
Northern Dynasty Minerals,NAK,1.74,1.78,1.66,1.68,-0.06,-3.45,3372851,3.45,1.06,...,...,... dd,-5.08,NYSE American
Northern Oil&Gas,NOG,2.55,2.62,2.47,2.53,0.03,1.20,1030450,4.00,0.63,...,...,84.33,23.41,NYSE American
NovaBay Pharmaceuticals,NBY,3.94,3.94,3.70,3.73,-0.23,-5.70,8131,5.00,2.25,...,...,... dd,-3.25,NYSE American
NovaGold Resources,NG,3.85,3.92,3.81,3.88,0.09,2.37,875271,6.21,3.35,...,...,... dd,-1.27,NYSE American
NTN Buzztime,NTN,4.59,4.59,4.24,4.48,0.03,0.67,1675,9.60,3.01,...,...,... dd,6.41,NYSE American
Nuverra Environmental Solutions,NES,20.00,20.10,19.06,20.10,0.15,0.75,16682,26.25,9.25,...,...,1.19,10.56,NYSE American
OncoCyte,OCX,4.20,4.30,4.10,4.30,0.15,3.61,13389,7.85,3.60,...,...,... dd,-7.53,NYSE American
Oragenics,OGEN,0.20,0.20,0.19,0.19,...,1.35,257214,0.85,0.06,...,...,... dd,-19.92,NYSE American
Orchids Paper Products,TIS,14.27,14.52,14.14,14.29,-0.01,-0.07,103389,30.38,8.31,1.40,9.80,357.25,11.64,NYSE American
Orient Paper,ONP,1.59,1.59,1.45,1.45,-0.14,-8.56,163211,2.45,0.75,0.02,1.38,4.99,12.40,NYSE American
Owens Realty Mortgage,ORM,14.77,14.77,14.00,14.37,-0.43,-2.91,64917,19.00,14.00,0.40,2.78,12.28,-10.24,NYSE American
Palatin Technologies,PTN,0.93,0.93,0.88,0.90,-0.02,-2.51,1225554,1.05,0.29,...,...,22.40,4.32,NYSE American
Paramount Gold Nevada,PZG,1.27,1.29,1.24,1.25,-0.03,-2.34,103620,2.10,1.16,...,...,... dd,-3.85,NYSE American
Pareteum,TEUM,2.48,2.60,2.24,2.51,0.28,12.56,7942365,3.99,0.50,...,...,... dd,21.26,NYSE American
Park National,PRK,103.57,106.69,103.50,105.02,1.22,1.18,25020,118.33,92.42,3.76,3.58,19.85,0.98,NYSE American
Par Pacific Holdings,PARR,19.00,19.46,18.84,18.90,-0.08,-0.42,166795,21.94,12.96,...,...,13.13,-1.97,NYSE American
PEDEVCO,PED,0.34,0.34,0.31,0.32,-0.01,-3.28,153824,1.69,0.27,...,...,... dd,1.28,NYSE American
Pfenex,PFNX,3.36,3.43,3.02,3.37,0.20,6.31,62186,9.56,2.07,...,...,... dd,26.69,NYSE American
Platinum Group Metals,PLG,0.37,0.45,0.37,0.41,0.04,9.39,2163032,2.45,0.28,...,...,... dd,34.90,NYSE American
Plymouth Industrial REIT,PLYM,18.50,18.54,17.90,18.06,-0.29,-1.58,21765,19.00,16.50,1.50,8.31,...,-2.27,NYSE American
Polymet Mining,PLM,1.09,1.11,1.02,1.06,...,0.22,826642,1.14,0.57,...,...,... dd,23.26,NYSE American
Power REIT,PW,6.22,6.22,6.09,6.09,-0.02,-0.33,559,8.69,6.00,...,...,37.62,-1.10,NYSE American
Protalix BioTherapeutics,PLX,0.72,0.72,0.69,0.70,-0.02,-2.78,1486436,1.51,0.40,...,...,... dd,5.87,NYSE American
Radiant Logistics,RLGT,4.73,4.77,4.65,4.73,-0.02,-0.42,71110,6.65,3.39,...,...,118.25,2.83,NYSE American
Reed's,REED,1.70,1.70,1.65,1.70,...,...,36818,4.75,1.30,...,...,... dd,9.68,NYSE American
Regional Health Properties,RHE,0.20,0.22,0.20,0.21,-0.00,-0.00,115177,1.72,0.16,...,...,... dd,21.00,NYSE American
RELM Wireless,RWC,3.80,3.80,3.80,3.80,...,...,4386,5.55,3.40,0.08,2.11,63.33,7.04,NYSE American
Retractable Technologies,RVP,0.71,0.76,0.71,0.72,-0.03,-4.00,248747,1.48,0.54,...,...,... dd,5.90,NYSE American
Rexahn Pharmaceuticals,RNN,2.09,2.17,2.06,2.13,0.04,1.92,175080,7.10,1.56,...,...,... dd,5.45,NYSE American
Ring Energy,REI,14.10,14.54,13.98,14.50,0.20,1.40,393827,15.13,9.22,...,...,120.83,4.32,NYSE American
Sachem Capital,SACH,3.97,3.98,3.95,3.96,-0.02,-0.50,8215,5.35,3.72,0.42,10.61,...,0.51,NYSE American
Saga Communications Cl A,SGA,41.47,41.75,41.35,41.75,0.70,1.71,1166,52.05,37.75,1.20,2.87,... dd,3.21,NYSE American
Sanchez Midstream Partners,SNMP,12.20,12.25,12.05,12.10,-0.05,-0.41,28094,15.75,9.35,1.80,14.90,... dd,9.01,NYSE American
Sandstorm Gold,SAND,5.00,5.14,4.99,5.08,0.06,1.20,1262165,5.38,3.18,...,...,101.80,1.80,NYSE American
Seaboard,SEB,4240.00,4350.00,4240.00,4257.00,16.99,0.40,300,4690.00,3247.00,6.00,0.14,15.52,-3.47,NYSE American
Senseonics Holdings,SENS,2.99,3.20,2.92,3.13,0.14,4.68,739076,3.67,1.26,...,...,... dd,17.67,NYSE American
Servotronics,SVT,10.99,10.99,10.70,10.73,-0.02,-0.22,2078,12.80,8.49,0.15,1.40,26.82,-3.65,NYSE American
Sierra Metals,SMTS,2.49,2.51,2.49,2.51,0.03,1.21,4525,2.95,1.43,...,...,... dd,1.21,NYSE American
SIFCO Industries,SIF,6.55,6.55,6.55,6.55,-0.20,-2.96,330,9.80,5.50,...,...,... dd,-1.51,NYSE American
Silvercorp Metals,SVM,2.70,2.79,2.66,2.78,0.11,4.12,309409,4.50,2.12,0.02,0.72,9.59,6.11,NYSE American
Skyline,SKY,22.43,23.53,20.72,21.38,-1.18,-5.23,93356,24.73,5.07,...,...,213.80,66.38,NYSE American
Solitario Zinc,XPL,0.63,0.70,0.63,0.63,...,0.40,87497,0.91,0.54,...,...,... dd,4.80,NYSE American
