Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
Cytori Therapeutics WT, CYTXW,0.03,0.03,0.03,0.03,0,17.78,11966,0.8,0.01,0,0,0,140.91, NASDAQ Capital
BioTime WT, BTX%,0.18,0.21,0.16,0.21,0.03,16.15,21145,0.65,0.11,0,0,0,71.29, NYSE American
Qorvo, QRVO,79.32,85.24,77.89,83.34,11.57,16.12,10444570,85.24,61.12,0,0,416.7,25.14, NASDAQ Global
M I Acquisitions WT, MACQW,0.46,0.46,0.45,0.45,0.06,15.38,500,0.67,0.21,0,0,0,28.57, NASDAQ Capital
Northern Oil&Gas, NOG,2.1,2.38,2.05,2.29,0.3,15.08,3820147,3.55,0.63,0,0,76.33,11.71, NYSE American
Modern Media Acquisition Rt, MMDMR,0.45,0.49,0.4,0.46,0.06,15,350622,0.5,0.31,0,0,0,17.95, NASDAQ Capital
Ezcorp Cl A, EZPW,12.5,13.55,12.41,13.5,1.7,14.41,6210747,13.55,7.55,0,0,30.85,10.66, NASDAQ Global
Dolphin Entertainment WT, DLPNW,0.4,0.4,0.4,0.4,0.05,14.29,243,0.8,0.35,0,0,0,-27.27, NASDAQ Capital
eBay, EBAY,45.5,46.99,45.21,46.19,5.61,13.82,32899568,46.99,31.8,0,0,6.85,22.39, NASDAQ Global
Sol-Gel Technologies, SLGL,15.33,16.48,13,13.64,1.64,13.67,2426056,0,0,0,0,0,0, NASDAQ Global
Erin Energy, ERN,2.95,3.4,2.9,3.4,0.4,13.33,143346,4,1.15,0,0,0,23.64, NYSE American
The9 ADR, NCTY,1.01,1.02,0.86,0.92,0.1,12.82,2563810,1.68,0.55,0,0,0,42.95, NASDAQ Global
Open Text, OTEX,37.5,40.31,37.05,38.6,4.35,12.7,4131802,40.31,30.88,0.53,1.37,67.72,8.21, NASDAQ Global
China Internet Nationwide Financial Services, CIFS,39,44.2,38.9,43.66,4.87,12.55,336583,66.1,10.81,0,0,0,4.08, NASDAQ Global
Inpixon, INPX,0.29,0.36,0.29,0.32,0.04,12.33,15827387,4.61,0.19,0,0,0,53.62, NASDAQ Capital
Second Sight Medical Products WT, EYESW,0.84,0.84,0.82,0.82,0.09,12.33,500,1.02,0.26,0,0,0,-2.38, NASDAQ Capital
Nokia ADR, NOK,5.35,5.61,5.3,5.4,0.59,12.27,67858521,6.65,4.51,0.19,3.52,0,15.88, NYSE
Mid-Con Energy Partners, MCEP,1.61,1.87,1.61,1.79,0.19,11.88,168218,3.08,0.92,0,0,0,51.69, NASDAQ Global
Atomera, ATOM,5.5,6.49,5.35,6.15,0.65,11.82,198639,7.64,2.45,0,0,0,42.03, NASDAQ Capital
ACM Research Cl A, ACMR,5.3,6.29,5.3,6,0.63,11.73,155766,8.48,4.74,0,0,0,14.29, NASDAQ Global
Nexeo Solutions WT, NXEOW,0.65,0.69,0.62,0.69,0.07,11.29,37600,0.81,0.33,0,0,0,10.61, NASDAQ Capital
PEDEVCO, PED,0.33,0.36,0.32,0.36,0.04,11.18,524118,1.69,0.27,0,0,0,12.54, NYSE American
DHI Group, DHX,1.85,2,1.8,2,0.2,11.11,458760,5.9,1.6,0,0,0,5.26, NYSE
Nemaura Medical, NMRD,6,6.4,5.6,6.21,0.58,10.34,112949,9.6,1.4,0,0,0,21.81, NASDAQ Capital
iBio, IBIO,0.17,0.2,0.17,0.18,0.02,10.3,2999103,0.56,0.14,0,0,0,3.39, NYSE American
Seneca Foods Cl A, SENEA,31.5,35,31.5,34.8,3.25,10.3,23455,39.5,27.75,0,0,84.88,13.17, NASDAQ Global
Associated Banc-Corp. Wt, ASB%,5.35,5.95,5.3,5.95,0.55,10.19,3000,7,2.93,0,0,0,-3.25, NYSE American
CONMED, CNMD,63.71,64.99,59.97,63.35,5.57,9.64,931921,64.99,39.74,0.8,1.26,32.16,24.29, NASDAQ Global
Aquantia, AQ,12.76,14.4,12.76,14.26,1.18,9.02,827744,14.4,9.01,0,0,0,25.86, NYSE
Aevi Genomic Medicine, GNMX,1.9,2.2,1.9,2.08,0.17,8.9,921058,6.18,0.98,0,0,0,73.33, NASDAQ Global
MediciNova, MNOV,9.24,9.62,9.2,9.62,0.78,8.82,139028,9.62,4.4,0,0,0,48.69, NASDAQ Global
Esquire Financial Holdings, ESQ,23,25.91,23,24.75,1.99,8.74,29181,25.91,14.51,0,0,44.08,25.38, NASDAQ Capital
Nuvectra, NVTR,8.4,9.11,8.27,8.83,0.71,8.74,931387,15,5.76,0,0,0,13.79, NASDAQ Global
Cellectar Biosciences WT Series A, CLRBZ,0.46,0.56,0.46,0.5,0.04,8.7,13269,1,0.39,0,0,0,0, NASDAQ Capital
California Resources, CRC,21.91,23.12,21.61,22.95,1.82,8.61,1804568,25.06,6.47,0,0,0,18.06, NYSE
Community Health Systems Rt, CYHHZ,0.01,0.01,0.01,0.01,0,8.57,948107,0.05,0.01,0,0,0,7.04, NASDAQ Global
Constellium Cl A, CSTM,12.9,14.1,12.9,13.95,1.1,8.56,4128876,14.1,5.35,0,0,44.78,25.11, NYSE
MV Oil Trust, MVO,7.98,8.65,7.98,8.64,0.67,8.41,99015,9.8,4.8,0.88,10.19,11.44,2.86, NYSE
Lipocine, LPCN,1.33,1.43,1.28,1.43,0.11,8.33,458123,5.33,1.26,0,0,0,-58.43, NASDAQ Capital
Oxbridge Re Holdings, OXBR,2.37,2.65,2.35,2.6,0.2,8.33,243611,6.9,1.85,0.48,18.46,0,20.93, NASDAQ Capital
Shutterfly, SFLY,67.84,74.33,66.76,73.8,5.65,8.29,5835829,74.33,39.76,0,0,79.35,48.34, NASDAQ Global
Meritor, MTOR,27.6,29.54,27.27,29.53,2.25,8.25,2819065,29.54,14.81,0,0,9.94,25.87, NYSE
I.D. Systems, IDSY,7.34,8.02,7.34,8.01,0.6,8.1,52126,8.02,5.5,0,0,0,15.42, NASDAQ Global
Piper Jaffray, PJC,95.4,99.7,90.6,99.7,7.4,8.02,167438,99.7,52.75,1.25,1.25,0,15.59, NYSE
Aeglea BioTherapeutics, AGLE,6.63,7.04,6.43,7,0.52,8.02,123981,8.14,2.81,0,0,0,29.39, NASDAQ Global
One Horizon Group, OHGI,2.27,2.45,2.24,2.43,0.18,8,864793,3.38,0.57,0,0,0,73.57, NASDAQ Capital
Forestar Group, FOR,24.5,26.35,24,26.35,1.95,7.99,325865,26.35,12.3,0,0,10.13,19.77, NYSE
Biolase, BIOL,0.42,0.47,0.4,0.45,0.03,7.99,146999,1.7,0.28,0,0,0,5.53, NASDAQ Capital
Cardtronics Cl A, CATM,24.38,26.38,24.31,26.36,1.9,7.77,1397644,55.71,15.8,0,0,0,42.33, NASDAQ Global
Abiomed, ABMD,238,253.88,238,253.13,18.13,7.71,942628,253.88,103.53,0,0,124.69,35.07, NASDAQ Global
Jones Energy Cl A, JONE,1.17,1.27,1.16,1.26,0.09,7.69,737148,4.41,0.73,0,0,0,14.55, NYSE
Pioneer Energy Services, PES,3.3,3.55,3.25,3.5,0.25,7.69,690200,6.65,1.6,0,0,0,14.75, NYSE
Reliv International, RELV,5.71,5.71,5.17,5.61,0.4,7.68,43871,13.77,3.72,0,0,0,17.61, NASDAQ Capital
Auryn Resources, AUG,1.61,1.69,1.57,1.68,0.12,7.68,332523,3,1.29,0,0,0,2.44, NYSE American
GDS Holdings ADR, GDS,28.31,31.17,27.7,30.73,2.19,7.67,1740145,31.17,6.9,0,0,0,36.4, NASDAQ Global
Forum Merger WT, FMCIW,0.8,0.9,0.8,0.86,0.06,7.6,106000,0.9,0.21,0,0,0,26.59, NASDAQ Capital
Aegean Marine Petroleum Network, ANW,4.85,5.05,4.8,5,0.35,7.53,455737,13,3.2,0.08,1.6,12.79,16.28, NYSE
Pandora Media, P,4.76,5.22,4.75,5.14,0.36,7.53,16984557,13.72,4.09,0,0,0,6.64, NYSE
Crystal Rock Holdings, CRVP,0.83,0.88,0.83,0.84,0.06,7.53,39373,1.24,0.69,0,0,36.15,1.05, NYSE American
Black Ridge Acquisition Rt, BRACR,0.29,0.29,0.29,0.29,0.02,7.41,100,0.35,0.22,0,0,0,3.57, NASDAQ Capital
Navios Maritime Acquisition, NNA,0.77,0.87,0.75,0.84,0.06,7.37,1448736,1.92,0.75,0.2,23.88,0,-24.55, NYSE
Seattle Genetics, SGEN,55.32,57.4,54.24,56.15,3.85,7.36,5823983,71.31,45.31,0,0,0,4.95, NASDAQ Global
Graham, GHM,21.4,23.25,21.4,22.97,1.57,7.34,62065,24.34,17.97,0.36,1.57,48.77,9.75, NYSE
Dover Downs Gaming&Entertainment, DDE,1.38,1.47,1.37,1.47,0.1,7.3,117726,1.79,0.92,0.08,5.44,0,44.12, NYSE
Ferrari, RACE,123.95,129.87,123.94,128.19,8.69,7.27,2670045,129.87,64.12,0,0,42.86,22.27, NYSE
Acacia Communications, ACIA,36.74,39.75,36.65,39.54,2.63,7.13,888844,69.57,34.2,0,0,13.36,9.14, NASDAQ Global
CACI International Cl A, CACI,145,159.4,143.55,150.45,9.9,7.04,598620,159.4,112.1,0,0,14.06,13.68, NYSE
Pacira Pharmaceuticals, PCRX,36.2,39.65,36,38.95,2.55,7.01,1431274,58.95,29.81,0,0,0,-14.68, NASDAQ Global
Vince Holding, VNCE,7.35,7.85,7.35,7.82,0.5,6.83,35499,30.5,2.8,0,0,0,26.33, NYSE
EDAP TMS ADR, EDAP,2.61,2.75,2.6,2.75,0.18,6.81,76159,3.85,2.25,0,0,0,-4.36, NASDAQ Global
MicroVision, MVIS,1.19,1.27,1.19,1.27,0.08,6.72,522782,3.25,1.12,0,0,0,-22.09, NASDAQ Global
ContraFect, CFRX,1.38,1.5,1.34,1.44,0.09,6.67,360460,2.5,0.8,0,0,0,42.57, NASDAQ Capital
Draper Oakwood Technology Acquisition WT, DOTAW,0.7,0.8,0.7,0.8,0.05,6.65,8650,0.92,0.41,0,0,0,19.39, NASDAQ Capital
MKS Instruments, MKSI,104.55,109.4,104,109.1,6.8,6.65,1131541,110.6,62.85,0.72,0.66,17.71,15.45, NASDAQ Global
Tetra Tech, TTEK,50.95,53.4,49.1,53,3.3,6.64,543145,53.4,38.85,0.4,0.75,22.18,10.07, NASDAQ Global
Galmed Pharmaceuticals, GLMD,9.8,10.79,9.8,10.64,0.66,6.61,46108,12.22,3.9,0,0,0,16.28, NASDAQ Capital
Solid Biosciences, SLDB,25.7,28,25.4,27.31,1.69,6.6,337643,29.25,19.12,0,0,0,20.73, NASDAQ Global
Diffusion Pharmaceuticals, DFFN,0.68,0.7,0.63,0.65,0.04,6.56,2238727,6.93,0.59,0,0,0,-44.92, NASDAQ Capital
MiX Telematics ADR, MIXT,11.7,12.83,11.55,12.68,0.78,6.55,164813,13.17,5.59,0.18,1.43,32.29,-0.63, NYSE
Grana y Montero ADR, GRAM,2.95,3.12,2.81,3.11,0.19,6.51,370572,5.24,2.16,0.07,2.28,4.93,9.12, NYSE
Associated Capital Group Cl A, AC,34.65,37.35,34.65,36.9,2.25,6.49,60385,39.35,32.2,0.2,0.54,0,8.21, NYSE
Archrock, AROC,9.25,9.95,9.25,9.9,0.6,6.45,820438,16.4,8.3,0.48,4.85,0,-5.71, NYSE
New Age Beverages, NBEV,3.64,3.83,3.52,3.81,0.23,6.42,624812,7.2,1.8,0,0,0,75.58, NASDAQ Capital
Oasmia Pharmaceutical ADR, OASM,1.36,1.53,1.36,1.53,0.09,6.42,100078,3.16,0.8,0,0,0,74.14, NASDAQ Capital
Sigma Labs WT, SGLBW,0.38,0.38,0.37,0.37,0.02,6.41,2369,1.5,0.16,0,0,0,-22.92, NASDAQ Capital
Miragen Therapeutics, MGEN,7.5,8.11,7.25,7.98,0.48,6.4,174071,18,6.02,0,0,0,-23.49, NASDAQ Capital
Empire Resorts, NYNY,29.25,30.98,29.06,30.9,1.85,6.37,18737,30.98,20.45,0,0,0,14.44, NASDAQ Global
American Financial Group, AFG,117,121.69,117,120.49,7.15,6.31,599477,121.69,88.01,1.4,1.16,15.48,11.01, NYSE
Dawson Geophysical, DWSN,6.5,6.79,6.46,6.78,0.4,6.27,85246,8.17,3.7,0,0,0,36.42, NASDAQ Global
BrasilAgro-Companhia Brasileira de Propriedades Agricolas ADR, LND,3.93,4.28,3.93,4.25,0.25,6.25,8284,4.55,3.21,0,0,17.51,21.32, NYSE
MSG Networks Cl A, MSGN,24.05,26.04,23.95,25.5,1.5,6.25,907198,26.04,16.15,0,0,11.54,25.93, NYSE
Boot Barn Holdings, BOOT,17.37,19.01,17.19,18.62,1.09,6.22,2244882,19.66,5.9,0,0,20.69,12.1, NYSE
InspireMD, NSPR,0.24,0.24,0.22,0.24,0.01,6.22,8747132,2.83,0.12,0,0,0,86.14, NYSE American
Nektar Therapeutics, NKTR,82.98,90.09,82.54,88.74,5.13,6.14,3293235,90.09,12.16,0,0,0,48.59, NASDAQ Global
Iovance Biotherapeutics, IOVA,15.55,16.75,15.35,16.5,0.95,6.11,2057207,16.75,4.45,0,0,0,106.25, NASDAQ Global
Skyworks Solutions, SWKS,98.54,103.91,98.5,103.15,5.94,6.11,5056137,117.65,90.06,1.28,1.24,19.07,8.64, NASDAQ Global
BioAmber, BIOA,0.4,0.43,0.4,0.41,0.02,6.1,381742,4.02,0.32,0,0,0,3.45, NYSE
ARCA biopharma, ABIO,1.65,1.8,1.65,1.75,0.1,6.06,127726,2.8,1.05,0,0,0,29.63, NASDAQ Capital
Yuma Energy, YUMA,1.17,1.23,1.17,1.23,0.07,6.03,166772,3.17,0.77,0,0,0,5.31, NYSE American
Veru, VERU,1.24,1.28,1.17,1.26,0.07,5.88,57754,3,0.9,0,0,0,10.53, NASDAQ Capital
Vericel, VCEL,7.75,8.25,7.55,8.15,0.45,5.84,1091375,8.25,2.35,0,0,0,49.54, NASDAQ Capital
United Therapeutics, UTHR,128.64,137.38,127.64,136.49,7.49,5.81,456287,169.89,112.01,0,0,12.04,-7.75, NASDAQ Global
Gorman-Rupp, GRC,27.94,30.15,27.94,29.91,1.64,5.8,66507,33.5,23.55,0.5,1.67,33.23,-4.17, NYSE
Meritage Homes, MTH,46.25,51,45.5,50.2,2.75,5.8,1296419,55.5,33.4,0,0,13.28,-1.95, NYSE
Silver Run Acquisition Corp. II WT, SRUNW,2.61,2.85,2.46,2.75,0.15,5.77,901132,2.85,1.28,0,0,0,84.56, NASDAQ Capital
ArcBest, ARCB,35.2,37.65,33.3,37.6,2.05,5.77,701802,39.7,16.95,0.32,0.85,16.73,5.17, NASDAQ Global
Asia Pacific Wire&Cable, APWC,2.85,2.85,2.67,2.8,0.15,5.66,15798,3.1,2.4,0,0,12.17,1.82, NASDAQ Global
Spring Bank Pharmaceuticals, SBPH,12.3,13.36,12.3,13.08,0.69,5.61,31045,18.93,6.92,0,0,0,-2.68, NASDAQ Capital
KemPharm, KMPH,6.2,6.7,6.1,6.6,0.35,5.6,293383,6.7,2.45,0,0,0,62.96, NASDAQ Global
Corcept Therapeutics, CORT,25.36,25.7,23.93,24.29,1.27,5.54,2783910,25.96,7.26,0,0,83.76,34.5, NASDAQ Capital
NII Holdings, NIHD,0.6,0.64,0.58,0.64,0.03,5.51,245789,2.65,0.22,0,0,0,51.69, NASDAQ Global
Oragenics, OGEN,2.18,2.3,2.18,2.3,0.12,5.5,36197,8.5,0.6,0,0,0,-2.09, NYSE American
Adverum Biotechnologies, ADVM,7.2,7.95,6.95,7.7,0.4,5.48,1722440,8.59,2.4,0,0,0,120, NASDAQ Global
AMC Entertainment Holding, AMC,12.8,13.6,12.65,13.5,0.7,5.47,2173425,33.4,10.8,0.8,5.93,0,-10.6, NYSE
Merchants Bancorp, MBIN,20.5,21.45,20.4,21.41,1.11,5.47,33798,22,16.27,0.2,0.93,0,8.79, NASDAQ Capital
Kelso Technologies, KIQ,0.69,0.7,0.65,0.7,0.04,5.45,3271,1.08,0.24,0.03,4.31,0,33.86, NYSE American
CNH Industrial, CNHI,15.37,15.64,15.31,15.5,0.8,5.44,4036610,15.64,9.14,0.17,1.12,0,15.67, NYSE
ClearOne, CLRO,7.88,8.69,7.83,8.36,0.43,5.43,7993,12.5,6.7,0.28,3.35,0,-6.65, NASDAQ Capital
Immersion, IMMR,10.4,10.98,10.21,10.94,0.56,5.39,1266390,11.85,5.76,0,0,0,54.96, NASDAQ Global
Zealand Pharma ADR, ZEAL,16.97,17.78,16.97,17.78,0.91,5.39,31500,20.37,12.45,0,0,0,30.74, NASDAQ Global
Ooma, OOMA,10.2,10.9,10.2,10.8,0.55,5.37,31486,12.75,7.3,0,0,0,-9.62, NYSE
TCF Financial WT, TCF%,4.6,4.95,4.2,4.95,0.25,5.32,3149,5.7,0.91,0,0,0,25.56, NYSE
Dycom Industries, DY,116.85,123.99,116.7,122.8,6.09,5.22,626330,123.99,73.95,0,0,28.96,10.2, NYSE
Mesa Laboratories, MLAB,142.03,148.99,142.03,148.9,7.39,5.22,21041,169.81,117.58,0.64,0.43,53.75,19.79, NASDAQ Global
Spartan Motors, SPAR,13.3,14.2,13.05,14.1,0.7,5.22,540576,18.1,6.3,0.1,0.71,34.39,-10.48, NASDAQ Global
Tuesday Morning, TUES,3,3.1,2.8,3.05,0.15,5.17,822852,4.35,1.6,0,0,0,10.91, NASDAQ Global
Yulong Eco-Materials, YECO,3.2,3.41,3.04,3.26,0.16,5.16,131082,9,0.5,0,0,0,20.74, NASDAQ Capital
Twitter, TWTR,25.52,27.33,25.44,27.14,1.33,5.15,47184620,27.33,14.12,0,0,0,13.04, NYSE
CAS Medical Systems, CASM,1.16,1.24,1.15,1.23,0.06,5.13,28251,1.63,0.59,0,0,0,59.76, NASDAQ Capital
MSCI, MSCI,143.75,149.15,142,146.32,7.09,5.09,1149068,149.15,84.69,1.52,1.04,43.68,15.63, NYSE
Westmoreland Resource Partners, WMLP,2.8,2.9,2.76,2.89,0.14,5.09,36226,5.66,2.1,0.46,15.99,0,3.58, NYSE
Reliant Bancorp, RBNC,24,25.22,24,25.22,1.22,5.08,5621,27.49,20.42,0.24,0.95,28.34,-1.64, NASDAQ Capital
Simply Good Foods WT, SMPLW,3.72,3.74,3.7,3.74,0.18,5.06,3399,4.3,1.08,0,0,0,-3.86, NASDAQ Capital
Quorum Health, QHC,6.11,6.54,5.98,6.48,0.31,5.02,180419,8.94,2.54,0,0,0,3.85, NYSE
Natural Grocers by Vitamin Cottage, NGVC,8.53,9.15,8.29,9.03,0.43,5,167240,13.08,4.79,0,0,29.13,1.12, NYSE
Forum Merger Rt, FMCIR,0.8,0.85,0.8,0.84,0.04,5,18350,0.85,0.24,0,0,0,27.27, NASDAQ Capital
Brookline Bancorp, BRKL,15.95,16.85,15.95,16.8,0.8,5,451887,16.85,13.6,0.36,2.14,21.54,7.01, NASDAQ Global
Celgene Rt, CELGZ,0.6,0.7,0.59,0.63,0.03,5,37906,1.61,0.54,0,0,0,-35.05, NASDAQ Global
eGain, EGAN,5.05,5.5,5.05,5.3,0.25,4.95,112399,6.1,1.3,0,0,0,0.95, NASDAQ Capital
Joint, JYNT,5.06,5.49,5.06,5.31,0.25,4.94,27720,6,3.06,0,0,0,7.06, NASDAQ Capital
Eastside Distilling, EAST,5.48,5.48,5.01,5.3,0.25,4.93,84561,7.5,3.35,0,0,0,31.51, NASDAQ Capital
Platinum Group Metals, PLG,0.42,0.45,0.4,0.45,0.02,4.93,657945,2.45,0.28,0,0,0,46.38, NYSE American
Woodward, WWD,76.9,81.85,76.9,81.34,3.82,4.93,1477436,84.23,65.22,0.57,0.7,29.9,6.27, NASDAQ Global
Park-Ohio Holdings, PKOH,41.35,44.2,41.35,43.7,2.05,4.92,27533,47.9,34.25,0.5,1.14,18.47,-4.9, NASDAQ Global
DHT Holdings, DHT,3.45,3.65,3.45,3.63,0.17,4.91,1709909,5.2,3.43,0.08,2.2,0,1.11, NYSE
Nevsun Resources, NSU,2.06,2.17,2.04,2.15,0.1,4.88,1506734,3.27,1.96,0.04,1.86,0,-11.89, NYSE American
Obalon Therapeutics, OBLN,4.08,4.42,4.05,4.3,0.2,4.88,107261,13.18,3.4,0,0,0,-34.95, NASDAQ Global
China TechFaith Wireless Communication Technology ADR, CNTF,2.88,2.89,2.73,2.89,0.13,4.84,11331,3.6,1.45,0,0,5.87,11.76, NASDAQ Global
Educational Development, EDUC,21.6,22.95,21.6,22.8,1.05,4.83,24019,22.95,6.25,0,0,18.54,20.32, NASDAQ Global
Ecopetrol ADR, EC,18.87,19.8,18.87,19.78,0.91,4.82,2064666,20.55,8.44,0,0,35.61,35.2, NYSE
Energen, EGN,52.59,54.85,52.55,54.74,2.51,4.81,1438323,60.07,46.16,0,0,0,-4.92, NYSE
BioTime, BTX,2.95,3.06,2.92,3.05,0.14,4.81,572166,3.62,2.1,0,0,7.26,41.86, NYSE American
Mazor Robotics ADR, MZOR,66.05,68.97,65.72,68.86,3.15,4.79,985644,68.97,21.21,0,0,0,33.45, NASDAQ Global
Jewett-Cameron Trading, JCTCF,15.35,15.35,15.35,15.35,0.7,4.78,138,17.9,10.8,0,0,13.58,2.33, NASDAQ Capital
CSI Compressco, CCLP,6.29,6.76,6.28,6.58,0.3,4.78,100457,12.45,4.12,0.75,11.4,0,20.29, NASDAQ Global
DRDGOLD ADR, DRD,2.92,3.12,2.92,3.08,0.14,4.76,64881,6.67,2.84,0.15,4.76,128.87,-5.52, NYSE
MyoKardia, MYOK,51.2,54.15,51.05,54.05,2.45,4.75,161990,55.4,10.8,0,0,0,28.38, NASDAQ Global
Brookdale Senior Living, BKD,9.45,10.06,9.38,9.95,0.45,4.74,3999675,16.23,8.78,0,0,0,2.58, NYSE
Allegiant Travel, ALGT,159.65,173.8,158.5,166.8,7.55,4.74,454984,178.2,111.54,2.8,1.68,17.92,7.79, NASDAQ Global
TPG Pace Energy Holdings WT, TPGE%,1.55,1.55,1.55,1.55,0.07,4.73,2553,1.75,1.1,0,0,0,14.81, NYSE
Dorian LPG, LPG,7.9,8.23,7.44,8,0.36,4.71,1022788,11.91,6.2,0,0,0,-2.68, NYSE
RPC, RES,20.37,21.17,20.12,21.14,0.94,4.65,2423282,27.07,16.63,0.4,1.89,28.19,-17.2, NYSE
Bright Scholar Education Holdings ADR, BEDU,20.06,21.17,19.97,20.99,0.93,4.64,224610,28.18,10.55,0,0,67.43,12.43, NYSE
Eaton, ETN,86.93,89.85,86.65,87.86,3.89,4.63,6083329,89.85,69.41,1.52,1.73,13.81,11.2, NYSE
Rexnord, RXN,31.44,31.44,29.14,29.41,1.3,4.62,2009229,31.44,21.07,0,0,44.56,13.03, NYSE
Boston Omaha, BOMN,20.61,21.54,20.61,21.54,0.95,4.61,97393,35.49,12.15,0,0,0,-33.5, NASDAQ Capital
La Jolla Pharmaceutical, LJPC,33.93,36.43,33.63,35.84,1.58,4.61,680633,39.28,16.71,0,0,0,11.37, NASDAQ Capital
Archrock Partners, APLP,13.21,13.97,13.21,13.87,0.61,4.6,135850,18.34,10.58,1.14,8.22,0,16.46, NASDAQ Global
Agilysys, AGYS,12,12.63,12,12.55,0.55,4.58,85426,13,8.6,0,0,0,2.2, NASDAQ Global
AT&T, T,38.51,39.29,38.4,39.16,1.71,4.57,58959804,42.7,32.55,2,5.11,18.92,0.72, NYSE
Dare Bioscience, DARE,2.25,2.3,2.19,2.27,0.1,4.56,40542,35.8,2.11,0,0,0,4.9, NASDAQ Capital
Avista Healthcare Public Acquisition WT, AHPAW,0.4,0.4,0.4,0.4,0.02,4.55,63700,0.58,0.2,0,0,0,42.81, NASDAQ Capital
Oclaro, OCLR,5.88,6.23,5.86,6.21,0.27,4.55,5984952,11.3,5.76,0,0,6.98,-7.86, NASDAQ Global
Security National Financial Cl A, SNFCA,4.45,4.63,4.45,4.6,0.2,4.55,2882,7.1,4.05,0,0,10.4,-8, NASDAQ Global
Zogenix, ZGNX,36.35,38.6,36.2,38,1.65,4.54,611377,43.35,7.7,0,0,0,-5.12, NASDAQ Global
Yelp, YELP,43.84,46.25,43.52,45.8,1.98,4.52,1960628,48.4,26.93,0,0,208.18,9.15, NYSE
Yatra Online, YTRA,6.59,7.1,6.52,6.93,0.3,4.52,461762,12.85,6.44,0,0,0,-7.35, NASDAQ Capital
Bellerophon Therapeutics, BLPH,2.21,2.32,2.2,2.32,0.1,4.5,154299,2.74,0.63,0,0,0,-10.08, NASDAQ Global
HTG Molecular Diagnostics, HTGM,3.55,3.77,3.55,3.73,0.16,4.48,641063,13.25,1.2,0,0,0,83.74, NASDAQ Capital
Zions Bancorp WT, ZIONW,20.93,21.95,20.87,21.94,0.94,4.48,1545376,22,8.84,0,0,0,16.7, NASDAQ Global
Enova International, ENVA,17.9,18.75,17.61,18.7,0.8,4.47,500048,19.2,11.15,0,0,20.33,23.03, NYSE
