Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg, Exchange
Alliance MMA,AMMA,0.84,0.84,0.81,0.83,...,...,212082,3.90,0.79,...,...,... dd,-28.45,NASDAQ Capital
Allied Healthcare Products,AHPI,2.19,2.23,2.11,2.19,0.01,0.46,6136,3.75,1.53,...,...,... dd,4.78,NASDAQ Capital
Alliqua BioMedical,ALQA,2.03,2.09,1.96,2.03,0.03,1.56,48136,8.48,1.73,...,...,... dd,12.23,NASDAQ Capital
Amedica,AMDA,3.60,3.68,3.42,3.55,-0.04,-1.11,21755,8.40,2.89,...,...,... dd,8.56,NASDAQ Capital
American Electric Technologies,AETI,1.75,1.75,1.75,1.75,0.05,2.94,1147,2.80,1.30,...,...,... dd,16.67,NASDAQ Capital
Ameri Holdings,AMRH,4.45,4.64,3.90,4.12,-0.78,-15.92,724832,13.50,1.27,...,...,... dd,32.90,NASDAQ Capital
Ameri Holdings WT,AMRHW,0.88,0.88,0.63,0.79,-0.06,-7.28,144269,7.58,0.25,...,...,...,3.27,NASDAQ Capital
Ames National,ATLO,29.55,29.65,29.47,29.65,...,...,8859,33.00,26.60,0.88,2.97,18.42,6.46,NASDAQ Capital
Anavex Life Sciences,AVXL,3.44,3.50,3.36,3.40,-0.03,-0.87,145537,6.64,3.01,...,...,... dd,5.59,NASDAQ Capital
Andina Acquisition II,ANDA,10.37,10.37,10.33,10.35,...,...,26751,10.46,9.51,...,...,... dd,0.49,NASDAQ Capital
Andina Acquisition II Rt,ANDAR,1.38,1.39,1.37,1.38,...,...,29100,1.45,0.36,...,...,...,0.73,NASDAQ Capital
Andina Acquisition II WT,ANDAW,1.77,1.77,1.65,1.71,-0.07,-3.72,6430,1.90,0.15,...,...,...,-9.22,NASDAQ Capital
Antares Pharma,ATRS,2.28,2.30,2.23,2.28,-0.01,-0.44,845475,4.09,1.58,...,...,... dd,14.57,NASDAQ Capital
Apollo Medical Holdings,AMEH,28.07,29.42,28.00,28.90,0.75,2.66,41484,29.78,5.50,...,...,... dd,20.42,NASDAQ Capital
Appliance Recycling Centers of America,ARCI,0.98,1.01,0.96,0.99,0.01,0.81,18505,1.75,0.52,...,...,1.34,-4.81,NASDAQ Capital
Applied DNA Sciences,APDN,1.56,1.60,1.45,1.52,-0.05,-3.18,236615,3.45,0.90,...,...,... dd,-4.40,NASDAQ Capital
Applied DNA Sciences WT,APDNW,0.37,0.37,0.37,0.37,0.07,22.23,154,1.04,0.21,...,...,...,1.86,NASDAQ Capital
Apricus Biosciences,APRI,2.44,2.79,2.43,2.74,0.33,13.50,1445836,4.07,0.86,...,...,... dd,48.66,NASDAQ Capital
Aptose Biosciences,APTO,2.37,2.50,2.33,2.48,0.14,5.98,413063,2.58,0.78,...,...,... dd,10.71,NASDAQ Capital
AquaBounty Technologies,AQB,3.00,3.15,2.96,3.02,-1.84,-37.86,2242858,24.78,2.96,...,...,... dd,-14.20,NASDAQ Capital
Aqua Metals,AQMS,1.98,2.02,1.89,1.94,-0.02,-1.02,312244,22.75,1.75,...,...,... dd,-8.92,NASDAQ Capital
Aradigm,ARDM,2.02,2.67,1.97,2.26,-1.16,-33.92,2664280,7.35,0.78,...,...,... dd,-66.27,NASDAQ Capital
ARCA biopharma,ABIO,1.75,1.75,1.60,1.65,-0.10,-5.71,589328,2.81,1.05,...,...,... dd,22.22,NASDAQ Capital
Arcadia Biosciences,RKDA,0.26,0.27,0.21,0.25,...,1.14,269911,1.15,0.18,...,...,... dd,-9.82,NASDAQ Capital
ARC Group Worldwide,ARCW,2.40,2.45,2.35,2.40,...,...,18267,4.97,1.83,...,...,... dd,14.29,NASDAQ Capital
Arcimoto,FUV,4.10,4.10,3.89,3.91,-0.22,-5.33,67863,6.35,2.54,...,...,...,-2.49,NASDAQ Capital
Art's Way Manufacturing,ARTW,3.00,3.00,2.90,2.90,-0.10,-3.33,14331,4.15,2.00,0.10,3.45,... dd,-2.80,NASDAQ Capital
Aspen Group,ASPU,8.56,9.61,8.40,8.76,-0.01,-0.06,63356,9.61,5.35,...,...,... dd,-1.74,NASDAQ Capital
Assembly Biosciences,ASMB,44.82,46.38,42.74,45.20,0.54,1.21,72827,52.37,13.69,...,...,... dd,-0.11,NASDAQ Capital
Astrotech,ASTC,3.57,3.57,3.36,3.40,-0.05,-1.45,6247,9.00,2.24,...,...,... dd,1.49,NASDAQ Capital
Asure Software,ASUR,14.83,15.20,14.65,14.87,0.08,0.54,113441,17.27,9.47,...,...,... dd,5.31,NASDAQ Capital
ASV Holdings,ASV,9.45,10.20,9.45,9.52,0.02,0.21,32016,10.80,7.23,...,...,127.96,-6.21,NASDAQ Capital
Athersys,ATHX,2.01,2.02,1.93,1.95,-0.01,-0.51,604723,2.63,1.02,...,...,... dd,7.73,NASDAQ Capital
Atlantic Acquisition Un,ATACU,10.27,10.28,10.27,10.28,-0.00,-0.00,1300,10.35,9.56,...,...,...,0.78,NASDAQ Capital
Atomera,ATOM,4.92,4.93,4.71,4.71,-0.24,-4.85,8031,7.64,2.45,...,...,... dd,8.78,NASDAQ Capital
Atossa Genetics,ATOS,0.28,0.28,0.26,0.26,-0.01,-2.59,539099,1.85,0.22,...,...,... dd,-1.14,NASDAQ Capital
Attunity,ATTU,6.73,6.81,6.68,6.71,-0.06,-0.90,15716,9.54,5.84,...,...,... dd,-3.88,NASDAQ Capital
Auris Medical Holding,EARS,0.49,0.51,0.47,0.48,-0.02,-3.07,354291,1.39,0.38,...,...,... dd,-18.75,NASDAQ Capital
AutoWeb,AUTO,9.40,9.42,9.16,9.38,0.05,0.54,34056,14.79,6.63,...,...,55.18,4.11,NASDAQ Capital
Avenue Therapeutics,ATXI,3.94,4.11,3.90,3.98,0.16,4.19,11661,8.58,3.40,...,...,...,9.94,NASDAQ Capital
Avid Bioservices,CDMO,3.70,3.84,3.65,3.81,0.02,0.53,184034,5.78,1.98,...,...,... dd,-1.80,NASDAQ Capital
Aviragen Therapeutics,AVIR,0.62,0.75,0.60,0.68,0.08,13.56,3365548,1.50,0.43,...,...,... dd,19.90,NASDAQ Capital
Avista Healthcare Public Acquisition Cl A,AHPA,9.98,9.98,9.97,9.98,...,...,52980,10.18,9.28,...,...,...,0.60,NASDAQ Capital
Avista Healthcare Public Acquisition WT,AHPAW,0.36,0.44,0.35,0.40,-0.05,-11.11,14013,0.58,0.20,...,...,...,42.81,NASDAQ Capital
AxoGen,AXGN,27.80,28.05,27.55,28.00,0.25,0.90,200920,31.70,8.75,...,...,... dd,-1.06,NASDAQ Capital
Aytu BioScience,AYTU,2.43,2.90,2.43,2.81,0.41,17.08,252303,6.82,0.17,...,...,... dd,26.00,NASDAQ Capital
AzurRx BioPharma,AZRX,3.68,3.92,3.44,3.50,-0.14,-3.85,53047,5.25,2.40,...,...,... dd,-3.77,NASDAQ Capital
Bancorp 34,BCTF,15.17,15.17,14.95,14.95,0.05,0.34,10746,15.17,12.50,...,...,9.85,1.36,NASDAQ Capital
Bank of Marin Bancorp,BMRC,72.00,72.65,71.05,71.25,-0.45,-0.63,12974,77.90,59.05,1.16,1.63,21.33,4.78,NASDAQ Capital
Bank of South Carolina,BKSC,19.20,19.45,19.20,19.25,0.12,0.64,10708,22.00,17.35,0.60,3.12,18.33,-0.31,NASDAQ Capital
Bank of the James Financial Group,BOTJ,14.86,14.86,14.86,14.86,0.01,0.07,246,18.50,13.87,0.24,1.62,22.86,-0.47,NASDAQ Capital
Barington/Hilco Acquisition Rt,BHACR,0.26,0.26,0.24,0.25,0.01,4.25,300,0.47,0.11,...,...,...,56.25,NASDAQ Capital
Barington/Hilco Acquisition WT,BHACW,0.24,0.26,0.20,0.25,0.02,7.44,2529,0.26,0.03,...,...,...,257.00,NASDAQ Capital
Bay Bancorp,BYBK,12.45,12.45,12.30,12.39,0.04,0.30,8909,12.45,6.70,...,...,26.37,1.36,NASDAQ Capital
Benitec Biopharma ADR,BNTC,3.42,3.99,3.38,3.63,0.36,11.04,368565,5.48,1.40,...,...,... dd,22.67,NASDAQ Capital
Benitec Biopharma WT,BNTCW,0.40,0.40,0.40,0.40,-0.00,-0.20,5000,1.09,0.06,...,...,...,-0.28,NASDAQ Capital
BeyondSpring,BYSI,26.54,28.09,25.74,25.74,-0.99,-3.70,6346,48.49,16.55,...,...,... dd,-11.48,NASDAQ Capital
Big Rock Partners Acquisition Rt,BRPAR,0.39,0.40,0.39,0.40,0.02,5.26,8668,0.74,0.29,...,...,...,8.11,NASDAQ Capital
Big Rock Partners Acquisition WT,BRPAW,0.38,0.38,0.38,0.38,0.01,2.01,1000,0.44,0.30,...,...,...,-4.75,NASDAQ Capital
Bioanalytical Systems,BASI,2.48,2.55,2.40,2.40,-0.11,-4.38,18730,2.95,0.69,...,...,21.43,-2.04,NASDAQ Capital
Bioblast Pharma,ORPN,2.62,2.68,2.56,2.59,...,...,15769,7.75,1.49,...,...,... dd,13.30,NASDAQ Capital
Biocept,BIOC,0.72,0.74,0.72,0.73,0.01,1.10,238293,2.76,0.60,...,...,... dd,4.90,NASDAQ Capital
BioDelivery Sciences International,BDSI,2.85,2.85,2.80,2.83,0.03,0.89,109360,3.60,1.55,...,...,28.25,-4.24,NASDAQ Capital
BIO-key International,BKYI,2.10,2.22,2.05,2.10,-0.00,-0.01,14957,3.67,1.20,...,...,... dd,18.64,NASDAQ Capital
Biolase,BIOL,0.53,0.55,0.47,0.50,-0.03,-5.59,136917,1.87,0.28,...,...,... dd,17.33,NASDAQ Capital
BioLife Solutions,BLFS,5.83,5.89,5.71,5.71,-0.10,-1.72,31820,7.53,1.69,...,...,... dd,-4.83,NASDAQ Capital
BioLine RX ADR,BLRX,1.22,1.23,1.15,1.16,-0.04,-3.33,1202967,1.38,0.80,...,...,... dd,6.42,NASDAQ Capital
Biomerica,BMRA,5.14,5.29,4.81,4.95,-0.18,-3.51,119823,9.32,1.93,...,...,... dd,32.35,NASDAQ Capital
Biondvax Pharmaceuticals ADR,BVXV,5.90,5.94,5.75,5.89,0.07,1.20,12685,10.75,3.65,...,...,...,9.89,NASDAQ Capital
Bio-Path Holdings,BPTH,0.23,0.24,0.22,0.23,-0.01,-4.00,610036,1.10,0.18,...,...,... dd,11.41,NASDAQ Capital
Biostar Pharmaceuticals,BSPM,2.12,2.32,2.00,2.02,0.06,3.06,539009,3.24,1.18,...,...,5.69,14.12,NASDAQ Capital
Black Ridge Acquisition,BRAC,9.67,9.67,9.65,9.67,0.02,0.21,700,9.70,9.52,...,...,...,0.21,NASDAQ Capital
Black Ridge Acquisition WT,BRACW,0.28,0.29,0.28,0.29,0.01,3.57,7075,0.35,0.24,...,...,...,-12.12,NASDAQ Capital
Bonso Electronics International,BNSO,2.97,3.09,2.83,2.99,0.06,1.87,53468,3.31,1.96,...,...,5.64,22.04,NASDAQ Capital
Borqs Technologies,BRQS,6.39,6.45,6.39,6.45,...,...,4476,10.50,4.00,...,...,...,18.35,NASDAQ Capital
B.O.S. Better Online Solutions,BOSC,2.17,2.54,2.14,2.30,0.13,5.95,477054,2.97,1.53,...,...,10.45,5.02,NASDAQ Capital
Boston Omaha,BOMN,23.90,24.15,23.28,23.68,-0.04,-0.17,81957,35.49,12.15,...,...,... dd,-26.89,NASDAQ Capital
Boxlight Cl A,BOXL,7.00,7.00,6.91,6.97,0.52,8.08,2071,9.17,5.01,...,...,... dd,20.43,NASDAQ Capital
Brainstorm Cell Therapeutics,BCLI,3.63,3.68,3.52,3.57,-0.07,-1.92,41705,5.18,2.57,...,...,... dd,-8.93,NASDAQ Capital
Bridgeline Digital,BLIN,2.62,2.67,2.50,2.57,-0.07,-2.76,32118,5.10,1.86,...,...,...,5.73,NASDAQ Capital
Broadvision,BVSN,3.50,3.58,3.43,3.50,0.05,1.45,10358,5.95,2.65,...,...,... dd,-2.78,NASDAQ Capital
Broadway Financial,BYFC,2.34,2.44,2.27,2.32,-0.06,-2.52,2586,2.67,1.47,...,...,13.65,-1.69,NASDAQ Capital
Broadwind Energy,BWEN,2.82,2.82,2.70,2.78,-0.01,-0.36,31924,9.80,2.34,...,...,11.58,2.21,NASDAQ Capital
BSB Bancorp,BLMT,30.15,30.35,30.00,30.35,0.10,0.33,4139,32.15,26.65,...,...,18.06,3.76,NASDAQ Capital
Caladrius Biosciences,CLBS,3.90,4.10,3.87,4.08,0.16,4.08,44509,7.79,2.63,...,...,1.93,16.24,NASDAQ Capital
Cambium Learning Group,ABCD,6.31,6.79,6.31,6.66,0.34,5.38,215425,7.30,4.55,...,...,18.50,17.25,NASDAQ Capital
Cambridge Bancorp,CATC,78.16,78.93,78.16,78.93,0.18,0.23,1116,87.15,70.00,1.88,2.38,17.63,-1.09,NASDAQ Capital
Cancer Genetics,CGIX,2.05,2.10,2.00,2.00,-0.08,-3.61,66615,5.30,1.60,...,...,... dd,8.11,NASDAQ Capital
Capricor Therapeutics,CAPR,1.73,1.86,1.73,1.78,0.05,2.62,479467,4.25,0.63,...,...,... dd,12.66,NASDAQ Capital
Capstone Turbine,CPST,0.80,0.81,0.78,0.81,-0.00,-0.49,740812,1.35,0.58,...,...,... dd,4.68,NASDAQ Capital
Cardiome Pharma,CRME,1.60,1.62,1.59,1.60,0.01,0.63,69272,4.84,1.29,...,...,...,3.23,NASDAQ Capital
Carolina Financial,CARO,38.81,39.03,38.50,38.50,-0.26,-0.67,68633,39.59,27.30,0.20,0.52,21.04,3.63,NASDAQ Capital
Carver Bancorp,CARV,3.12,3.12,3.07,3.10,-0.14,-4.32,8488,7.95,2.01,...,...,... dd,6.60,NASDAQ Capital
CASI Pharmaceuticals,CASI,3.84,3.86,3.68,3.75,-0.03,-0.79,256643,4.84,0.91,...,...,... dd,15.38,NASDAQ Capital
CAS Medical Systems,CASM,0.99,1.06,0.99,1.02,-0.05,-4.67,31319,1.75,0.59,...,...,... dd,32.48,NASDAQ Capital
Catalyst Biosciences,CBIO,14.87,15.41,14.75,15.13,0.20,1.34,105119,18.88,3.11,...,...,... dd,10.92,NASDAQ Capital
Catalyst Pharmaceuticals,CPRX,3.95,3.95,3.85,3.92,-0.03,-0.76,260970,4.51,1.03,...,...,... dd,0.26,NASDAQ Capital
Catasys,CATS,4.12,4.33,4.03,4.33,0.26,6.39,116377,14.00,3.30,...,...,... dd,15.47,NASDAQ Capital
Celcuity,CELC,19.29,20.43,19.20,19.64,0.14,0.72,28670,22.73,11.10,...,...,...,3.64,NASDAQ Capital
Cellectar Biosciences,CLRB,1.20,1.22,1.16,1.20,0.01,0.84,164383,3.07,1.06,...,...,...,-12.41,NASDAQ Capital
Cellectar Biosciences WT Series A,CLRBZ,0.48,0.48,0.48,0.48,...,...,500,1.00,0.29,...,...,...,-4.00,NASDAQ Capital
Cellect Biotechnology ADR,APOP,9.09,9.20,8.60,8.76,-0.17,-1.90,27537,13.50,2.94,...,...,...,25.14,NASDAQ Capital
Celsion,CLSN,2.75,2.80,2.71,2.75,-0.04,-1.43,336256,8.75,1.24,...,...,... dd,2.61,NASDAQ Capital
Celsius Holdings,CELH,5.31,5.40,5.20,5.35,...,...,45001,7.00,2.86,...,...,... dd,1.90,NASDAQ Capital
Cemtrex,CETX,2.56,2.60,2.54,2.58,0.02,0.98,29967,7.50,2.38,...,...,7.60,1.43,NASDAQ Capital
Cemtrex WT,CETXW,0.27,0.27,0.27,0.27,-0.11,-28.85,2092,1.73,0.20,...,...,...,3.84,NASDAQ Capital
Centennial Resource Development,CDEV,20.30,20.51,20.13,20.29,...,...,738841,22.11,14.10,...,...,144.93,2.47,NASDAQ Capital
Central Federal,CFBK,2.68,2.68,2.61,2.66,-0.00,-0.02,6093,3.64,1.66,...,...,37.99,-3.29,NASDAQ Capital
Central Valley Community Bancorp,CVCY,20.25,20.48,19.98,20.12,-0.21,-1.03,16533,23.94,17.62,0.24,1.19,15.24,-0.30,NASDAQ Capital
Century Casinos,CNTY,9.70,9.70,9.38,9.50,-0.17,-1.76,120853,9.85,6.28,...,...,15.87,4.05,NASDAQ Capital
Cerecor,CERC,2.57,2.79,2.36,2.74,0.04,1.48,479728,4.25,0.34,...,...,274.00,-14.38,NASDAQ Capital
Cerecor WT Cl A,CERCW,0.15,0.27,0.15,0.26,0.02,6.13,4805,0.60,0.01,...,...,...,-11.73,NASDAQ Capital
Cesca Therapeutics,KOOL,3.31,3.31,3.10,3.14,-0.06,-1.89,99229,6.44,2.62,...,...,...,4.65,NASDAQ Capital
Champions Oncology,CSBR,4.19,4.30,4.07,4.15,-0.01,-0.24,37670,4.79,2.19,...,...,... dd,6.96,NASDAQ Capital
Chanticleer Holdings,BURG,3.35,3.35,3.19,3.20,-0.10,-3.03,54518,6.89,1.81,...,...,... dd,21.68,NASDAQ Capital
Charles&Colvard,CTHR,1.38,1.39,1.33,1.37,-0.02,-1.60,42587,1.55,0.80,...,...,... dd,1.24,NASDAQ Capital
Charter Financial,CHFN,18.40,18.68,18.01,18.31,-0.18,-0.97,31627,21.11,15.81,0.30,1.64,19.27,4.39,NASDAQ Capital
Check-Cap,CHEK,0.93,1.14,0.92,0.98,0.05,5.33,3074100,2.55,0.80,...,...,... dd,12.23,NASDAQ Capital
Checkpoint Therapeutics,CKPT,4.00,4.27,3.70,3.70,-0.28,-7.04,117602,15.00,3.20,...,...,... dd,-4.64,NASDAQ Capital
Chembio Diagnostics,CEMI,8.90,9.10,8.66,9.00,0.10,1.12,18214,9.20,5.05,...,...,... dd,9.76,NASDAQ Capital
CHF Solutions,CHFS,3.70,3.74,3.56,3.62,-0.05,-1.36,129500,220.60,2.87,...,...,... dd,4.62,NASDAQ Capital
China Advanced Construction Materials Group,CADC,4.65,4.65,4.35,4.40,-0.10,-2.22,27051,9.75,1.55,...,...,... dd,2.33,NASDAQ Capital
China Auto Logistics,CALI,3.67,4.00,3.67,3.95,0.17,4.50,39500,4.69,1.30,...,...,... dd,23.44,NASDAQ Capital
China Automotive Systems,CAAS,4.88,5.04,4.88,4.93,0.07,1.44,16167,5.90,4.30,...,...,6.16,2.71,NASDAQ Capital
China Ceramics,CCCL,2.57,2.57,2.40,2.41,-0.03,-1.23,24330,4.28,1.25,...,...,... dd,0.84,NASDAQ Capital
China Commercial Credit,CCCR,1.88,1.90,1.65,1.73,-0.13,-6.76,357378,4.00,0.89,...,...,... dd,25.00,NASDAQ Capital
China Customer Relations Centers,CCRC,20.42,20.80,20.29,20.50,0.06,0.29,201797,21.10,11.59,...,...,48.81,20.23,NASDAQ Capital
China Information Technology,CNIT,2.83,3.00,2.72,2.99,-0.01,-0.33,2362641,5.20,0.57,...,...,... dd,102.03,NASDAQ Capital
China Jo-Jo Drugstores,CJJD,1.50,1.52,1.44,1.47,-0.03,-2.00,39514,2.18,1.17,...,...,... dd,18.55,NASDAQ Capital
China Lending,CLDC,3.11,3.34,3.04,3.06,-0.16,-4.97,56646,8.30,2.00,...,...,... dd,-1.61,NASDAQ Capital
China Natural Resources,CHNR,4.01,4.03,3.62,3.62,-0.20,-5.24,31520,4.23,1.88,...,...,... dd,35.58,NASDAQ Capital
ChinaNet Online Holdings,CNET,5.10,5.18,4.77,4.80,-1.58,-24.76,7508826,11.90,0.90,...,...,... dd,340.37,NASDAQ Capital
China Recycling Energy,CREG,3.07,3.19,3.01,3.13,0.10,3.30,212106,9.39,0.95,...,...,... dd,11.79,NASDAQ Capital
ChromaDex,CDXC,6.35,6.40,6.10,6.18,-0.17,-2.68,247874,7.24,2.26,...,...,... dd,5.10,NASDAQ Capital
Citius Pharmaceuticals,CTXR,4.10,4.14,3.80,4.10,0.11,2.76,110644,14.63,2.56,...,...,... dd,7.89,NASDAQ Capital
Citizens&Northern,CZNC,24.78,25.07,24.39,24.54,-0.24,-0.97,18711,26.75,22.00,1.04,4.24,19.02,2.25,NASDAQ Capital
Civista Bancshares,CIVB,22.50,22.50,22.18,22.32,-0.14,-0.62,10922,23.76,18.59,0.28,1.25,17.04,1.45,NASDAQ Capital
Clean Diesel Technologies,CDTI,1.54,1.55,1.51,1.52,-0.03,-1.61,161224,3.72,1.26,...,...,... dd,-2.87,NASDAQ Capital
ClearOne,CLRO,8.45,8.65,8.43,8.65,-0.25,-2.81,3051,12.60,6.70,0.28,3.24,... dd,-3.35,NASDAQ Capital
ClearSign Combustion,CLIR,2.80,2.90,2.50,2.50,-0.35,-12.28,281013,4.70,1.75,...,...,... dd,-30.56,NASDAQ Capital
ClearSign Combustion WT,CLIRW,0.80,0.80,0.70,0.72,-0.18,-19.89,11040,5.00,0.48,...,...,...,-27.90,NASDAQ Capital
Cleveland BioLabs,CBLI,4.01,4.04,3.81,3.89,-0.15,-3.71,26472,5.55,1.35,...,...,... dd,-2.99,NASDAQ Capital
CM Seven Star Acquisition,CMSS,9.67,9.67,9.62,9.66,...,...,101039,9.68,9.59,...,...,...,0.10,NASDAQ Capital
CM Seven Star Acquisition Rt,CMSSR,0.26,0.26,0.26,0.26,-0.00,-0.76,12300,0.40,0.25,...,...,...,-18.75,NASDAQ Capital
Coastway Bancorp,CWAY,21.75,21.88,21.75,21.88,0.13,0.57,296,22.00,15.95,...,...,29.41,3.18,NASDAQ Capital
Coda Octopus Group,CODA,4.81,4.83,4.70,4.70,-0.10,-2.10,8121,7.00,3.55,...,...,7.28,-1.51,NASDAQ Capital
Co-Diagnostics,CODX,3.16,3.26,3.16,3.20,0.04,1.27,16873,6.85,2.35,...,...,...,21.21,NASDAQ Capital
Coffee Holding,JVA,4.32,4.36,4.20,4.34,-0.02,-0.46,6199,5.09,3.76,...,...,43.27,1.95,NASDAQ Capital
Cogentix Medical,CGNT,2.97,3.01,2.92,2.94,-0.04,-1.34,48812,3.34,1.55,...,...,... dd,-6.67,NASDAQ Capital
Cohbar,CWBR,5.25,5.25,4.82,4.86,0.01,0.21,71943,6.60,4.80,...,...,... dd,-2.21,NASDAQ Capital
Community Bankers Trust,ESXB,8.35,8.40,8.20,8.25,-0.05,-0.60,7423,9.35,6.95,...,...,17.55,1.23,NASDAQ Capital
Community Financial,TCFC,36.96,37.17,36.69,36.85,-0.36,-0.97,5501,40.69,28.58,0.40,1.09,17.55,-3.79,NASDAQ Capital
Community First Bancshares,CFBI,11.30,11.46,11.30,11.46,0.17,1.52,7099,15.00,11.28,...,...,63.25,-1.21,NASDAQ Capital
Comstock Holding Cl A,CHCI,1.76,1.77,1.65,1.70,-0.04,-2.30,40887,3.90,1.20,...,...,... dd,...,NASDAQ Capital
Constellation Alpha Capital Rt,CNACR,0.40,0.40,0.38,0.38,0.01,2.70,33300,0.40,0.25,...,...,...,22.58,NASDAQ Capital
Constellation Alpha Capital Un,CNACU,10.07,10.36,10.05,10.36,0.01,0.10,630,10.50,8.22,...,...,...,1.77,NASDAQ Capital
Constellation Alpha Capital WT,CNACW,0.30,0.30,0.27,0.30,0.05,21.25,34300,0.30,0.20,...,...,...,35.91,NASDAQ Capital
ContraFect,CFRX,1.18,1.21,1.16,1.19,...,0.42,42570,2.50,0.80,...,...,... dd,17.82,NASDAQ Capital
ContraVir Pharmaceuticals,CTRV,0.36,0.36,0.33,0.34,-0.01,-3.26,268682,1.96,0.32,...,...,... dd,-5.31,NASDAQ Capital
Corbus Pharmaceuticals Holdings,CRBP,8.35,8.38,8.05,8.20,-0.10,-1.20,498181,10.50,5.30,...,...,... dd,15.49,NASDAQ Capital
Corcept Therapeutics,CORT,21.00,21.00,20.55,20.65,-0.20,-0.96,1256029,21.00,6.70,...,...,71.21,14.34,NASDAQ Capital
CounterPath,CPAH,6.52,7.00,6.01,6.66,0.68,11.37,535470,7.00,1.75,...,...,... dd,107.48,NASDAQ Capital
CPS Technologies,CPSH,1.74,1.81,1.72,1.74,0.03,1.75,26213,2.20,1.02,...,...,... dd,4.82,NASDAQ Capital
