Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
ImmunoCellular Therapeutics WT, IMUC%, 0.03, 0.03, 0.02, 0.03, 0.0, 3.2, 30898, 0.65, 0.01, 0.0, 0.0, 0.0, -35.5, NYSE American
Spark Networks ADR, LOV, 14.5, 15.1, 14.05, 15.06, 0.46, 3.15, 9902, 15.4, 0.76, 0.0, 0.0, 0.0, 19.05, NYSE American
Almaden Minerals, AAU, 0.93, 0.95, 0.91, 0.92, 0.02, 2.21, 661842, 1.75, 0.71, 0.0, 0.0, 0.0, -10.68, NYSE American
InfuSystems Holdings, INFU, 2.3, 2.38, 2.3, 2.35, 0.05, 2.17, 3404, 2.5, 1.2, 0.0, 0.0, 0.0, 2.17, NYSE American
GSE Systems, GVP, 3.35, 3.4, 3.25, 3.37, 0.07, 2.16, 3418, 3.85, 2.35, 0.0, 0.0, 67.43, 3.74, NYSE American
Can-Fite Biopharma ADR, CANF, 2.25, 2.35, 2.19, 2.29, 0.04, 1.78, 108201, 2.75, 1.24, 0.0, 0.0, 0.0, 54.72, NYSE American
Nevada Gold&Casinos, UWN, 2.68, 2.78, 2.68, 2.76, 0.04, 1.47, 12351, 2.86, 1.87, 0.0, 0.0, 34.5, 3.37, NYSE American
Intellicheck, IDN, 2.59, 2.89, 2.45, 2.6, 0.04, 1.41, 296133, 4.55, 1.8, 0.0, 0.0, 0.0, 1.56, NYSE American
Bowl America Cl A, BWLA, 15.7, 15.7, 15.7, 15.7, 0.2, 1.29, 650, 16.64, 13.43, 0.68, 4.33, 30.63, 4.67, NYSE American
RELM Wireless, RWC, 3.65, 3.65, 3.6, 3.65, 0.04, 1.25, 3148, 5.55, 3.4, 0.08, 2.19, 60.75, 2.68, NYSE American
Glowpoint, GLOW, 0.32, 0.32, 0.29, 0.32, 0.0, 1.2, 607303, 0.65, 0.19, 0.0, 0.0, 2.28, -11.22, NYSE American
Majesco, MJCO, 6.0, 6.0, 5.73, 5.73, 0.06, 1.06, 22145, 6.43, 4.35, 0.0, 0.0, 0.0, 6.7, NYSE American
GEE Group, JOB, 2.93, 2.98, 2.91, 2.98, 0.03, 1.02, 3465, 7.0, 2.45, 0.0, 0.0, 0.0, 7.19, NYSE American
EMX Royalty, EMX, 0.9, 0.93, 0.9, 0.92, 0.01, 0.94, 62739, 1.24, 0.67, 0.0, 0.0, 0.0, 10.98, NYSE American
Universal Security Instruments, UUU, 1.45, 1.55, 1.45, 1.51, 0.01, 0.87, 55125, 3.93, 1.3, 0.0, 0.0, 0.0, -11.0, NYSE American
GlobalSCAPE, GSB, 3.55, 3.6, 3.55, 3.58, 0.03, 0.85, 60150, 5.51, 3.34, 0.06, 1.68, 18.84, 0.85, NYSE American
Seaboard, SEB, 4300.0, 4339.97, 4215.01, 4289.79, 33.78, 0.79, 232, 4690.0, 3247.0, 6.0, 0.14, 15.64, -2.73, NYSE American
Document Security Systems, DSS, 1.3, 1.41, 1.3, 1.33, 0.01, 0.76, 186026, 3.16, 0.56, 0.0, 0.0, 0.0, -26.11, NYSE American
Power REIT, PW, 6.04, 6.2, 6.04, 6.11, 0.04, 0.66, 3228, 8.69, 6.0, 0.0, 0.0, 37.74, -0.78, NYSE American
Chicago Rivet&Machine, CVR, 32.0, 32.0, 31.76, 32.0, 0.2, 0.63, 1010, 48.68, 26.5, 0.8, 2.5, 17.49, 0.63, NYSE American
Plymouth Industrial REIT, PLYM, 17.9, 17.9, 17.3, 17.33, 0.1, 0.58, 1698, 19.0, 16.36, 1.5, 8.66, 0.0, -6.22, NYSE American
Alpha Pro Tech, APT, 3.8, 3.85, 3.8, 3.8, 0.02, 0.48, 46897, 4.25, 2.55, 0.0, 0.0, 18.1, -5.0, NYSE American
BG Staffing, BGSF, 15.95, 16.25, 15.79, 16.15, 0.06, 0.37, 13565, 18.84, 12.99, 1.0, 6.19, 15.99, 1.32, NYSE American
EnSync, ESNC, 0.37, 0.4, 0.36, 0.38, 0.0, 0.34, 549544, 0.8, 0.31, 0.0, 0.0, 0.0, -4.28, NYSE American
International Tower Hill Mines, THM, 0.49, 0.5, 0.46, 0.48, 0.0, 0.33, 262786, 0.77, 0.29, 0.0, 0.0, 0.0, 11.63, NYSE American
Bancorp of New Jersey, BKJ, 17.94, 17.94, 17.9, 17.9, 0.05, 0.28, 565, 18.55, 12.95, 0.0, 0.0, 25.75, -1.92, NYSE American
Micron Solutions, MICR, 3.52, 3.54, 3.46, 3.54, 0.01, 0.28, 10948, 4.5, 3.19, 0.0, 0.0, 0.0, 1.14, NYSE American
Navidea Biopharmaceuticals, NAVB, 0.36, 0.4, 0.36, 0.36, 0.0, 0.11, 1257774, 0.85, 0.29, 0.0, 0.0, 0.0, 0.5, NYSE American
India Globalization Capital, IGC, 0.82, 0.9, 0.79, 0.89, 0.0, 0.07, 654934, 1.63, 0.24, 0.0, 0.0, 0.0, -11.0, NYSE American
Ampio Pharmaceuticals, AMPE, 3.07, 3.14, 2.91, 3.05, 0.0, 0.0, 957524, 4.95, 0.38, 0.0, 0.0, 0.0, -25.06, NYSE American
Ampliphi Biosciences, APHB, 1.14, 1.21, 1.08, 1.15, 0.0, 0.0, 542042, 6.8, 0.67, 0.0, 0.0, 0.0, 13.86, NYSE American
CCA Industries, CAW, 3.0, 3.05, 3.0, 3.0, 0.0, 0.0, 2189, 3.81, 2.65, 0.28, 9.33, 14.29, -4.76, NYSE American
Issuer Direct, ISDR, 17.75, 17.75, 17.75, 17.75, 0.0, 0.0, 1019, 18.95, 8.95, 0.2, 1.13, 32.87, -3.27, NYSE American
Network-1 Technologies, NTIP, 2.55, 2.6, 2.41, 2.55, 0.0, 0.0, 71366, 5.05, 2.25, 0.1, 3.92, 13.83, 6.25, NYSE American
Sunlink Health Systems, SSY, 1.48, 1.48, 1.45, 1.45, 0.0, 0.0, 4654, 2.08, 1.3, 0.0, 0.0, 0.0, -8.81, NYSE American
Volt Information Sciences, VISI, 4.4, 4.45, 4.25, 4.35, 0.0, 0.0, 94847, 8.7, 2.15, 0.0, 0.0, 3.16, 14.47, NYSE American
Cohen&Co, COHN, 9.77, 9.77, 9.75, 9.75, -0.0, -0.0, 608, 16.3, 7.5, 0.8, 8.21, 17.73, 21.57, NYSE American
Avalon Holdings, AWX, 2.15, 2.16, 2.06, 2.06, -0.0, -0.05, 7853, 3.37, 1.83, 0.0, 0.0, 0.0, 3.0, NYSE American
Straight Path Communications Cl B, STRP, 182.4, 182.95, 182.4, 182.65, -0.11, -0.06, 79861, 235.88, 26.89, 0.0, 0.0, 0.0, 0.47, NYSE American
Friedman Industries, FRD, 5.4, 5.63, 5.28, 5.4, -0.01, -0.18, 104050, 6.95, 5.05, 0.04, 0.74, 0.0, -4.93, NYSE American
Vicon Industries, VII, 0.4, 0.41, 0.37, 0.38, -0.0, -0.18, 457573, 0.99, 0.26, 0.0, 0.0, 0.0, -4.98, NYSE American
U.S. Geothermal, HTM, 5.37, 5.38, 5.36, 5.37, -0.01, -0.19, 244273, 5.42, 3.11, 0.0, 0.0, 0.0, 55.65, NYSE American
SIFCO Industries, SIF, 6.5, 6.6, 6.5, 6.6, -0.01, -0.2, 2960, 9.8, 5.5, 0.0, 0.0, 0.0, -0.76, NYSE American
Franklin Street Properties, FSP, 9.82, 9.82, 9.61, 9.81, -0.03, -0.3, 359564, 12.85, 9.59, 0.76, 7.75, 0.0, -8.66, NYSE American
AeroCentury, ACY, 15.55, 15.55, 15.55, 15.55, -0.05, -0.32, 782, 16.1, 9.0, 0.0, 0.0, 17.28, 2.03, NYSE American
Consolidated-Tomoka Land, CTO, 65.51, 65.96, 65.0, 65.5, -0.23, -0.35, 23160, 67.58, 49.73, 0.24, 0.37, 16.37, 3.15, NYSE American
Adams Resources&Energy, AE, 46.65, 46.65, 44.4, 44.46, -0.16, -0.36, 4119, 50.59, 32.8, 0.88, 1.98, 0.0, 2.21, NYSE American
Hennessy Capital Acquisition III, HCAC, 9.88, 9.89, 9.86, 9.86, -0.04, -0.4, 7116, 10.49, 8.97, 0.0, 0.0, 0.0, 0.61, NYSE American
CKX Lands, CKX, 10.4, 10.4, 10.4, 10.4, -0.05, -0.48, 103, 14.1, 9.61, 0.0, 0.0, 56.46, 2.16, NYSE American
Bluerock Residential Growth REIT, BRG, 7.96, 8.05, 7.81, 7.96, -0.04, -0.5, 430888, 13.94, 7.81, 0.65, 8.17, 0.0, -21.27, NYSE American
IsoRay, ISR, 0.45, 0.49, 0.45, 0.47, -0.0, -0.51, 155640, 0.69, 0.38, 0.0, 0.0, 0.0, 16.53, NYSE American
Continental Materials, CUO, 19.25, 19.25, 19.25, 19.25, -0.1, -0.52, 378, 30.9, 16.8, 0.0, 0.0, 18.16, 1.32, NYSE American
Inuvo, INUV, 0.85, 0.85, 0.81, 0.83, -0.0, -0.54, 48883, 1.74, 0.7, 0.0, 0.0, 0.0, 1.93, NYSE American
Comstock Mining, LODE, 0.41, 0.43, 0.4, 0.41, -0.0, -0.55, 606976, 1.4, 0.21, 0.0, 0.0, 0.0, 5.85, NYSE American
Enservco, ENSV, 0.91, 0.94, 0.9, 0.9, -0.01, -0.58, 97280, 1.2, 0.21, 0.0, 0.0, 0.0, 40.5, NYSE American
Pfenex, PFNX, 3.07, 3.56, 3.05, 3.36, -0.02, -0.59, 102485, 8.02, 2.07, 0.0, 0.0, 0.0, 26.32, NYSE American
CorMedix, CRMD, 0.46, 0.47, 0.44, 0.46, -0.0, -0.63, 869107, 2.48, 0.32, 0.0, 0.0, 0.0, -8.94, NYSE American
Blonder Tongue Laboratories, BDR, 0.67, 0.67, 0.62, 0.64, -0.0, -0.66, 41780, 1.29, 0.38, 0.0, 0.0, 0.0, 5.03, NYSE American
Gulfmark Offshore, GLF, 28.48, 29.0, 27.88, 29.0, -0.2, -0.68, 5196, 34.96, 0.11, 0.0, 0.0, 0.0, 1.79, NYSE American
Tompkins Financial, TMP, 82.65, 83.43, 82.01, 82.42, -0.58, -0.7, 32246, 92.15, 71.27, 1.92, 2.33, 18.61, 1.32, NYSE American
CompX International Cl A, CIX, 13.97, 13.97, 13.9, 13.9, -0.1, -0.71, 1088, 16.63, 12.5, 0.2, 1.44, 14.04, 4.51, NYSE American
Paramount Gold Nevada, PZG, 1.34, 1.34, 1.28, 1.32, -0.01, -0.76, 143654, 2.1, 1.16, 0.0, 0.0, 0.0, 1.53, NYSE American
Hemispherx Biopharma, HEB, 0.5, 0.52, 0.5, 0.51, -0.0, -0.78, 436946, 0.84, 0.3, 0.0, 0.0, 0.0, 47.4, NYSE American
Trilogy Metals, TMQ, 1.24, 1.26, 1.17, 1.24, -0.01, -0.8, 150981, 1.64, 0.45, 0.0, 0.0, 0.0, 13.76, NYSE American
Polymet Mining, PLM, 1.19, 1.22, 1.12, 1.18, -0.01, -0.84, 843376, 1.36, 0.57, 0.0, 0.0, 0.0, 37.21, NYSE American
Castle Brands, ROX, 1.12, 1.15, 1.1, 1.11, -0.01, -0.89, 373031, 2.22, 0.72, 0.0, 0.0, 0.0, -9.02, NYSE American
Espey Manufacturing&Electronics, ESP, 25.0, 25.0, 24.59, 24.73, -0.24, -0.95, 2151, 26.47, 21.07, 1.0, 4.04, 49.47, 3.22, NYSE American
Grupo Simec ADR, SIM, 10.33, 10.33, 10.24, 10.24, -0.1, -0.97, 409, 14.76, 8.97, 0.0, 0.0, 19.43, 9.52, NYSE American
Command Security, MOC, 3.02, 3.02, 2.92, 2.92, -0.03, -1.02, 4311, 3.43, 2.41, 0.0, 0.0, 0.0, -4.89, NYSE American
Milestone Scientific, MLSS, 1.0, 1.0, 0.96, 0.97, -0.01, -1.02, 16392, 1.8, 0.91, 0.0, 0.0, 0.0, -17.87, NYSE American
FTE Networks, FTNW, 16.17, 16.4, 16.17, 16.33, -0.18, -1.06, 6333, 28.07, 5.9, 0.0, 0.0, 0.0, 64.62, NYSE American
Unique Fabricating, UFAB, 7.42, 7.7, 7.42, 7.68, -0.09, -1.14, 10218, 13.07, 7.05, 0.6, 7.81, 12.23, 3.53, NYSE American
Sanchez Midstream Partners, SNMP, 12.6, 12.8, 12.3, 12.65, -0.15, -1.17, 51192, 15.75, 9.35, 1.8, 14.25, 0.0, 13.96, NYSE American
Air Industries Group, AIRI, 1.33, 1.36, 1.32, 1.32, -0.02, -1.18, 33493, 4.6, 1.15, 0.6, 45.45, 0.0, -21.89, NYSE American
Sierra Metals, SMTS, 2.48, 2.5, 2.48, 2.5, -0.03, -1.19, 12317, 2.95, 1.97, 0.0, 0.0, 0.0, 0.81, NYSE American
Bovie Medical, BVX, 2.48, 2.51, 2.42, 2.42, -0.03, -1.22, 31422, 4.29, 1.87, 0.0, 0.0, 0.0, -6.92, NYSE American
Mexco Energy, MXC, 3.95, 3.98, 3.93, 3.93, -0.05, -1.26, 26210, 7.18, 3.13, 0.0, 0.0, 0.0, 0.0, NYSE American
Cheniere Energy Partners Holdings, CQH, 29.01, 29.17, 28.56, 28.78, -0.38, -1.3, 155150, 29.73, 22.31, 1.8, 6.25, 359.75, 3.94, NYSE American
IEC Electronics, IEC, 3.81, 3.82, 3.75, 3.81, -0.05, -1.3, 12000, 5.05, 3.35, 0.0, 0.0, 0.0, -7.52, NYSE American
Ashford, AINC, 88.34, 90.6, 85.2, 90.2, -1.2, -1.31, 1961, 111.0, 46.65, 0.0, 0.0, 0.0, -3.01, NYSE American
Skyline, SKY, 22.13, 22.13, 21.36, 21.76, -0.29, -1.32, 41607, 24.99, 5.07, 0.0, 0.0, 41.85, 69.34, NYSE American
Protalix BioTherapeutics, PLX, 0.67, 0.69, 0.65, 0.68, -0.01, -1.36, 1334760, 1.51, 0.48, 0.0, 0.0, 0.0, 2.19, NYSE American
Electromed, ELMD, 5.72, 5.74, 5.68, 5.74, -0.08, -1.37, 5601, 7.96, 3.95, 0.0, 0.0, 22.96, -5.44, NYSE American
Owens Realty Mortgage, ORM, 14.34, 14.34, 14.04, 14.15, -0.2, -1.39, 44890, 18.72, 13.91, 0.4, 2.83, 12.09, -11.62, NYSE American
Emerson Radio, MSN, 1.37, 1.39, 1.36, 1.39, -0.02, -1.42, 31186, 1.89, 1.0, 0.0, 0.0, 0.0, -4.79, NYSE American
National Healthcare, NHC, 61.49, 61.8, 60.28, 61.08, -0.88, -1.42, 49415, 75.7, 57.73, 1.92, 3.14, 19.09, 0.23, NYSE American
Trinity Place Holdings, TPHS, 6.74, 6.79, 6.7, 6.7, -0.1, -1.47, 16559, 9.97, 6.53, 0.0, 0.0, 0.0, -3.6, NYSE American
Bar Harbor Bankshares, BHB, 27.66, 28.15, 27.5, 27.51, -0.42, -1.5, 22126, 33.41, 25.09, 0.75, 2.71, 16.18, 1.85, NYSE American
Evans Bancorp, EVBN, 41.98, 43.25, 41.98, 42.05, -0.65, -1.52, 13975, 47.08, 35.1, 0.8, 1.9, 16.89, 0.36, NYSE American
Park National, PRK, 105.3, 106.53, 104.15, 104.37, -1.63, -1.54, 25056, 116.75, 92.42, 3.76, 3.6, 19.08, 0.36, NYSE American
EnerJex Resources, ENRJ, 0.2, 0.2, 0.19, 0.19, -0.0, -1.55, 552520, 1.15, 0.16, 0.0, 0.0, 0.0, -13.64, NYSE American
Goodrich Petroleum, GDP, 11.52, 11.77, 11.0, 11.51, -0.19, -1.62, 11666, 17.25, 8.2, 0.0, 0.0, 0.38, 5.5, NYSE American
inTEST, INTT, 8.95, 9.05, 8.75, 8.85, -0.15, -1.67, 56358, 10.25, 4.6, 0.0, 0.0, 14.05, 2.31, NYSE American
Associated Banc-Corp. Wt, ASB%, 5.9, 6.2, 5.8, 5.85, -0.1, -1.68, 13586, 7.0, 2.93, 0.0, 0.0, 0.0, -4.88, NYSE American
Oragenics, OGEN, 2.3, 2.3, 2.1, 2.26, -0.04, -1.74, 27839, 8.5, 0.6, 0.0, 0.0, 0.0, -3.79, NYSE American
Contango Oil&Gas, MCF, 3.86, 4.03, 3.65, 3.91, -0.07, -1.76, 425817, 9.6, 2.22, 0.0, 0.0, 0.0, -16.99, NYSE American
LGL Group, LGL, 5.69, 5.69, 5.67, 5.67, -0.1, -1.76, 1255, 6.7, 4.25, 0.0, 0.0, 40.49, 0.91, NYSE American
Wireless Telecom Group, WTT, 2.27, 2.27, 2.19, 2.22, -0.04, -1.77, 16852, 2.64, 1.3, 0.0, 0.0, 0.0, -8.64, NYSE American
Ur-Energy, URG, 0.67, 0.69, 0.66, 0.67, -0.01, -1.84, 447434, 0.91, 0.5, 0.0, 0.0, 19.57, -2.36, NYSE American
American Shared Hospital Services, AMS, 2.7, 2.7, 2.65, 2.65, -0.05, -1.85, 6175, 5.0, 2.45, 0.0, 0.0, 15.59, 2.06, NYSE American
Acme United, ACU, 24.98, 24.98, 23.79, 23.79, -0.45, -1.86, 1425, 29.49, 20.2, 0.44, 1.85, 16.99, 1.67, NYSE American
Corindus Vascular Robotics, CVRS, 1.06, 1.1, 1.05, 1.05, -0.02, -1.87, 928096, 2.25, 0.48, 0.0, 0.0, 0.0, 3.96, NYSE American
Western Copper&Gold, WRN, 0.92, 0.93, 0.9, 0.91, -0.02, -1.89, 80153, 1.72, 0.85, 0.0, 0.0, 0.0, -9.94, NYSE American
Cision WT, CISN%, 2.6, 2.7, 2.52, 2.55, -0.05, -1.92, 48039, 3.4, 1.86, 0.0, 0.0, 0.0, -6.25, NYSE American
Orchids Paper Products, TIS, 14.62, 14.84, 14.14, 14.36, -0.29, -1.98, 48420, 30.38, 8.31, 1.4, 9.75, 359.0, 12.19, NYSE American
ImmunoCellular Therapeutics, IMUC, 0.27, 0.27, 0.25, 0.25, -0.01, -2.0, 3867245, 3.68, 0.17, 0.0, 0.0, 0.0, -20.92, NYSE American
Uranium Energy, UEC, 1.48, 1.51, 1.45, 1.45, -0.03, -2.03, 1322473, 2.0, 0.96, 0.0, 0.0, 0.0, -18.08, NYSE American
DGSE Cos., DGSE, 0.98, 0.99, 0.95, 0.95, -0.02, -2.06, 41768, 1.74, 0.75, 0.0, 0.0, 0.0, 2.04, NYSE American
Mastech Digital, MHH, 9.91, 9.98, 9.86, 9.89, -0.21, -2.07, 5773, 14.07, 5.81, 0.0, 0.0, 32.97, -1.68, NYSE American
Superior Drilling Products, SDPI, 1.42, 1.49, 1.42, 1.42, -0.03, -2.07, 64582, 1.77, 0.59, 0.0, 0.0, 0.0, -3.4, NYSE American
United States Antimony, UAMY, 0.34, 0.34, 0.3, 0.33, -0.01, -2.08, 180071, 0.52, 0.2, 0.0, 0.0, 0.0, 3.13, NYSE American
Takung Art, TKAT, 2.3, 2.3, 2.22, 2.3, -0.05, -2.13, 1300, 10.5, 2.15, 0.0, 0.0, 9.11, -8.37, NYSE American
Ballantyne Strong, BTN, 4.53, 4.65, 4.46, 4.55, -0.1, -2.15, 7955, 7.35, 4.05, 0.0, 0.0, 0.0, -2.15, NYSE American
JRjr33, JRJR, 0.18, 0.19, 0.17, 0.17, -0.0, -2.18, 357683, 0.84, 0.16, 0.0, 0.0, 0.0, -5.57, NYSE American
Hennessy Capital Acquisition Corp. III WT, HCAC%, 0.86, 0.86, 0.81, 0.81, -0.02, -2.23, 4000, 0.95, 0.55, 0.0, 0.0, 0.0, -4.22, NYSE American
Zedge Cl B, ZDGE, 3.04, 3.18, 2.97, 3.05, -0.07, -2.24, 7005, 3.62, 1.65, 0.0, 0.0, 0.0, 10.94, NYSE American
Servotronics, SVT, 10.26, 10.34, 10.15, 10.15, -0.24, -2.31, 6482, 12.8, 8.49, 0.15, 1.48, 25.38, -8.83, NYSE American
Flexible Solutions International, FSI, 1.59, 1.59, 1.52, 1.53, -0.04, -2.36, 21563, 2.58, 1.3, 0.0, 0.0, 4.78, -15.93, NYSE American
NovaGold Resources, NG, 3.66, 3.71, 3.61, 3.63, -0.09, -2.42, 2180184, 6.21, 3.35, 0.0, 0.0, 0.0, -7.63, NYSE American
NovaBay Pharmaceuticals, NBY, 3.75, 3.78, 3.6, 3.61, -0.09, -2.43, 14393, 5.0, 2.25, 0.0, 0.0, 0.0, -6.23, NYSE American
Core Molding Technologies, CMT, 20.92, 20.92, 20.43, 20.43, -0.51, -2.44, 12425, 24.5, 14.42, 0.2, 0.98, 23.48, -5.85, NYSE American
Golden Star Resources, GSS, 0.78, 0.79, 0.77, 0.78, -0.02, -2.44, 1387941, 1.01, 0.59, 0.0, 0.0, 9.93, -12.53, NYSE American
Trio-Tech International, TRT, 6.43, 6.44, 6.26, 6.33, -0.16, -2.47, 23500, 8.47, 3.3, 0.0, 0.0, 14.39, -9.7, NYSE American
Cheniere Energy Partners, CQP, 30.07, 30.65, 29.87, 29.88, -0.77, -2.51, 198079, 33.47, 26.41, 2.0, 6.69, 0.0, 0.81, NYSE American
Sachem Capital, SACH, 3.75, 3.78, 3.71, 3.71, -0.1, -2.62, 36420, 5.35, 3.71, 0.42, 11.32, 0.0, -5.84, NYSE American
China Xiniya Fashion ADR, XNY, 6.26, 6.39, 5.8, 5.8, -0.16, -2.75, 36026, 7.1, 3.3, 0.0, 0.0, 0.0, 11.75, NYSE American
InnSuites Hospitality Trust, IHT, 1.74, 1.79, 1.74, 1.75, -0.05, -2.77, 1383, 2.27, 1.23, 0.02, 1.14, 0.0, 0.01, NYSE American
Nuverra Environmental Solutions, NES, 19.69, 20.5, 17.89, 19.15, -0.55, -2.79, 24191, 26.25, 9.25, 0.0, 0.0, 1.13, 5.34, NYSE American
TransAtlantic Petroleum, TAT, 1.38, 1.44, 1.35, 1.36, -0.04, -2.86, 211639, 1.68, 0.58, 0.0, 0.0, 0.0, -2.16, NYSE American
Orient Paper, ONP, 1.38, 1.4, 1.35, 1.35, -0.04, -2.88, 117231, 2.45, 0.75, 0.02, 1.48, 4.64, 4.65, NYSE American
Ladenburg Thalmann Financial Services, LTS, 3.09, 3.09, 2.88, 3.01, -0.09, -2.9, 196228, 3.48, 2.05, 0.04, 1.33, 0.0, -4.75, NYSE American
Radiant Logistics, RLGT, 4.74, 4.84, 4.6, 4.64, -0.14, -2.93, 105160, 6.65, 3.56, 0.0, 0.0, 116.0, 0.87, NYSE American
Erin Energy, ERN, 3.3, 3.45, 3.15, 3.3, -0.1, -2.94, 102968, 4.0, 1.15, 0.0, 0.0, 0.0, 20.0, NYSE American
Caledonia Mining, CMCL, 7.28, 7.35, 7.18, 7.25, -0.22, -2.95, 20862, 7.96, 5.17, 0.0, 0.0, 8.32, -1.89, NYSE American
Cheniere Energy, LNG, 57.64, 57.95, 55.85, 56.01, -1.85, -3.2, 2042153, 60.22, 40.36, 0.0, 0.0, 0.0, 4.03, NYSE American
Ring Energy, REI, 13.23, 13.3, 12.91, 13.03, -0.44, -3.27, 483850, 15.95, 9.22, 0.0, 0.0, 108.58, -6.26, NYSE American
Crystal Rock Holdings, CRVP, 0.84, 0.84, 0.81, 0.81, -0.03, -3.3, 7484, 1.24, 0.69, 0.0, 0.0, 34.96, -2.29, NYSE American
Houston American Energy, HUSA, 0.3, 0.3, 0.25, 0.28, -0.01, -3.3, 581635, 1.05, 0.19, 0.0, 0.0, 0.0, -16.42, NYSE American
Entree Resources, EGI, 0.51, 0.52, 0.48, 0.5, -0.02, -3.32, 140583, 0.72, 0.21, 0.0, 0.0, 0.0, -17.31, NYSE American
Flanigan's Enterprises, BDL, 23.11, 23.11, 23.11, 23.11, -0.79, -3.33, 277, 30.95, 20.2, 0.2, 0.87, 14.26, -2.07, NYSE American
Chase, CCF, 110.6, 111.0, 108.15, 108.15, -3.8, -3.39, 21588, 129.55, 83.35, 0.8, 0.74, 25.51, -10.25, NYSE American
CRH Medical, CRHM, 2.9, 2.94, 2.75, 2.8, -0.1, -3.45, 101109, 9.25, 1.46, 0.0, 0.0, 31.11, 5.66, NYSE American
Nobilis Health, HLTH, 1.45, 1.5, 1.4, 1.4, -0.05, -3.45, 310554, 2.25, 1.1, 0.0, 0.0, 11.67, 3.7, NYSE American
NexGen Energy, NXE, 2.28, 2.29, 2.2, 2.23, -0.08, -3.46, 212157, 3.4, 1.82, 0.0, 0.0, 0.0, -12.89, NYSE American
Northern Oil&Gas, NOG, 2.25, 2.25, 2.13, 2.21, -0.08, -3.49, 2489624, 3.55, 0.63, 0.0, 0.0, 73.67, 7.8, NYSE American
LiqTech International, LIQT, 0.4, 0.46, 0.4, 0.41, -0.02, -3.53, 128363, 0.59, 0.25, 0.0, 0.0, 0.0, -26.96, NYSE American
Avino Silver&Gold Mines, ASM, 1.39, 1.4, 1.32, 1.34, -0.05, -3.6, 175593, 2.13, 1.14, 0.0, 0.0, 38.29, 0.0, NYSE American
UQM Technologies, UQM, 1.36, 1.36, 1.29, 1.32, -0.05, -3.65, 257737, 1.79, 0.42, 0.0, 0.0, 0.0, -5.04, NYSE American
Intelligent Systems, INS, 4.61, 4.76, 4.61, 4.76, -0.19, -3.74, 2976, 5.15, 3.3, 0.0, 0.0, 39.4, 4.39, NYSE American
Palatin Technologies, PTN, 0.96, 0.96, 0.91, 0.94, -0.04, -3.8, 1285035, 1.05, 0.29, 0.0, 0.0, 23.39, 8.93, NYSE American
Silvercorp Metals, SVM, 2.58, 2.59, 2.49, 2.53, -0.1, -3.8, 388076, 4.5, 2.12, 0.02, 0.79, 8.72, -3.44, NYSE American
Myomo, MYO, 4.4, 4.42, 4.05, 4.29, -0.17, -3.81, 762677, 23.2, 2.07, 0.0, 0.0, 0.0, 14.4, NYSE American
Gran Tierra Energy, GTE, 2.81, 2.82, 2.72, 2.75, -0.11, -3.85, 1447418, 3.0, 1.93, 0.0, 0.0, 0.0, 1.85, NYSE American
