Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg, Exchange
Avenue Therapeutics,ATXI,3.75,4.01,3.72,3.78,-0.24,-5.97,12392,8.58,3.40,...,...,...,4.42,NASDAQ Capital
Avid Bioservices,CDMO,3.78,3.89,3.66,3.68,-0.23,-5.88,190737,5.78,1.98,...,...,... dd,-5.15,NASDAQ Capital
Aviragen Therapeutics,AVIR,0.64,0.69,0.64,0.66,0.01,1.54,306533,1.43,0.43,...,...,... dd,16.55,NASDAQ Capital
Avista Healthcare Public Acquisition Cl A,AHPA,9.95,9.99,9.90,9.90,...,...,10600,10.18,9.28,...,...,...,-0.20,NASDAQ Capital
AxoGen,AXGN,27.30,27.65,26.55,27.25,-0.05,-0.18,265085,31.70,8.75,...,...,... dd,-3.71,NASDAQ Capital
Aytu BioScience,AYTU,3.36,3.89,3.11,3.79,0.36,10.49,280187,6.82,0.17,...,...,... dd,69.96,NASDAQ Capital
AzurRx BioPharma,AZRX,3.45,3.77,3.40,3.50,0.02,0.57,58786,5.25,2.40,...,...,... dd,-3.77,NASDAQ Capital
Bancorp 34,BCTF,14.85,15.10,14.85,15.10,0.12,0.80,1221,15.29,12.50,...,...,9.95,2.37,NASDAQ Capital
Bank of Marin Bancorp,BMRC,71.35,71.45,70.35,70.90,-0.80,-1.12,16699,77.90,59.05,1.16,1.64,21.23,4.26,NASDAQ Capital
Bank of South Carolina,BKSC,19.06,19.06,19.00,19.00,-0.20,-1.04,2313,22.00,17.35,0.60,3.16,18.10,-1.60,NASDAQ Capital
Bank of the James Financial Group,BOTJ,14.89,15.03,14.86,15.03,-0.13,-0.89,1450,18.50,13.87,0.24,1.60,23.12,0.64,NASDAQ Capital
Barington/Hilco Acquisition Rt,BHACR,0.20,0.25,0.18,0.24,-0.01,-4.00,23700,0.47,0.11,...,...,...,50.00,NASDAQ Capital
Barington/Hilco Acquisition WT,BHACW,0.23,0.24,0.21,0.24,-0.01,-3.23,5902,0.26,0.03,...,...,...,242.86,NASDAQ Capital
Bay Bancorp,BYBK,12.40,12.50,12.40,12.45,0.05,0.40,6667,12.54,6.75,...,...,26.49,1.84,NASDAQ Capital
Benitec Biopharma ADR,BNTC,3.98,3.98,3.71,3.76,-0.20,-5.05,112355,5.48,1.55,...,...,... dd,27.03,NASDAQ Capital
BeyondSpring,BYSI,24.00,27.56,24.00,25.00,1.59,6.79,5494,48.49,16.55,...,...,... dd,-14.03,NASDAQ Capital
Big Rock Partners Acquisition Rt,BRPAR,0.41,0.44,0.41,0.42,0.02,5.00,16400,0.74,0.29,...,...,...,13.51,NASDAQ Capital
Big Rock Partners Acquisition WT,BRPAW,0.39,0.39,0.39,0.39,...,1.26,5500,0.44,0.30,...,...,...,-3.55,NASDAQ Capital
Bioanalytical Systems,BASI,2.10,2.29,2.10,2.20,0.03,1.38,26402,2.95,0.69,...,...,19.64,-10.20,NASDAQ Capital
Bioblast Pharma,ORPN,2.63,5.99,2.63,2.67,0.05,1.72,7188799,7.75,1.49,...,...,... dd,16.80,NASDAQ Capital
Biocept,BIOC,0.72,0.72,0.68,0.70,-0.01,-1.53,385819,2.76,0.60,...,...,... dd,0.49,NASDAQ Capital
BioDelivery Sciences International,BDSI,2.65,2.67,2.50,2.60,...,...,751038,3.60,1.55,...,...,26.00,-11.86,NASDAQ Capital
BIO-key International,BKYI,2.16,2.16,1.90,1.96,-0.12,-5.77,22932,3.67,1.20,...,...,... dd,10.73,NASDAQ Capital
Biolase,BIOL,0.52,0.53,0.50,0.53,0.01,0.96,440466,1.84,0.28,...,...,... dd,23.12,NASDAQ Capital
BioLife Solutions,BLFS,5.60,5.66,5.55,5.63,0.03,0.54,26145,7.53,1.69,...,...,... dd,-6.17,NASDAQ Capital
BioLine RX ADR,BLRX,1.11,1.14,1.04,1.06,-0.02,-1.85,1489056,1.38,0.80,...,...,... dd,-2.75,NASDAQ Capital
Biomerica,BMRA,4.52,4.58,4.35,4.37,-0.14,-3.10,51700,9.32,1.93,...,...,... dd,16.84,NASDAQ Capital
Biondvax Pharmaceuticals ADR,BVXV,5.87,6.11,5.87,6.00,0.16,2.65,7637,10.75,4.27,...,...,...,11.85,NASDAQ Capital
Bio-Path Holdings,BPTH,0.21,0.22,0.20,0.21,-0.01,-4.50,327802,1.04,0.18,...,...,... dd,3.75,NASDAQ Capital
Biostar Pharmaceuticals,BSPM,2.02,2.20,2.01,2.05,0.05,2.50,99281,3.09,1.18,...,...,5.78,15.81,NASDAQ Capital
Bison Capital Acquisition,BCAC,9.92,9.92,9.86,9.87,0.02,0.20,1375,9.95,9.67,...,...,...,...,NASDAQ Capital
Bison Capital Acquisition Rt,BCACR,0.38,0.38,0.38,0.38,...,0.26,4938,0.38,0.25,...,...,...,0.26,NASDAQ Capital
Bison Capital Acquisition WT,BCACW,0.37,0.37,0.37,0.37,0.07,22.22,350,0.47,0.23,...,...,...,2.22,NASDAQ Capital
Black Ridge Acquisition,BRAC,9.67,9.67,9.67,9.67,...,...,224,9.70,9.52,...,...,...,0.21,NASDAQ Capital
Bonso Electronics International,BNSO,2.98,3.10,2.98,2.99,0.04,1.36,12020,3.31,1.96,...,...,5.64,22.04,NASDAQ Capital
Borqs Technologies,BRQS,6.35,6.55,6.35,6.55,0.10,1.55,5869,10.50,4.00,...,...,...,20.18,NASDAQ Capital
B.O.S. Better Online Solutions,BOSC,2.15,2.32,2.15,2.23,0.03,1.37,152017,2.97,1.53,...,...,10.14,1.84,NASDAQ Capital
Boston Omaha,BOMN,22.56,23.00,21.80,21.81,-0.75,-3.32,115423,35.49,12.15,...,...,... dd,-32.66,NASDAQ Capital
Boxlight Cl A,BOXL,5.76,5.80,5.50,5.50,-0.53,-8.73,1774,9.17,5.01,...,...,... dd,-4.98,NASDAQ Capital
Brainstorm Cell Therapeutics,BCLI,3.46,3.52,3.33,3.40,-0.06,-1.73,48752,5.18,2.57,...,...,... dd,-13.27,NASDAQ Capital
Bridgeline Digital,BLIN,2.50,2.58,2.49,2.57,0.01,0.41,48315,5.10,1.86,...,...,...,5.87,NASDAQ Capital
Broadvision,BVSN,3.38,3.45,3.30,3.35,-0.11,-3.04,14648,5.95,2.65,...,...,... dd,-7.08,NASDAQ Capital
Broadway Financial,BYFC,2.49,2.49,2.42,2.47,...,...,2084,2.67,1.47,...,...,14.53,4.66,NASDAQ Capital
Broadwind Energy,BWEN,2.87,2.89,2.75,2.85,0.03,1.06,34974,9.80,2.34,...,...,11.88,4.78,NASDAQ Capital
BSB Bancorp,BLMT,30.65,30.75,30.15,30.75,0.15,0.49,4785,32.15,26.65,...,...,18.30,5.13,NASDAQ Capital
Caladrius Biosciences,CLBS,4.17,4.26,4.13,4.19,0.03,0.72,22289,7.79,2.63,...,...,1.98,19.37,NASDAQ Capital
Cambium Learning Group,ABCD,6.92,7.17,6.78,7.10,0.23,3.35,110691,7.30,4.55,...,...,19.72,25.00,NASDAQ Capital
Cambridge Bancorp,CATC,77.39,77.91,76.90,77.25,0.25,0.32,3518,87.15,70.00,1.88,2.43,17.26,-3.20,NASDAQ Capital
Cancer Genetics,CGIX,2.05,2.15,1.95,2.00,-0.05,-2.44,316675,5.30,1.65,...,...,... dd,8.11,NASDAQ Capital
Capricor Therapeutics,CAPR,1.70,1.74,1.62,1.70,...,...,133378,4.25,0.63,...,...,... dd,7.59,NASDAQ Capital
Capstone Turbine,CPST,0.80,0.81,0.78,0.80,...,...,604958,1.35,0.58,...,...,... dd,3.90,NASDAQ Capital
Cardiome Pharma,CRME,1.55,1.60,1.53,1.55,-0.00,-0.26,66906,4.84,1.29,...,...,... dd,-0.26,NASDAQ Capital
Carolina Financial,CARO,38.30,38.86,37.91,38.40,0.17,0.44,132000,39.59,27.30,0.20,0.52,20.98,3.36,NASDAQ Capital
Carolina Trust BancShares,CART,9.18,9.85,9.18,9.70,0.10,1.04,8660,12.00,6.61,...,...,44.09,1.57,NASDAQ Capital
Carver Bancorp,CARV,2.90,2.90,2.73,2.90,0.07,2.47,7665,7.95,2.01,...,...,... dd,-0.28,NASDAQ Capital
CASI Pharmaceuticals,CASI,3.78,3.87,3.55,3.85,0.06,1.58,306430,4.84,0.91,...,...,... dd,18.46,NASDAQ Capital
CAS Medical Systems,CASM,0.95,1.11,0.95,1.07,0.02,2.24,34301,1.74,0.59,...,...,... dd,39.43,NASDAQ Capital
Catalyst Biosciences,CBIO,14.15,17.21,13.75,17.15,2.97,20.94,486591,18.88,3.11,...,...,... dd,25.73,NASDAQ Capital
Catalyst Pharmaceuticals,CPRX,3.82,3.91,3.79,3.82,0.01,0.26,273402,4.51,1.03,...,...,... dd,-2.30,NASDAQ Capital
Catasys,CATS,4.62,4.80,4.58,4.67,0.01,0.21,33148,14.00,3.30,...,...,... dd,24.53,NASDAQ Capital
Celcuity,CELC,19.25,19.75,19.09,19.51,0.33,1.72,18575,22.73,11.10,...,...,...,2.96,NASDAQ Capital
Cellectar Biosciences,CLRB,1.17,1.18,1.14,1.14,-0.03,-2.56,105858,3.07,1.06,...,...,...,-16.79,NASDAQ Capital
Cellectar Biosciences WT Series A,CLRBZ,0.49,0.49,0.49,0.49,...,0.45,7300,1.00,0.29,...,...,...,-1.56,NASDAQ Capital
Cellect Biotechnology ADR,APOP,8.88,8.88,8.53,8.78,-0.10,-1.13,29490,13.50,2.94,...,...,...,25.43,NASDAQ Capital
Cellect Biotechnology WT,APOPW,2.50,3.00,2.41,2.41,-0.00,-0.16,2000,4.80,0.38,...,...,...,14.04,NASDAQ Capital
Celsion,CLSN,2.69,2.69,2.60,2.64,-0.01,-0.38,266430,7.70,1.24,...,...,... dd,-1.49,NASDAQ Capital
Celsius Holdings,CELH,5.26,5.74,5.26,5.47,0.02,0.37,73297,7.00,3.03,...,...,... dd,4.19,NASDAQ Capital
Cemtrex,CETX,2.64,3.10,2.64,2.88,0.26,9.92,509836,7.50,2.38,...,...,8.47,13.01,NASDAQ Capital
Centennial Resource Development,CDEV,20.03,20.74,19.74,20.44,0.52,2.61,1509417,22.11,14.10,...,...,146.00,3.23,NASDAQ Capital
Central Federal,CFBK,2.67,2.67,2.60,2.61,-0.01,-0.53,5018,3.64,1.68,...,...,37.23,-5.23,NASDAQ Capital
Central Valley Community Bancorp,CVCY,20.61,20.94,20.34,20.91,0.46,2.25,30490,23.94,17.62,0.24,1.15,15.84,3.62,NASDAQ Capital
Century Casinos,CNTY,9.49,9.70,9.37,9.65,0.19,2.01,66524,9.85,6.28,...,...,16.12,5.70,NASDAQ Capital
Cerecor,CERC,2.59,2.73,2.50,2.66,0.06,2.31,219373,4.25,0.34,...,...,266.00,-16.88,NASDAQ Capital
Cerecor WT Cl A,CERCW,0.17,0.24,0.16,0.22,0.08,57.14,36884,0.60,0.01,...,...,...,-26.67,NASDAQ Capital
Cesca Therapeutics,KOOL,3.07,3.07,3.00,3.03,-0.06,-1.94,43700,6.44,2.62,...,...,...,1.00,NASDAQ Capital
Champions Oncology,CSBR,4.14,4.23,3.97,3.97,-0.17,-4.11,24890,4.79,2.19,...,...,... dd,2.32,NASDAQ Capital
Chanticleer Holdings,BURG,3.00,3.18,2.96,3.14,0.08,2.61,37270,6.89,1.81,...,...,... dd,19.40,NASDAQ Capital
Charles&Colvard,CTHR,1.33,1.40,1.33,1.35,0.02,1.50,36672,1.55,0.80,...,...,... dd,...,NASDAQ Capital
Charter Financial,CHFN,18.12,18.48,17.90,18.35,0.24,1.33,20972,21.11,15.81,0.30,1.63,19.32,4.62,NASDAQ Capital
Check-Cap,CHEK,0.95,0.97,0.87,0.90,-0.01,-1.14,266823,2.54,0.80,...,...,... dd,3.43,NASDAQ Capital
Check-Cap WT,CHEKW,0.39,0.39,0.29,0.29,-0.10,-24.87,200,1.61,0.15,...,...,...,62.78,NASDAQ Capital
Checkpoint Therapeutics,CKPT,3.86,4.03,3.78,3.82,-0.09,-2.30,37018,15.00,3.20,...,...,... dd,-1.55,NASDAQ Capital
Chembio Diagnostics,CEMI,8.74,8.77,8.60,8.75,...,...,10280,9.20,5.05,...,...,... dd,6.71,NASDAQ Capital
CHF Solutions,CHFS,3.56,3.86,3.46,3.55,0.04,1.14,389664,181.60,2.87,...,...,... dd,2.60,NASDAQ Capital
China Advanced Construction Materials Group,CADC,4.15,4.34,4.10,4.26,0.01,0.33,31892,9.75,1.55,...,...,... dd,-0.84,NASDAQ Capital
China Auto Logistics,CALI,3.90,4.13,3.90,3.97,-0.14,-3.41,34046,4.69,1.30,...,...,... dd,24.06,NASDAQ Capital
China Automotive Systems,CAAS,4.90,4.97,4.78,4.78,-0.13,-2.65,57593,5.90,4.30,...,...,5.97,-0.42,NASDAQ Capital
China Ceramics,CCCL,2.26,2.40,2.18,2.20,-0.07,-3.04,53804,4.28,1.25,...,...,... dd,-7.95,NASDAQ Capital
China Commercial Credit,CCCR,1.63,1.84,1.62,1.65,0.02,1.23,241770,4.00,0.89,...,...,... dd,19.57,NASDAQ Capital
China Customer Relations Centers,CCRC,20.60,20.92,20.36,20.82,0.34,1.66,177294,21.10,11.59,...,...,49.57,22.11,NASDAQ Capital
China Information Technology,CNIT,2.74,2.86,2.62,2.79,0.10,3.72,776384,5.20,0.57,...,...,... dd,88.51,NASDAQ Capital
China Jo-Jo Drugstores,CJJD,1.45,1.47,1.44,1.47,0.04,2.80,11578,2.18,1.17,...,...,... dd,18.55,NASDAQ Capital
China Lending,CLDC,2.82,2.82,2.50,2.58,-0.25,-8.83,32702,8.30,2.00,...,...,... dd,-17.04,NASDAQ Capital
China Natural Resources,CHNR,3.25,3.55,3.14,3.20,-0.01,-0.31,11913,4.23,1.88,...,...,... dd,19.85,NASDAQ Capital
ChinaNet Online Holdings,CNET,4.15,4.22,3.60,3.98,-0.30,-7.01,2079704,11.90,0.90,...,...,... dd,265.14,NASDAQ Capital
China Recycling Energy,CREG,3.05,3.14,2.96,3.00,-0.04,-1.32,247442,9.39,0.95,...,...,... dd,7.14,NASDAQ Capital
ChromaDex,CDXC,5.86,5.97,5.66,5.68,-0.17,-2.91,353416,7.24,2.26,...,...,... dd,-3.40,NASDAQ Capital
Citius Pharmaceuticals,CTXR,3.75,4.29,3.75,4.09,0.25,6.51,87582,14.63,2.56,...,...,... dd,7.63,NASDAQ Capital
Citius Pharmaceuticals WT,CTXRW,0.75,0.75,0.71,0.71,-0.00,-0.01,1145,1.25,0.21,...,...,...,18.33,NASDAQ Capital
Citizens&Northern,CZNC,25.00,25.39,24.55,25.28,0.49,1.98,14877,26.75,22.00,1.04,4.11,19.60,5.33,NASDAQ Capital
Civista Bancshares,CIVB,22.21,22.66,22.13,22.54,0.41,1.85,18774,23.76,18.59,0.28,1.24,17.21,2.45,NASDAQ Capital
Clean Diesel Technologies,CDTI,1.50,1.50,1.41,1.45,-0.02,-1.36,262680,3.72,1.26,...,...,... dd,-7.64,NASDAQ Capital
ClearOne,CLRO,8.30,8.30,7.95,8.10,-0.25,-2.99,3611,12.60,6.70,0.28,3.46,... dd,-9.50,NASDAQ Capital
ClearSign Combustion,CLIR,2.55,2.55,2.30,2.30,-0.20,-8.00,289254,4.70,1.75,...,...,... dd,-36.11,NASDAQ Capital
ClearSign Combustion WT,CLIRW,0.65,0.65,0.65,0.65,-0.08,-10.49,1600,5.00,0.48,...,...,...,-35.46,NASDAQ Capital
Cleveland BioLabs,CBLI,3.90,3.96,3.73,3.79,-0.09,-2.32,9279,5.55,1.35,...,...,... dd,-5.48,NASDAQ Capital
CM Seven Star Acquisition,CMSS,9.67,9.67,9.65,9.65,...,...,30550,9.68,9.59,...,...,...,...,NASDAQ Capital
CM Seven Star Acquisition Un,CMSSU,9.96,10.00,9.95,10.00,-0.03,-0.30,265000,10.07,9.93,...,...,...,0.40,NASDAQ Capital
CM Seven Star Acquisition WT,CMSSW,0.25,0.25,0.24,0.24,-0.00,-0.08,110800,0.31,0.24,...,...,...,-17.24,NASDAQ Capital
Coastway Bancorp,CWAY,21.90,21.90,21.80,21.80,-0.20,-0.91,3684,22.00,15.95,...,...,29.31,2.83,NASDAQ Capital
Coda Octopus Group,CODA,4.68,4.70,4.28,4.67,0.02,0.43,29953,7.00,3.80,...,...,7.24,-2.14,NASDAQ Capital
Co-Diagnostics,CODX,3.02,3.05,2.91,2.93,-0.06,-2.01,7452,6.85,2.35,...,...,...,10.98,NASDAQ Capital
Coffee Holding,JVA,4.38,4.44,4.37,4.44,0.05,1.21,844,5.09,3.76,...,...,44.30,4.38,NASDAQ Capital
Cogentix Medical,CGNT,2.89,2.91,2.80,2.82,-0.08,-2.76,87106,3.34,1.55,...,...,... dd,-10.48,NASDAQ Capital
Cohbar,CWBR,5.65,6.00,5.65,6.00,0.35,6.29,71495,6.60,4.80,...,...,... dd,20.72,NASDAQ Capital
Community Bankers Trust,ESXB,8.15,8.25,8.15,8.25,0.05,0.61,24269,9.35,6.95,...,...,17.55,1.23,NASDAQ Capital
Community Financial,TCFC,36.67,36.67,36.50,36.65,0.37,1.02,1303,40.69,28.58,0.40,1.09,17.45,-4.31,NASDAQ Capital
Community First Bancshares,CFBI,11.39,11.44,11.35,11.37,-0.02,-0.13,37914,15.00,11.28,...,...,62.77,-1.94,NASDAQ Capital
Comstock Holding Cl A,CHCI,1.65,1.89,1.65,1.70,0.02,1.46,118276,3.90,1.20,...,...,... dd,...,NASDAQ Capital
Constellation Alpha Capital Rt,CNACR,0.48,0.48,0.44,0.44,...,0.16,504,0.48,0.25,...,...,...,41.90,NASDAQ Capital
Constellation Alpha Capital Un,CNACU,10.10,10.33,10.05,10.33,-0.02,-0.20,1755,10.50,8.22,...,...,...,1.47,NASDAQ Capital
ContraFect,CFRX,1.14,1.18,1.12,1.12,-0.03,-2.61,106644,2.50,0.80,...,...,... dd,10.89,NASDAQ Capital
ContraVir Pharmaceuticals,CTRV,0.33,0.33,0.30,0.31,-0.02,-6.03,429196,1.96,0.30,...,...,... dd,-13.86,NASDAQ Capital
Corbus Pharmaceuticals Holdings,CRBP,7.90,8.20,7.85,8.20,0.30,3.80,415893,10.50,5.30,...,...,... dd,15.49,NASDAQ Capital
Corcept Therapeutics,CORT,21.40,22.45,20.36,22.19,0.88,4.13,4500539,22.45,6.70,...,...,76.52,22.87,NASDAQ Capital
