Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
Twin Disc, TWIN, 29.12, 31.25, 29.0, 31.03, 1.46, 4.94, 54064, 31.95, 14.81, 0.36, 1.16, 0.0, 16.79, NASDAQ Global
Geron, GERN, 2.4, 2.69, 2.33, 2.51, 0.11, 4.58, 4702698, 3.15, 1.74, 0.0, 0.0, 0.0, 39.44, NASDAQ Global
Charter Communications, CHTR, 380.0, 396.64, 375.5, 387.5, 16.32, 4.4, 3962400, 408.83, 308.3, 0.0, 0.0, 131.36, 15.34, NASDAQ Global
Regulus Therapeutics, RGLS, 1.2, 1.27, 1.17, 1.25, 0.05, 4.17, 539454, 1.95, 0.79, 0.0, 0.0, 0.0, 20.19, NASDAQ Global
LPL Financial Holdings, LPLA, 63.27, 64.71, 62.66, 63.1, 2.5, 4.13, 2817687, 64.71, 37.38, 1.0, 1.58, 26.85, 10.43, NASDAQ Global
Patriot Transportation Holding, PATI, 19.6, 20.38, 19.6, 20.33, 0.78, 3.99, 5051, 25.27, 16.72, 0.0, 0.0, 14.84, 16.97, NASDAQ Global
Burcon NutraScience, BUR, 0.47, 0.51, 0.46, 0.49, 0.02, 3.98, 601661, 1.86, 0.4, 0.0, 0.0, 0.0, -6.6, NASDAQ Global
Akcea Therapeutics, AKCA, 21.8, 23.85, 21.79, 22.7, 0.85, 3.89, 275520, 31.23, 8.1, 0.0, 0.0, 0.0, 30.76, NASDAQ Global
Aevi Genomic Medicine, GNMX, 2.09, 2.25, 2.08, 2.16, 0.08, 3.85, 406381, 6.18, 0.98, 0.0, 0.0, 0.0, 80.0, NASDAQ Global
Liquidity Services, LQDT, 6.5, 6.8, 6.15, 6.75, 0.25, 3.85, 303442, 9.95, 4.33, 0.0, 0.0, 0.0, 39.18, NASDAQ Global
Signature Bank WT, SBNYW, 128.0, 128.0, 128.0, 128.0, 4.58, 3.71, 200, 143.83, 93.85, 0.0, 0.0, 0.0, 18.51, NASDAQ Global
IntriCon, IIN, 17.2, 18.9, 17.0, 18.2, 0.65, 3.7, 110208, 24.0, 6.05, 0.0, 0.0, 0.0, -8.08, NASDAQ Global
TiVo, TIVO, 14.05, 14.55, 13.8, 14.35, 0.5, 3.61, 1951843, 21.75, 13.6, 0.72, 5.02, 0.0, -8.01, NASDAQ Global
Casa Systems, CASA, 20.25, 20.61, 19.13, 20.61, 0.71, 3.57, 474944, 21.29, 13.25, 0.0, 0.0, 363.49, 16.05, NASDAQ Global
Immunogen, IMGN, 9.35, 10.04, 9.18, 9.76, 0.33, 3.5, 4419150, 10.04, 2.28, 0.0, 0.0, 0.0, 52.26, NASDAQ Global
Liberty Global Cl A, LBTYA, 36.46, 39.73, 36.35, 38.49, 1.3, 3.5, 9744932, 39.73, 28.17, 0.0, 0.0, 118.18, 7.39, NASDAQ Global
Presbia, LENS, 3.12, 3.29, 3.08, 3.29, 0.11, 3.46, 2584, 7.14, 1.86, 0.0, 0.0, 0.0, -12.96, NASDAQ Global
Restoration Robotics, HAIR, 5.09, 5.34, 4.98, 5.24, 0.17, 3.35, 33034, 11.95, 3.8, 0.0, 0.0, 0.0, 13.91, NASDAQ Global
Sears Holdings WT, SHLDW, 0.3, 0.3, 0.25, 0.26, 0.01, 3.17, 2021, 3.6, 0.23, 0.0, 0.0, 0.0, -25.71, NASDAQ Global
Estre Ambiental, ESTR, 9.05, 9.5, 9.05, 9.48, 0.29, 3.16, 10834, 11.01, 8.39, 0.0, 0.0, 0.0, 9.72, NASDAQ Global
InVivo Therapeutics Holdings, NVIV, 0.52, 0.54, 0.51, 0.53, 0.02, 3.05, 179388, 4.75, 0.51, 0.0, 0.0, 0.0, -31.21, NASDAQ Global
QAD Cl B, QADB, 33.95, 33.99, 33.7, 33.99, 0.99, 3.0, 1260, 34.0, 21.38, 0.24, 0.71, 0.0, 10.04, NASDAQ Global
Digi International, DGII, 10.35, 10.85, 10.25, 10.7, 0.3, 2.88, 180188, 13.35, 8.5, 0.0, 0.0, 118.89, 12.04, NASDAQ Global
Amazon.com, AMZN, 1477.39, 1498.0, 1414.0, 1429.95, 39.95, 2.87, 10925877, 1498.0, 803.0, 0.0, 0.0, 362.93, 22.27, NASDAQ Global
iPass, IPAS, 0.52, 0.55, 0.51, 0.54, 0.01, 2.83, 400745, 1.61, 0.44, 0.0, 0.0, 0.0, 2.9, NASDAQ Global
Communications Systems, JCS, 3.55, 3.84, 3.45, 3.68, 0.1, 2.8, 114691, 5.1, 3.18, 0.16, 4.35, 0.0, 3.37, NASDAQ Global
Liberty Interactive Ventures Series A, LVNTA, 58.48, 62.12, 58.48, 60.27, 1.62, 2.76, 918055, 62.41, 42.3, 0.0, 0.0, 25.15, 11.12, NASDAQ Global
Himax Technologies ADR, HIMX, 8.34, 8.79, 8.34, 8.6, 0.23, 2.75, 4218978, 13.95, 4.88, 0.24, 2.79, 166.02, -17.47, NASDAQ Global
Arotech, ARTX, 3.75, 3.8, 3.65, 3.8, 0.1, 2.7, 187541, 4.35, 2.8, 0.0, 0.0, 0.0, 7.04, NASDAQ Global
Aquinox Pharmaceuticals, AQXP, 12.97, 13.4, 12.81, 13.38, 0.35, 2.69, 250421, 19.97, 10.02, 0.0, 0.0, 0.0, 13.78, NASDAQ Global
Liberty Global Cl C, LBTYK, 35.63, 37.86, 35.02, 36.7, 0.95, 2.66, 11249927, 37.86, 27.36, 0.0, 0.0, 112.68, 8.45, NASDAQ Global
Mesa Laboratories, MLAB, 146.04, 155.0, 141.94, 152.86, 3.96, 2.66, 36978, 169.81, 117.58, 0.64, 0.42, 55.18, 22.98, NASDAQ Global
Kentucky First Federal Bancorp, KFFB, 9.0, 9.0, 8.97, 8.97, 0.22, 2.57, 2001, 10.15, 8.3, 0.4, 4.46, 84.83, 0.28, NASDAQ Global
Carrols Restaurant Group, TAST, 12.45, 12.85, 12.26, 12.65, 0.3, 2.43, 304810, 17.55, 9.9, 0.0, 0.0, 18.42, 4.12, NASDAQ Global
Epizyme, EPZM, 16.4, 17.35, 16.27, 16.85, 0.4, 2.43, 363940, 20.45, 9.3, 0.0, 0.0, 0.0, 34.26, NASDAQ Global
Liberty Broadband Cl A, LBRDA, 94.18, 98.53, 94.18, 96.16, 2.26, 2.41, 292577, 104.35, 80.39, 0.0, 0.0, 565.65, 13.06, NASDAQ Global
Bottomline Technologies, EPAY, 38.91, 39.5, 36.25, 37.56, 0.87, 2.37, 1005971, 39.5, 21.52, 0.0, 0.0, 0.0, 8.3, NASDAQ Global
Hemisphere Media Group Cl A, HMTV, 10.6, 10.85, 10.5, 10.8, 0.25, 2.37, 50728, 13.2, 10.5, 0.0, 0.0, 29.96, -6.49, NASDAQ Global
Gaming Partners International, GPIC, 9.99, 9.99, 9.99, 9.99, 0.23, 2.36, 355, 12.5, 9.13, 0.0, 0.0, 20.39, -11.12, NASDAQ Global
Tremont Mortgage Trust, TRMT, 14.64, 15.43, 14.62, 15.43, 0.35, 2.32, 3560, 17.94, 14.23, 0.0, 0.0, 0.0, 5.04, NASDAQ Global
Kimball International Cl B, KBAL, 17.57, 18.15, 17.3, 17.96, 0.4, 2.28, 199401, 20.96, 15.4, 0.28, 1.56, 18.71, -3.8, NASDAQ Global
Misonix, MSON, 9.1, 9.25, 8.95, 9.2, 0.2, 2.22, 2734, 12.0, 7.05, 0.0, 0.0, 0.0, -2.65, NASDAQ Global
Nova Lifestyle, NVFY, 2.24, 2.34, 2.2, 2.32, 0.05, 2.2, 145212, 3.1, 1.06, 0.0, 0.0, 10.97, -3.33, NASDAQ Global
ARK Restaurants, ARKR, 26.2, 26.45, 25.75, 26.0, 0.55, 2.18, 895, 29.49, 21.75, 1.0, 3.85, 22.81, -3.81, NASDAQ Global
General Communication Cl A, GNCMA, 41.83, 44.11, 41.83, 42.94, 0.91, 2.17, 161072, 44.11, 17.5, 0.0, 0.0, 0.0, 10.05, NASDAQ Global
AgroFresh Solutions WT, AGFSW, 0.47, 0.48, 0.47, 0.48, 0.01, 2.13, 1400, 1.25, 0.11, 0.0, 0.0, 0.0, 17.07, NASDAQ Global
Liberty Global Cl B, LBTYB, 39.0, 39.0, 39.0, 39.0, 0.8, 2.09, 1112, 39.0, 29.05, 0.0, 0.0, 119.74, 9.7, NASDAQ Global
Randolph Bancorp, RNDB, 15.73, 15.97, 15.61, 15.97, 0.32, 2.04, 8485, 16.49, 13.36, 0.0, 0.0, 0.0, 4.01, NASDAQ Global
Trade Desk Cl A, TTD, 45.97, 47.37, 45.22, 46.76, 0.93, 2.03, 1697403, 67.3, 28.11, 0.0, 0.0, 46.3, 2.25, NASDAQ Global
Global Blood Therapeutics, GBT, 58.7, 62.7, 58.25, 60.8, 1.2, 2.01, 860429, 64.5, 15.75, 0.0, 0.0, 0.0, 54.51, NASDAQ Global
Northrim BanCorp, NRIM, 32.7, 33.45, 32.6, 33.45, 0.65, 1.98, 10090, 38.15, 26.31, 0.88, 2.63, 17.79, -1.18, NASDAQ Global
Liberty Broadband Cl C, LBRDK, 95.12, 99.68, 95.12, 96.9, 1.86, 1.96, 867120, 104.66, 80.41, 0.0, 0.0, 570.0, 13.79, NASDAQ Global
CenterState Bank, CSFL, 27.06, 27.5, 25.55, 27.5, 0.51, 1.89, 7891144, 27.95, 21.77, 0.4, 1.45, 28.35, 6.88, NASDAQ Global
Premier, PINC, 32.25, 33.13, 32.24, 32.91, 0.61, 1.89, 901354, 36.5, 27.16, 0.0, 0.0, 0.0, 12.74, NASDAQ Global
Merrimack Pharmaceuticals, MACK, 10.28, 10.76, 10.16, 10.5, 0.19, 1.84, 200861, 39.9, 10.04, 0.0, 0.0, 0.0, 2.44, NASDAQ Global
ACM Research Cl A, ACMR, 6.01, 6.29, 5.87, 6.11, 0.11, 1.83, 36671, 8.48, 4.74, 0.0, 0.0, 0.0, 16.38, NASDAQ Global
Optical Cable, OCC, 2.45, 2.45, 2.4, 2.4, 0.04, 1.82, 854, 3.7, 2.13, 0.0, 0.0, 0.0, -0.3, NASDAQ Global
Mountain Province Diamonds, MPVD, 2.75, 2.85, 2.7, 2.8, 0.05, 1.81, 144211, 4.9, 2.45, 0.0, 0.0, 21.91, 1.81, NASDAQ Global
Exponent, EXPO, 73.4, 76.7, 71.55, 76.55, 1.35, 1.8, 144076, 78.39, 56.34, 1.04, 1.36, 37.34, 7.67, NASDAQ Global
Selective Insurance Group, SIGI, 58.45, 59.9, 58.35, 59.3, 1.05, 1.8, 198297, 62.4, 38.5, 0.72, 1.21, 19.7, 1.02, NASDAQ Global
Tandy Leather Factory, TLF, 7.45, 7.45, 7.3, 7.35, 0.13, 1.8, 547, 9.05, 7.0, 0.0, 0.0, 14.03, -5.16, NASDAQ Global
ChemoCentryx, CCXI, 9.39, 9.79, 9.21, 9.66, 0.17, 1.79, 191886, 10.79, 5.42, 0.0, 0.0, 0.0, 62.35, NASDAQ Global
Esperion Therapeutics, ESPR, 68.27, 71.0, 66.54, 70.46, 1.24, 1.79, 679384, 82.18, 13.41, 0.0, 0.0, 0.0, 7.02, NASDAQ Global
Consumer Portfolio Services, CPSS, 4.51, 4.69, 4.51, 4.59, 0.08, 1.77, 29449, 5.69, 3.66, 0.0, 0.0, 6.04, 10.6, NASDAQ Global
Eagle Bancorp Montana, EBMT, 20.85, 20.85, 20.55, 20.55, 0.35, 1.73, 986, 21.95, 17.35, 0.36, 1.75, 19.85, -1.91, NASDAQ Global
resTORbio, TORC, 16.6, 17.25, 16.05, 17.04, 0.29, 1.73, 147217, 20.5, 15.28, 0.0, 0.0, 0.0, 0.95, NASDAQ Global
Accuray, ARAY, 5.8, 6.0, 5.55, 5.9, 0.1, 1.72, 2014661, 6.15, 3.6, 0.0, 0.0, 0.0, 37.21, NASDAQ Global
Ever-Glory International Group, EVK, 2.6, 2.7, 2.6, 2.69, 0.04, 1.7, 13985, 3.0, 1.96, 0.0, 0.0, 3.85, 14.68, NASDAQ Global
Fidelity D&D Bancorp, FDBC, 48.0, 48.0, 48.0, 48.0, 0.8, 1.69, 588, 52.0, 25.33, 0.96, 2.0, 20.6, 16.22, NASDAQ Global
Advanced Emissions Solutions, ADES, 7.76, 7.94, 7.0, 7.92, 0.13, 1.67, 524393, 12.25, 7.0, 1.0, 12.63, 1.82, -18.01, NASDAQ Global
Quanterix, QTRX, 20.02, 21.35, 20.02, 20.23, 0.33, 1.66, 61940, 24.8, 15.56, 0.0, 0.0, 0.0, -5.78, NASDAQ Global
GlycoMimetics, GLYC, 21.69, 22.74, 21.51, 22.33, 0.36, 1.64, 334348, 25.2, 3.82, 0.0, 0.0, 0.0, 33.0, NASDAQ Global
First Bank, FRBA, 13.7, 14.0, 13.7, 14.0, 0.23, 1.63, 10916, 14.95, 10.6, 0.12, 0.86, 27.45, 1.08, NASDAQ Global
JA Solar Holdings ADR, JASO, 7.48, 7.73, 7.4, 7.66, 0.12, 1.59, 1882430, 8.48, 4.56, 0.0, 0.0, 0.0, 2.68, NASDAQ Global
Xenon Pharmaceuticals, XENE, 3.15, 3.25, 3.1, 3.25, 0.05, 1.56, 42579, 9.95, 2.1, 0.0, 0.0, 0.0, 15.04, NASDAQ Global
Black Box, BBOX, 3.35, 3.4, 3.25, 3.35, 0.05, 1.52, 126018, 11.24, 2.85, 0.48, 14.33, 0.0, -5.63, NASDAQ Global
General Finance, GFN, 6.95, 7.05, 6.92, 7.05, 0.1, 1.44, 35185, 7.35, 4.5, 0.0, 0.0, 0.0, 3.68, NASDAQ Global
Intercept Pharmaceuticals, ICPT, 61.15, 64.74, 61.09, 62.87, 0.85, 1.37, 1006871, 135.59, 51.53, 0.0, 0.0, 0.0, 7.62, NASDAQ Global
Mid Penn Bancorp, MPB, 33.1, 33.1, 33.09, 33.09, 0.45, 1.36, 1425, 37.9, 24.5, 0.6, 1.81, 19.82, -0.02, NASDAQ Global
Affimed, AFMD, 1.85, 1.9, 1.65, 1.88, 0.02, 1.35, 1433378, 2.95, 1.15, 0.0, 0.0, 0.0, 44.23, NASDAQ Global
Roku Cl A, ROKU, 40.57, 42.12, 40.0, 40.46, 0.54, 1.35, 2832656, 58.8, 15.75, 0.0, 0.0, 0.0, -21.86, NASDAQ Global
NuVasive, NUVA, 48.25, 49.2, 48.14, 49.13, 0.63, 1.3, 951829, 81.68, 47.97, 0.0, 0.0, 41.29, -16.0, NASDAQ Global
Craft Brew Alliance, BREW, 19.45, 19.9, 19.35, 19.7, 0.25, 1.29, 101204, 20.1, 12.0, 0.0, 0.0, 209.8, 2.6, NASDAQ Global
Forterra, FRTA, 6.94, 7.32, 6.76, 7.1, 0.09, 1.28, 552572, 20.6, 3.02, 0.0, 0.0, 0.0, -36.04, NASDAQ Global
LSI Industries, LYTS, 7.81, 7.97, 7.71, 7.95, 0.1, 1.27, 96062, 10.68, 4.99, 0.2, 2.52, 0.0, 15.55, NASDAQ Global
CCUR Holdings, CCUR, 5.78, 5.81, 5.7, 5.79, 0.07, 1.22, 25111, 7.1, 4.63, 0.0, 0.0, 1.78, 0.52, NASDAQ Global
Enanta Pharmaceuticals, ENTA, 85.39, 88.85, 85.13, 87.28, 1.04, 1.21, 139440, 88.85, 25.92, 0.0, 0.0, 99.18, 48.74, NASDAQ Global
Bridge Bancorp, BDGE, 33.85, 34.6, 33.83, 34.2, 0.4, 1.18, 28186, 37.95, 29.8, 0.92, 2.69, 32.76, -2.29, NASDAQ Global
DAVIDsTEA, DTEA, 3.8, 3.9, 3.75, 3.9, 0.04, 1.1, 5637, 7.95, 3.65, 0.0, 0.0, 0.0, 0.0, NASDAQ Global
Trinity Biotech ADR, TRIB, 5.41, 5.58, 5.35, 5.51, 0.06, 1.1, 26477, 6.78, 4.22, 0.22, 3.99, 19.45, 8.04, NASDAQ Global
Independent Bank (Michigan), IBCP, 23.1, 23.7, 22.9, 23.35, 0.25, 1.08, 127879, 24.2, 18.5, 0.6, 2.57, 24.58, 4.47, NASDAQ Global
Red Robin Gourmet Burgers, RRGB, 52.0, 52.8, 51.4, 52.6, 0.55, 1.06, 336269, 74.11, 45.2, 0.0, 0.0, 55.37, -6.74, NASDAQ Global
Ericsson ADR, ERIC, 6.69, 6.79, 6.68, 6.71, 0.07, 1.05, 6959131, 7.47, 5.52, 0.11, 1.66, 0.0, 0.45, NASDAQ Global
McGrath RentCorp, MGRC, 47.3, 49.0, 45.45, 48.29, 0.5, 1.05, 84790, 50.69, 32.09, 1.04, 2.15, 25.42, 2.79, NASDAQ Global
NAPCO Security Technologies, NSSC, 9.4, 9.66, 8.95, 9.6, 0.1, 1.05, 46959, 10.95, 7.4, 0.0, 0.0, 30.0, 9.71, NASDAQ Global
Ophthotech, OPHT, 2.84, 2.93, 2.75, 2.89, 0.03, 1.05, 444652, 4.81, 2.24, 0.0, 0.0, 1.84, -7.37, NASDAQ Global
Nuvectra, NVTR, 8.73, 9.1, 8.73, 8.92, 0.09, 1.02, 127972, 15.0, 5.76, 0.0, 0.0, 0.0, 14.95, NASDAQ Global
Eldorado Resorts, ERI, 34.4, 35.2, 34.0, 35.0, 0.35, 1.01, 648300, 35.3, 15.1, 0.0, 0.0, 0.0, 5.58, NASDAQ Global
Shutterfly, SFLY, 72.32, 74.92, 72.01, 74.51, 0.71, 0.96, 2922507, 74.92, 39.76, 0.0, 0.0, 80.12, 49.77, NASDAQ Global
Landmark Infrastructure Partners, LMRK, 18.5, 18.5, 17.5, 17.75, 0.17, 0.95, 72827, 18.75, 14.2, 1.47, 8.28, 35.38, -1.93, NASDAQ Global
Camden National, CAC, 42.53, 43.44, 42.53, 42.92, 0.4, 0.94, 22816, 47.41, 37.1, 1.0, 2.33, 23.66, 1.88, NASDAQ Global
Iridex, IRIX, 7.51, 7.64, 7.29, 7.52, 0.07, 0.94, 37198, 16.37, 7.22, 0.0, 0.0, 0.0, -1.31, NASDAQ Global
National Security Group, NSEC, 16.45, 16.82, 16.15, 16.15, 0.15, 0.94, 1460, 18.17, 11.53, 0.2, 1.24, 0.0, -1.22, NASDAQ Global
GoPro, GPRO, 5.27, 5.75, 5.13, 5.55, 0.05, 0.91, 8623381, 11.89, 5.04, 0.0, 0.0, 0.0, -26.68, NASDAQ Global
MutualFirst Financial, MFSF, 39.0, 39.15, 38.45, 38.65, 0.35, 0.91, 5910, 40.5, 29.5, 0.72, 1.86, 20.56, 0.26, NASDAQ Global
Innodata, INOD, 1.09, 1.16, 1.06, 1.12, 0.01, 0.9, 33364, 2.4, 0.88, 0.0, 0.0, 0.0, -17.65, NASDAQ Global
Netflix, NFLX, 263.0, 270.62, 262.71, 267.43, 2.36, 0.89, 8946048, 286.81, 138.26, 0.0, 0.0, 213.94, 39.32, NASDAQ Global
American National Insurance, ANAT, 126.44, 128.31, 126.05, 127.99, 1.12, 0.88, 6555, 134.03, 110.43, 3.28, 2.56, 16.51, -0.2, NASDAQ Global
Arena Pharmaceuticals, ARNA, 38.63, 40.81, 37.04, 39.13, 0.34, 0.88, 587832, 41.92, 11.3, 0.0, 0.0, 0.0, 15.19, NASDAQ Global
Rocky Brands, RCKY, 16.8, 17.6, 16.65, 17.15, 0.15, 0.88, 25030, 20.95, 10.25, 0.44, 2.57, 28.11, -9.26, NASDAQ Global
Union Bankshares, UNB, 52.05, 52.5, 51.5, 52.5, 0.45, 0.86, 1842, 55.0, 39.55, 1.2, 2.29, 26.38, -0.85, NASDAQ Global
Insmed, INSM, 26.05, 26.82, 25.78, 26.59, 0.22, 0.83, 939829, 33.94, 11.49, 0.0, 0.0, 0.0, -14.72, NASDAQ Global
TriState Capital Holdings, TSC, 24.5, 24.7, 24.3, 24.45, 0.2, 0.82, 78582, 26.3, 20.3, 0.0, 0.0, 18.52, 6.3, NASDAQ Global
Travelzoo, TZOO, 6.1, 6.35, 6.1, 6.2, 0.05, 0.81, 22821, 11.25, 5.75, 0.0, 0.0, 93.94, -3.88, NASDAQ Global
ProQR Therapeutics, PRQR, 3.15, 3.2, 3.15, 3.17, 0.02, 0.79, 77401, 6.9, 2.75, 0.0, 0.0, 0.0, -1.55, NASDAQ Global
Tactile Systems Technology, TCMD, 31.27, 31.97, 30.93, 31.8, 0.25, 0.79, 159750, 37.88, 14.98, 0.0, 0.0, 102.58, 9.73, NASDAQ Global
Amgen, AMGN, 183.46, 192.6, 183.01, 187.01, 1.45, 0.78, 6971195, 201.23, 152.16, 5.28, 2.82, 16.92, 7.54, NASDAQ Global
Vodafone Group ADR, VOD, 30.71, 31.84, 30.32, 31.05, 0.24, 0.78, 7885449, 32.75, 24.31, 1.2, 3.86, 0.0, -2.66, NASDAQ Global
LGI Homes, LGIH, 67.6, 68.55, 66.36, 68.41, 0.52, 0.77, 364121, 79.55, 26.82, 0.0, 0.0, 15.84, -8.82, NASDAQ Global
Computer Task Group, CTG, 5.3, 5.39, 5.24, 5.35, 0.04, 0.75, 28558, 6.33, 4.54, 0.0, 0.0, 35.06, 4.9, NASDAQ Global
Haynes International, HAYN, 33.96, 38.18, 33.96, 36.79, 0.27, 0.74, 170006, 43.95, 28.97, 0.88, 2.39, 0.0, 14.79, NASDAQ Global
CalAmp, CAMP, 24.61, 24.85, 24.18, 24.76, 0.18, 0.73, 312339, 25.45, 14.79, 0.0, 0.0, 50.53, 15.54, NASDAQ Global
South State, SSB, 89.3, 91.2, 89.0, 90.15, 0.65, 0.73, 266040, 94.5, 78.6, 1.32, 1.46, 30.23, 3.44, NASDAQ Global
Anchor Bancorp, ANCB, 24.98, 24.98, 24.98, 24.98, 0.18, 0.72, 173, 26.95, 23.7, 0.0, 0.0, 62.21, 0.72, NASDAQ Global
Utah Medical Products, UTMD, 89.5, 90.89, 89.1, 90.45, 0.65, 0.72, 10524, 94.0, 58.5, 1.08, 1.19, 24.55, 11.12, NASDAQ Global
Align Technology, ALGN, 251.57, 262.57, 250.86, 257.38, 1.81, 0.71, 1613889, 287.32, 92.61, 0.0, 0.0, 66.11, 15.84, NASDAQ Global
Sussex Bancorp, SBBX, 29.05, 29.2, 28.6, 29.05, 0.2, 0.69, 54014, 29.7, 19.75, 0.24, 0.83, 26.41, 8.19, NASDAQ Global
QAD Cl A, QADA, 44.0, 45.35, 43.75, 44.65, 0.3, 0.68, 70868, 45.35, 26.04, 0.29, 0.65, 0.0, 14.93, NASDAQ Global
Southern Missouri Bancorp, SMBC, 38.4, 38.9, 38.13, 38.64, 0.25, 0.65, 9116, 40.8, 30.3, 0.44, 1.14, 17.72, 2.79, NASDAQ Global
Aimmune Therapeutics, AIMT, 35.6, 36.69, 35.09, 36.18, 0.23, 0.64, 301613, 40.65, 15.97, 0.0, 0.0, 0.0, -4.34, NASDAQ Global
Patriot National Bancorp, PNBK, 17.85, 18.08, 17.85, 17.96, 0.11, 0.64, 18534, 18.3, 14.01, 0.04, 0.22, 15.22, 0.64, NASDAQ Global
Adtran, ADTN, 16.2, 16.5, 16.2, 16.3, 0.1, 0.62, 666112, 25.1, 15.85, 0.36, 2.21, 32.6, -15.76, NASDAQ Global
Nightstar Therapeutics ADR, NITE, 14.17, 14.8, 13.68, 14.7, 0.09, 0.62, 76260, 24.93, 11.99, 0.0, 0.0, 0.0, 12.04, NASDAQ Global
ArQule, ARQL, 1.69, 1.7, 1.61, 1.66, 0.01, 0.61, 172169, 1.98, 0.92, 0.0, 0.0, 0.0, 0.61, NASDAQ Global
WVS Financial, WVFC, 17.13, 17.13, 17.0, 17.0, 0.1, 0.61, 717, 18.05, 14.4, 0.32, 1.88, 17.71, 9.77, NASDAQ Global
