Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg, Exchange
World Acceptance, WRLD, 99.82, 119.23, 99.81, 117.31, 19.63, 20.1, 546990, 119.23, 46.23, 0.0, 0.0, 16.06, 45.33, NASDAQ Global
RAIT Financial Trust, RAS, 0.52, 0.62, 0.51, 0.61, 0.1, 19.4, 2493770, 3.91, 0.28, 0.0, 0.0, 0.0, 62.67, NYSE
Boston Private Financial Holdings Wt, BPFHW, 10.17, 10.17, 10.17, 10.17, 1.63, 19.09, 105, 11.66, 8.18, 0.0, 0.0, 0.0, 5.72, NASDAQ Global
Pulmatrix, PULM, 1.73, 2.17, 1.66, 1.99, 0.31, 18.45, 5252342, 6.98, 1.35, 0.0, 0.0, 0.0, 41.13, NASDAQ Global
Kitov Pharamceuticals Holdings WT, KTOVW, 0.73, 0.85, 0.73, 0.85, 0.13, 18.03, 35390, 1.1, 0.28, 0.0, 0.0, 0.0, 41.65, NASDAQ Capital
Arcadia Biosciences, RKDA, 5.36, 6.44, 5.11, 6.36, 0.95, 17.56, 180272, 23.0, 3.6, 0.0, 0.0, 0.0, 15.64, NASDAQ Capital
Abaxis, ABAX, 65.73, 78.15, 65.73, 75.71, 11.27, 17.49, 966733, 78.15, 43.66, 0.64, 0.85, 70.1, 52.89, NASDAQ Global
PlayAGS, AGS, 17.0, 18.92, 16.66, 18.5, 2.5, 15.63, 5308158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, NYSE
VivoPower International, VVPR, 3.12, 3.12, 2.46, 3.05, 0.39, 14.67, 11113, 5.33, 2.08, 0.0, 0.0, 6.9, 5.17, NASDAQ Capital
CPS Technologies, CPSH, 1.81, 2.18, 1.81, 2.03, 0.26, 14.62, 148294, 2.2, 1.02, 0.0, 0.0, 0.0, 22.29, NASDAQ Capital
Bison Capital Acquisition WT, BCACW, 0.39, 0.4, 0.39, 0.4, 0.05, 14.29, 200, 0.47, 0.23, 0.0, 0.0, 0.0, 11.11, NASDAQ Capital
MediciNova, MNOV, 7.9, 9.0, 7.9, 8.77, 1.09, 14.19, 200873, 9.0, 4.4, 0.0, 0.0, 0.0, 35.55, NASDAQ Global
U.S. Gold, USAU, 2.4, 2.67, 2.3, 2.67, 0.33, 14.1, 1002404, 7.8, 1.05, 0.0, 0.0, 0.0, 63.8, NASDAQ Capital
AbbVie, ABBV, 114.5, 125.86, 113.5, 123.21, 14.91, 13.77, 18756715, 125.86, 59.27, 2.84, 2.31, 29.98, 27.4, NYSE
Restoration Robotics, HAIR, 4.35, 4.94, 4.12, 4.83, 0.57, 13.38, 164062, 11.95, 3.8, 0.0, 0.0, 0.0, 5.0, NASDAQ Global
ClearSign Combustion, CLIR, 2.25, 2.7, 2.25, 2.6, 0.3, 13.04, 284969, 4.7, 1.75, 0.0, 0.0, 0.0, -27.78, NASDAQ Capital
My Size, MYSZ, 2.5, 2.75, 2.38, 2.67, 0.3, 12.66, 10326219, 16.7, 0.57, 0.0, 0.0, 0.0, 312.1, NASDAQ Capital
Social Reality Cl A, SRAX, 5.3, 5.95, 5.3, 5.89, 0.66, 12.62, 1443023, 7.95, 1.11, 0.0, 0.0, 0.0, 4.25, NASDAQ Capital
resTORbio, TORC, 18.62, 20.5, 16.21, 16.88, 1.88, 12.53, 2357903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, NASDAQ Global
Can-Fite Biopharma ADR, CANF, 2.25, 2.58, 2.25, 2.53, 0.28, 12.44, 944230, 2.75, 1.24, 0.0, 0.0, 0.0, 70.93, NYSE American
Delta Technology Holdings, DELT, 1.55, 1.75, 1.53, 1.73, 0.19, 12.34, 866152, 4.7, 0.91, 0.0, 0.0, 0.0, 63.21, NASDAQ Capital
TG Therapeutics, TGTX, 11.2, 12.41, 11.0, 12.35, 1.35, 12.27, 2916289, 15.35, 4.5, 0.0, 0.0, 0.0, 50.61, NASDAQ Capital
Champions Oncology, CSBR, 3.49, 3.88, 3.49, 3.88, 0.42, 12.14, 63526, 4.79, 2.19, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital
Viking Therapeutics, VKTX, 5.05, 5.95, 5.05, 5.63, 0.6, 11.93, 2537945, 5.95, 0.88, 0.0, 0.0, 0.0, 38.67, NASDAQ Global
Eleven Biotherapeutics, EBIO, 0.93, 1.08, 0.9, 1.03, 0.11, 11.86, 2991572, 2.54, 0.62, 0.0, 0.0, 0.0, 27.0, NASDAQ Global
PhaseRx, PZRX, 0.35, 0.47, 0.31, 0.38, 0.04, 11.52, 2710675, 1.95, 0.22, 0.0, 0.0, 0.0, -2.67, NASDAQ Capital
BlueLinx Holdings, BXC, 13.98, 15.59, 13.96, 15.5, 1.59, 11.43, 644614, 15.59, 6.36, 0.0, 0.0, 7.12, 58.81, NYSE
RedHill Biopharma ADR, RDHL, 5.93, 6.85, 5.83, 6.2, 0.63, 11.31, 775693, 11.25, 4.3, 0.0, 0.0, 0.0, 20.62, NASDAQ Capital
Chanticleer Holdings, BURG, 3.47, 4.2, 3.35, 3.72, 0.37, 11.04, 1472295, 6.89, 1.81, 0.0, 0.0, 0.0, 41.45, NASDAQ Capital
Ossen Innovation ADR, OSN, 4.46, 4.99, 4.46, 4.99, 0.49, 10.91, 111216, 4.99, 1.5, 0.0, 0.0, 5.97, 73.26, NASDAQ Capital
Xenon Pharmaceuticals, XENE, 3.0, 3.35, 3.0, 3.35, 0.33, 10.74, 103237, 9.95, 2.1, 0.0, 0.0, 0.0, 18.58, NASDAQ Global
China Jo-Jo Drugstores, CJJD, 1.35, 1.55, 1.28, 1.55, 0.15, 10.71, 119804, 2.18, 1.17, 0.0, 0.0, 0.0, 25.0, NASDAQ Capital
Rocket Pharmaceuticals, RCKT, 15.25, 17.45, 15.23, 16.64, 1.6, 10.64, 579508, 17.45, 3.4, 0.0, 0.0, 0.0, 59.39, NASDAQ Global
Intel, INTC, 48.38, 50.15, 48.12, 50.08, 4.78, 10.55, 80651172, 50.15, 33.23, 1.09, 2.18, 25.29, 8.49, NASDAQ Global
Nortech Systems, NSYS, 3.5, 3.98, 3.5, 3.88, 0.37, 10.54, 119292, 6.24, 3.13, 0.0, 0.0, 97.0, 0.52, NASDAQ Capital
Zymeworks, ZYME, 12.0, 13.19, 11.92, 13.1, 1.22, 10.27, 35156, 14.25, 6.25, 0.0, 0.0, 0.0, 72.53, NYSE
8X8, EGHT, 17.4, 18.5, 17.15, 17.75, 1.65, 10.25, 4163738, 18.5, 13.9, 0.0, 0.0, 0.0, 25.89, NYSE
Energy Fuels WT, UUUU%, 0.61, 0.61, 0.61, 0.61, 0.06, 10.02, 200, 1.5, 0.37, 0.0, 0.0, 0.0, -22.19, NYSE American
Constellation Alpha Capital WT, CNACW, 0.25, 0.28, 0.25, 0.28, 0.03, 10.0, 200, 0.3, 0.2, 0.0, 0.0, 0.0, 25.0, NASDAQ Capital
ChromaDex, CDXC, 5.03, 5.75, 4.96, 5.44, 0.49, 9.9, 3302280, 7.24, 2.26, 0.0, 0.0, 0.0, -7.48, NASDAQ Capital
MiMedx Group, MDXG, 15.66, 17.7, 15.64, 17.21, 1.5, 9.55, 5472216, 17.7, 7.64, 0.0, 0.0, 55.52, 36.48, NASDAQ Capital
Twitter, TWTR, 22.39, 24.35, 22.3, 24.27, 2.11, 9.52, 49203406, 25.85, 14.12, 0.0, 0.0, 0.0, 1.08, NYSE
Rapid7, RPD, 23.76, 25.95, 23.29, 25.01, 2.14, 9.36, 4035174, 25.95, 12.2, 0.0, 0.0, 0.0, 34.03, NASDAQ Global
Gold Standard Ventures, GSV, 1.92, 1.99, 1.85, 1.99, 0.17, 9.34, 2174038, 2.95, 1.25, 0.0, 0.0, 0.0, 13.71, NYSE American
Bison Capital Acquisition Rt, BCACR, 0.41, 0.41, 0.41, 0.41, 0.04, 9.33, 200, 0.41, 0.25, 0.0, 0.0, 0.0, 8.18, NASDAQ Capital
Digital Ally, DGLY, 2.5, 2.5, 2.15, 2.35, 0.2, 9.3, 76686, 6.0, 1.7, 0.0, 0.0, 0.0, -11.32, NASDAQ Capital
Inseego, INSG, 1.85, 2.07, 1.83, 2.03, 0.17, 9.14, 416241, 3.23, 0.87, 0.0, 0.0, 0.0, 26.09, NASDAQ Global
VMware, VMW, 145.21, 165.0, 144.25, 150.0, 12.37, 8.99, 27019124, 165.0, 85.45, 0.0, 0.0, 42.87, 19.69, NYSE
Forward Pharma ADR, FWP, 4.98, 5.75, 4.98, 5.36, 0.44, 8.94, 175099, 33.0, 3.04, 0.0, 0.0, 0.0, 45.65, NASDAQ Global
Aethlon Medical, AEMD, 1.48, 1.71, 1.46, 1.62, 0.13, 8.75, 808530, 5.17, 0.79, 0.0, 0.0, 0.0, 43.36, NASDAQ Capital
Stellar Acquisition III WT, STLRW, 0.46, 0.61, 0.46, 0.5, 0.04, 8.7, 8955, 0.64, 0.21, 0.0, 0.0, 0.0, 61.24, NASDAQ Capital
Medical Transcription Billing, MTBC, 3.65, 3.9, 3.61, 3.9, 0.31, 8.64, 942161, 5.44, 0.29, 0.0, 0.0, 0.0, 49.43, NASDAQ Capital
Cellular Biomedicine Group, CBMG, 19.35, 21.0, 19.3, 20.8, 1.65, 8.62, 56573, 22.4, 5.05, 0.0, 0.0, 0.0, 84.89, NASDAQ Global
Anika Therapeutics, ANIK, 62.87, 68.6, 62.87, 67.77, 5.34, 8.55, 128684, 68.6, 41.64, 0.0, 0.0, 31.82, 25.71, NASDAQ Global
Adverum Biotechnologies, ADVM, 6.65, 7.35, 6.45, 7.0, 0.55, 8.53, 4464906, 7.35, 2.4, 0.0, 0.0, 0.0, 100.0, NASDAQ Global
Silver Run Acquisition Corp. II WT, SRUNW, 2.38, 2.59, 2.28, 2.55, 0.2, 8.51, 915236, 2.59, 1.28, 0.0, 0.0, 0.0, 71.14, NASDAQ Capital
Argos Therapeutics, ARGS, 2.3, 2.34, 2.18, 2.3, 0.18, 8.49, 327220, 106.0, 2.0, 0.0, 0.0, 0.0, -23.33, NASDAQ Capital
Intellia Therapeutics, NTLA, 23.08, 24.84, 22.35, 24.71, 1.93, 8.47, 1216373, 33.34, 10.83, 0.0, 0.0, 0.0, 28.56, NASDAQ Global
MYnd Analytics WT, MYNDW, 0.42, 0.42, 0.42, 0.42, 0.03, 8.36, 8000, 1.0, 0.03, 0.0, 0.0, 0.0, -10.58, NASDAQ Capital
Albireo Pharma, ALBO, 34.71, 37.19, 34.71, 36.82, 2.82, 8.29, 135568, 37.3, 15.31, 0.0, 0.0, 0.0, 43.83, NASDAQ Capital
Bio-Rad Laboratories Cl B, BIOB, 258.0, 258.0, 258.0, 258.0, 19.75, 8.29, 208, 261.55, 187.15, 0.0, 0.0, 326.58, 8.29, NYSE
Modern Media Acquisition Rt, MMDMR, 0.4, 0.4, 0.4, 0.4, 0.03, 8.14, 350, 0.5, 0.31, 0.0, 0.0, 0.0, 2.59, NASDAQ Capital
Comstock Resources, CRK, 9.81, 10.72, 9.73, 10.49, 0.79, 8.14, 726286, 13.42, 4.01, 0.0, 0.0, 0.0, 24.0, NYSE
PLDT ADR, PHI, 31.5, 32.66, 31.0, 31.87, 2.4, 8.14, 155367, 38.54, 27.6, 1.88, 5.91, 13.29, 5.95, NYSE
Aemetis, AMTX, 0.61, 0.75, 0.61, 0.68, 0.05, 8.11, 50539, 1.81, 0.51, 0.0, 0.0, 0.0, 23.82, NASDAQ Global
ENDRA Life Sciences, NDRA, 2.74, 2.94, 2.74, 2.94, 0.22, 8.09, 7827, 5.88, 2.15, 0.0, 0.0, 0.0, -39.51, NASDAQ Capital
Castle Brands, ROX, 1.14, 1.23, 1.14, 1.23, 0.09, 7.89, 697556, 2.22, 0.72, 0.0, 0.0, 0.0, 0.82, NYSE American
Coda Octopus Group, CODA, 4.95, 5.74, 4.95, 5.65, 0.41, 7.82, 20373, 7.0, 3.8, 0.0, 0.0, 8.76, 18.4, NASDAQ Capital
Obalon Therapeutics, OBLN, 4.2, 4.44, 4.12, 4.41, 0.32, 7.82, 469710, 13.18, 3.4, 0.0, 0.0, 0.0, -33.28, NASDAQ Global
Atara Biotherapeutics, ATRA, 35.75, 37.45, 34.7, 37.25, 2.7, 7.81, 1744089, 37.45, 11.8, 0.0, 0.0, 0.0, 105.8, NASDAQ Global
Intersections, INTX, 2.31, 2.6, 2.26, 2.49, 0.18, 7.79, 39116, 5.75, 1.88, 0.0, 0.0, 0.0, 10.18, NASDAQ Global
21Vianet Group ADR, VNET, 8.83, 9.57, 8.78, 9.47, 0.68, 7.74, 1121731, 9.57, 4.17, 0.0, 0.0, 0.0, 18.67, NASDAQ Global
K12, LRN, 17.33, 18.27, 17.21, 17.98, 1.28, 7.66, 445107, 21.18, 15.07, 0.0, 0.0, 99.89, 13.08, NYSE
Imprimis Pharmaceuticals, IMMY, 1.56, 1.78, 1.45, 1.69, 0.12, 7.64, 735183, 4.69, 1.35, 0.0, 0.0, 0.0, -0.59, NASDAQ Capital
Hebron Technology, HEBT, 2.13, 2.4, 2.12, 2.26, 0.16, 7.62, 114932, 4.46, 1.94, 0.0, 0.0, 7.79, -14.07, NASDAQ Capital
Aspen Group, ASPU, 7.75, 8.25, 7.75, 8.2, 0.58, 7.61, 32552, 9.61, 5.35, 0.0, 0.0, 0.0, -8.07, NASDAQ Capital
Trio-Tech International, TRT, 6.15, 6.78, 6.1, 6.65, 0.47, 7.61, 119388, 8.47, 3.25, 0.0, 0.0, 15.11, -5.14, NYSE American
CEL-SCI, CVM, 2.12, 2.32, 2.12, 2.27, 0.16, 7.58, 230761, 3.92, 1.46, 0.0, 0.0, 0.39, 20.12, NYSE American
Companhia Energetica de Minas Gerais-Cemig ADR, CIG, 2.19, 2.35, 2.19, 2.32, 0.16, 7.41, 7783023, 3.84, 1.89, 0.0, 0.0, 96.67, 12.62, NYSE
Arthur J. Gallagher, AJG, 67.3, 70.49, 67.12, 70.49, 4.84, 7.37, 2811674, 70.49, 53.05, 1.56, 2.21, 27.75, 11.39, NYSE
LRAD, LRAD, 2.37, 2.54, 2.33, 2.52, 0.17, 7.23, 134336, 2.58, 1.3, 0.04, 1.59, 0.0, 1.2, NASDAQ Capital
Summit Therapeutics ADR, SMMT, 14.05, 15.04, 13.7, 14.77, 0.99, 7.18, 315412, 16.86, 8.8, 0.0, 0.0, 0.0, 33.3, NASDAQ Global
Myomo, MYO, 5.3, 5.63, 4.97, 5.28, 0.35, 7.1, 3544878, 23.2, 2.07, 0.0, 0.0, 0.0, 40.8, NYSE American
Maxim Integrated Products, MXIM, 57.5, 59.1, 55.76, 59.01, 3.89, 7.06, 6219856, 59.1, 43.08, 1.68, 2.85, 44.37, 12.87, NASDAQ Global
CAS Medical Systems, CASM, 1.16, 1.24, 1.16, 1.23, 0.08, 6.96, 122208, 1.63, 0.59, 0.0, 0.0, 0.0, 59.76, NASDAQ Capital
Syndax Pharmaceuticals, SNDX, 10.72, 11.63, 10.5, 11.31, 0.73, 6.9, 460472, 15.7, 7.17, 0.0, 0.0, 0.0, 29.11, NASDAQ Global
IsoRay, ISR, 0.46, 0.5, 0.46, 0.49, 0.03, 6.85, 198756, 0.69, 0.38, 0.0, 0.0, 0.0, 23.09, NYSE American
Sogou ADR, SOGO, 11.62, 12.4, 11.61, 12.32, 0.79, 6.85, 2872435, 14.7, 10.85, 0.0, 0.0, 71.17, 6.48, NYSE
ContraFect, CFRX, 1.16, 1.34, 1.16, 1.25, 0.08, 6.84, 268083, 2.5, 0.8, 0.0, 0.0, 0.0, 23.76, NASDAQ Capital
CHF Solutions, CHFS, 3.89, 4.18, 3.75, 4.08, 0.26, 6.81, 831711, 137.0, 2.87, 0.0, 0.0, 0.0, 17.92, NASDAQ Capital
Amira Nature Foods, ANFI, 4.04, 4.26, 3.95, 4.24, 0.27, 6.8, 602574, 7.05, 3.9, 0.0, 0.0, 4.93, 1.68, NYSE
Staffing 360 Solutions, STAF, 3.29, 3.55, 3.21, 3.47, 0.22, 6.77, 86013, 6.6, 2.25, 0.0, 0.0, 0.0, 10.16, NASDAQ Capital
Juniper Pharmaceuticals, JNP, 6.7, 7.13, 6.7, 7.1, 0.45, 6.77, 60835, 7.13, 3.65, 0.0, 0.0, 12.03, 46.39, NASDAQ Global
National Holdings WT, NHLDW, 0.75, 1.73, 0.75, 1.27, 0.08, 6.72, 1645, 2.6, 0.14, 0.0, 0.0, 0.0, 41.11, NASDAQ Capital
Magal Security Systems, MAGS, 5.78, 6.2, 5.7, 6.19, 0.39, 6.72, 105619, 8.0, 4.13, 0.0, 0.0, 0.0, 22.33, NASDAQ Global
Genocea Biosciences, GNCA, 0.9, 0.99, 0.87, 0.94, 0.06, 6.66, 3782385, 7.29, 0.79, 0.0, 0.0, 0.0, -18.97, NASDAQ Global
Pareteum, TEUM, 2.25, 2.35, 2.2, 2.26, 0.14, 6.6, 3593473, 3.99, 0.5, 0.0, 0.0, 0.0, 9.18, NYSE American
JD.com ADR, JD, 48.23, 50.55, 48.11, 50.5, 3.12, 6.59, 25590130, 50.55, 27.88, 0.0, 0.0, 0.0, 21.92, NASDAQ Global
Origo Acquisition WT, OACQW, 0.46, 0.5, 0.46, 0.49, 0.03, 6.52, 4400, 0.52, 0.05, 0.0, 0.0, 0.0, -1.37, NASDAQ Capital
Ablynx ADR, ABLX, 46.4, 47.92, 45.91, 47.65, 2.91, 6.5, 378591, 47.92, 17.75, 0.0, 0.0, 0.0, 90.68, NASDAQ Global
Teradyne, TER, 45.45, 47.72, 45.45, 47.7, 2.9, 6.47, 4897706, 48.53, 27.77, 0.28, 0.59, 37.56, 13.92, NYSE
Till Capital, TIL, 4.32, 4.46, 4.32, 4.46, 0.27, 6.44, 602, 5.45, 3.3, 0.0, 0.0, 0.0, 1.06, NASDAQ Capital
Banco Bradesco Ord ADR, BBDO, 12.45, 12.64, 12.4, 12.4, 0.75, 6.44, 1458, 12.64, 7.47, 0.06, 0.5, 0.0, 33.76, NYSE
Stemline Therapeutics, STML, 15.65, 17.4, 15.55, 16.6, 1.0, 6.41, 896198, 17.4, 5.5, 0.0, 0.0, 0.0, 6.41, NASDAQ Capital
Clear Channel Outdoor Holdings, CCO, 4.75, 5.15, 4.7, 5.05, 0.3, 6.32, 124494, 6.35, 3.35, 0.0, 0.0, 252.5, 9.78, NYSE
Ashford, AINC, 95.2, 95.2, 95.2, 95.2, 5.62, 6.27, 205, 111.0, 46.65, 0.0, 0.0, 0.0, 2.37, NYSE American
Biomerica, BMRA, 4.1, 4.3, 4.0, 4.29, 0.25, 6.19, 85292, 9.32, 1.93, 0.0, 0.0, 0.0, 14.71, NASDAQ Capital
Mid Penn Bancorp, MPB, 31.55, 33.7, 31.5, 33.7, 1.95, 6.14, 8461, 37.9, 24.25, 0.6, 1.78, 16.52, 1.81, NASDAQ Global
TransAct Technologies, TACT, 14.8, 15.65, 14.5, 15.55, 0.9, 6.14, 112711, 15.65, 6.8, 0.36, 2.32, 23.21, 17.36, NASDAQ Global
Clean Energy Fuels, CLNE, 1.68, 1.78, 1.66, 1.74, 0.1, 6.1, 2342867, 3.12, 1.58, 0.0, 0.0, 0.0, -14.29, NASDAQ Global
Kona Grill, KONA, 1.6, 1.75, 1.6, 1.75, 0.1, 6.06, 97306, 9.5, 1.5, 0.0, 0.0, 0.0, 0.0, NASDAQ Global
MercadoLibre, MELI, 365.12, 383.69, 365.12, 381.86, 21.8, 6.05, 922746, 383.69, 180.22, 0.6, 0.16, 126.86, 21.36, NASDAQ Global
IBERIABANK, IBKC, 84.1, 87.39, 83.7, 87.0, 4.95, 6.03, 1215677, 87.39, 68.55, 1.48, 1.7, 24.72, 12.26, NASDAQ Global
ObsEva, OBSV, 10.37, 11.37, 10.37, 10.8, 0.61, 5.99, 35022, 14.7, 5.0, 0.0, 0.0, 0.0, 10.66, NASDAQ Global
Professional Diversity Network, IPDN, 3.95, 4.15, 3.85, 4.08, 0.23, 5.97, 72285, 13.9, 2.45, 0.0, 0.0, 0.0, -0.25, NASDAQ Capital
First Business Financial Services, FBIZ, 23.0, 24.48, 22.94, 24.02, 1.35, 5.96, 28521, 28.43, 20.57, 0.52, 2.16, 17.53, 8.59, NASDAQ Global
Seneca Foods Cl B, SENEB, 33.0, 33.0, 33.0, 33.0, 1.85, 5.94, 448, 43.0, 29.3, 0.0, 0.0, 73.33, -2.94, NASDAQ Global
SG Blocks, SGBX, 4.65, 4.84, 4.6, 4.84, 0.27, 5.91, 44460, 7.0, 3.7, 0.0, 0.0, 0.0, -19.06, NASDAQ Capital
Kingtone Wirelessinfo Solution Holding ADR, KONE, 5.34, 5.83, 5.31, 5.58, 0.31, 5.88, 50360, 8.0, 2.63, 0.0, 0.0, 0.0, 30.37, NASDAQ Capital
Dova Pharmaceuticals, DOVA, 30.83, 33.22, 30.35, 31.85, 1.77, 5.88, 169488, 33.22, 16.98, 0.0, 0.0, 0.0, 10.59, NASDAQ Global
SPI Energy, SPI, 1.03, 1.13, 1.03, 1.09, 0.06, 5.87, 2295692, 2.61, 0.51, 0.0, 0.0, 0.0, 70.55, NASDAQ Global
Sierra Oncology, SRRA, 3.28, 3.6, 3.26, 3.44, 0.19, 5.85, 2195531, 4.09, 1.1, 0.0, 0.0, 0.0, -7.77, NASDAQ Global
Nationwide Maximum Diversification U.S. Core Equity ETF, MXDU, 28.36, 28.4, 28.35, 28.38, 1.56, 5.83, 1300, 28.4, 24.71, 0.0, 0.0, 0.0, 6.58, NYSE
Ichor Holdings, ICHR, 32.42, 34.02, 32.31, 34.01, 1.86, 5.79, 1371623, 35.51, 14.98, 0.0, 0.0, 23.62, 38.25, NASDAQ Global
Natus Medical, BABY, 30.5, 32.5, 30.2, 32.1, 1.75, 5.77, 870524, 43.6, 28.05, 0.0, 0.0, 0.0, -15.97, NASDAQ Global
Oi ADR, OIBRC, 5.7, 5.97, 5.62, 5.79, 0.31, 5.75, 225718, 9.71, 4.88, 0.0, 0.0, 0.0, 2.84, NYSE
JRjr33, JRJR, 0.18, 0.19, 0.17, 0.19, 0.01, 5.73, 582923, 0.84, 0.16, 0.0, 0.0, 0.0, 1.62, NYSE American
Black Ridge Acquisition WT, BRACW, 0.32, 0.32, 0.32, 0.32, 0.02, 5.72, 200, 0.35, 0.24, 0.0, 0.0, 0.0, -3.03, NASDAQ Capital
IntriCon, IIN, 19.25, 20.4, 19.25, 20.35, 1.1, 5.71, 96202, 24.0, 6.05, 0.0, 0.0, 0.0, 2.78, NASDAQ Global
SiteOne Landscape Supply, SITE, 76.79, 79.51, 76.06, 78.85, 4.21, 5.64, 494727, 79.51, 37.16, 0.0, 0.0, 73.35, 2.8, NYSE
Talend ADR, TLND, 37.06, 39.65, 36.91, 39.35, 2.1, 5.64, 436848, 46.32, 21.93, 0.0, 0.0, 0.0, 4.99, NASDAQ Global
The9 ADR, NCTY, 0.93, 0.98, 0.91, 0.94, 0.05, 5.62, 790356, 1.68, 0.55, 0.0, 0.0, 0.0, 46.85, NASDAQ Global
Bioanalytical Systems, BASI, 1.99, 2.09, 1.98, 2.08, 0.11, 5.58, 14295, 2.95, 0.79, 0.0, 0.0, 18.57, -15.1, NASDAQ Capital
Novocure, NVCR, 22.6, 24.0, 22.2, 23.65, 1.25, 5.58, 2180578, 24.0, 6.0, 0.0, 0.0, 0.0, 17.08, NASDAQ Global
Netshoes (Cayman), NETS, 8.85, 9.91, 8.68, 9.5, 0.5, 5.56, 86296, 26.96, 5.68, 0.0, 0.0, 0.0, 20.25, NYSE
Hertz Global Holdings, HTZ, 22.95, 24.17, 22.22, 24.15, 1.27, 5.55, 3180423, 27.27, 8.52, 0.0, 0.0, 0.0, 9.28, NYSE
ON Semiconductor, ON, 24.41, 25.14, 24.16, 25.14, 1.32, 5.54, 9584840, 25.6, 13.06, 0.0, 0.0, 27.63, 20.06, NASDAQ Global
Enanta Pharmaceuticals, ENTA, 74.72, 78.35, 74.72, 78.32, 4.1, 5.52, 195517, 78.35, 25.92, 0.0, 0.0, 89.0, 33.47, NASDAQ Global
Ampliphi Biosciences, APHB, 1.1, 1.19, 1.08, 1.15, 0.06, 5.5, 2085386, 6.8, 0.67, 0.0, 0.0, 0.0, 13.86, NYSE American
CoreCivic, CXW, 22.9, 24.14, 22.09, 24.03, 1.25, 5.49, 2027553, 35.33, 21.41, 1.68, 6.99, 14.39, 6.8, NYSE
BioTime, BTX, 2.75, 2.93, 2.7, 2.89, 0.15, 5.47, 719801, 3.62, 2.1, 0.0, 0.0, 6.88, 34.42, NYSE American
Reliv International, RELV, 4.95, 5.7, 4.93, 5.42, 0.28, 5.45, 37882, 13.77, 3.72, 0.0, 0.0, 0.0, 13.63, NASDAQ Capital
China TechFaith Wireless Communication Technology ADR, CNTF, 2.85, 2.97, 2.71, 2.96, 0.15, 5.34, 46566, 3.6, 1.45, 0.0, 0.0, 6.0, 14.33, NASDAQ Global
Jason Industries, JASN, 2.25, 2.44, 2.15, 2.37, 0.12, 5.33, 63822, 2.92, 0.77, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital
Dawson Geophysical, DWSN, 6.67, 7.01, 6.43, 6.95, 0.35, 5.3, 61034, 8.55, 3.7, 0.0, 0.0, 0.0, 39.84, NASDAQ Global
