Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg, Exchange
RAIT Financial Trust, RAS, 0.62, 0.71, 0.62, 0.64, 0.03, 4.85, 2496014, 3.91, 0.28, 0.0, 0.0, 0.0, 70.56, NYSE
Winnebago Industries, WGO, 44.85, 49.4, 44.7, 47.05, 2.15, 4.79, 2112035, 58.65, 24.15, 0.4, 0.85, 19.2, -15.38, NYSE
CURO Group Holdings, CURO, 16.29, 17.16, 16.29, 17.09, 0.78, 4.78, 161333, 17.16, 13.5, 0.0, 0.0, 0.0, 21.38, NYSE
Las Vegas Sands, LVS, 75.27, 79.84, 75.13, 79.03, 3.53, 4.68, 8720459, 79.84, 51.35, 3.0, 3.8, 22.32, 13.73, NYSE
Bank of America Cl B WT, BAC%B, 3.49, 3.69, 3.49, 3.66, 0.16, 4.57, 2103832, 3.69, 0.51, 0.0, 0.0, 0.0, 71.03, NYSE
Dover Downs Gaming&Entertainment, DDE, 1.33, 1.39, 1.33, 1.38, 0.06, 4.55, 233895, 1.79, 0.92, 0.08, 5.8, 0.0, 35.29, NYSE
SendGrid, SEND, 22.66, 24.0, 22.44, 23.68, 1.02, 4.5, 168387, 27.43, 17.5, 0.0, 0.0, 0.0, -1.21, NYSE
Dorian LPG, LPG, 7.4, 7.92, 7.4, 7.69, 0.33, 4.48, 527089, 12.5, 6.2, 0.0, 0.0, 0.0, -6.45, NYSE
Concord Medical Services Holdings ADR, CCM, 3.05, 3.15, 3.03, 3.15, 0.13, 4.3, 6014, 4.96, 2.95, 0.0, 0.0, 0.0, -5.41, NYSE
Herbalife, HLF, 79.79, 83.64, 79.79, 83.29, 3.32, 4.15, 2777439, 83.64, 50.7, 1.2, 1.44, 18.89, 22.99, NYSE
Myovant Sciences, MYOV, 13.1, 13.64, 13.1, 13.6, 0.53, 4.06, 7625, 18.85, 9.92, 0.0, 0.0, 0.0, 7.59, NYSE
Speedway Motorsports, TRK, 20.12, 21.15, 20.12, 21.05, 0.81, 4.0, 39805, 23.47, 16.8, 0.6, 2.85, 24.76, 11.55, NYSE
Pandora Media, P, 4.38, 4.58, 4.37, 4.49, 0.17, 3.94, 9799529, 13.72, 4.09, 0.0, 0.0, 0.0, -6.85, NYSE
Vocera Communications, VCRA, 27.34, 28.52, 27.14, 28.48, 1.08, 3.94, 248443, 32.23, 19.48, 0.0, 0.0, 0.0, -5.76, NYSE
Crawford Cl B, CRDB, 9.11, 9.54, 9.08, 9.46, 0.35, 3.84, 29617, 12.4, 8.22, 0.2, 2.11, 14.3, -1.66, NYSE
Texas Pacific Land Trust Sub Share Ctf, TPL, 539.05, 550.77, 525.74, 550.77, 20.01, 3.77, 26874, 569.99, 259.0, 0.35, 0.06, 63.09, 23.32, NYSE
Twitter, TWTR, 24.4, 25.55, 24.1, 25.18, 0.91, 3.75, 51835829, 25.85, 14.12, 0.0, 0.0, 0.0, 4.87, NYSE
First BanCorp (Puerto Rico), FBP, 5.96, 6.05, 5.61, 5.83, 0.21, 3.74, 4044703, 6.96, 4.48, 0.0, 0.0, 19.43, 14.31, NYSE
AAC Holdings, AAC, 9.17, 9.78, 9.17, 9.5, 0.33, 3.6, 172338, 13.06, 5.99, 0.0, 0.0, 0.0, 5.56, NYSE
Daqo New Energy ADR, DQ, 58.0, 61.29, 56.25, 60.59, 2.1, 3.59, 433884, 72.5, 18.01, 0.0, 0.0, 10.08, 1.93, NYSE
Fair Isaac, FICO, 169.97, 177.91, 168.97, 176.13, 6.04, 3.55, 394581, 177.91, 119.53, 0.08, 0.05, 47.99, 14.97, NYSE
Veritiv, VRTV, 27.4, 28.65, 27.15, 28.5, 0.95, 3.45, 173173, 62.6, 20.35, 0.0, 0.0, 0.0, -1.38, NYSE
BlueLinx Holdings, BXC, 15.6, 16.66, 15.56, 16.03, 0.53, 3.42, 649388, 16.66, 6.36, 0.0, 0.0, 7.36, 64.24, NYSE
Navigator Holdings, NVGS, 10.65, 11.25, 10.65, 10.95, 0.35, 3.3, 208819, 14.75, 7.0, 0.0, 0.0, 52.14, 11.17, NYSE
Qudian ADR, QD, 13.5, 14.0, 13.45, 13.77, 0.43, 3.22, 4621494, 35.45, 11.33, 0.0, 0.0, 0.0, 9.81, NYSE
China Southern Airlines ADR, ZNH, 63.0, 63.54, 62.92, 62.92, 1.92, 3.15, 39168, 63.54, 27.83, 0.73, 1.16, 14.84, 21.42, NYSE
Nokia ADR, NOK, 4.9, 4.97, 4.89, 4.96, 0.15, 3.12, 35282547, 6.65, 4.5, 0.19, 3.83, 0.0, 6.44, NYSE
Owens&Minor, OMI, 22.05, 22.91, 22.05, 22.68, 0.68, 3.09, 977943, 36.73, 17.75, 1.03, 4.54, 17.86, 20.13, NYSE
Diebold Nixdorf, DBD, 18.05, 18.95, 18.05, 18.8, 0.55, 3.01, 983533, 31.85, 16.0, 0.4, 2.13, 0.0, 14.98, NYSE
Delphi Technologies, DLPH, 56.28, 57.73, 55.93, 57.65, 1.62, 2.89, 1324231, 60.39, 38.0, 0.0, 0.0, 0.0, 9.87, NYSE
Hugoton Royalty Trust Un, HGT, 0.87, 0.9, 0.85, 0.89, 0.02, 2.77, 212013, 2.35, 0.83, 0.13, 14.55, 7.77, -36.14, NYSE
Turning Point Brands, TPB, 21.35, 22.25, 21.29, 22.04, 0.59, 2.75, 64635, 22.99, 12.45, 0.0, 0.0, 12.74, 4.31, NYSE
DHI Group, DHX, 1.85, 1.98, 1.8, 1.9, 0.05, 2.7, 240246, 5.9, 1.6, 0.0, 0.0, 0.0, 0.0, NYSE
MGM Resorts International, MGM, 37.0, 38.41, 36.57, 38.03, 0.98, 2.65, 15433715, 38.41, 25.15, 0.44, 1.16, 37.28, 13.9, NYSE
Bonanza Creek Energy, BCEI, 27.73, 28.77, 27.23, 28.51, 0.73, 2.63, 164317, 280.09, 23.33, 0.0, 0.0, 0.0, 3.33, NYSE
Eastman Kodak Co. WT 125%, KODK%, 0.64, 0.76, 0.64, 0.65, 0.02, 2.62, 25843, 3.3, 0.01, 0.0, 0.0, 0.0, 12164.15, NYSE
Kimbell Royalty Partners, KRP, 19.0, 19.35, 18.75, 19.2, 0.49, 2.62, 21245, 20.89, 15.06, 1.24, 6.46, 0.0, 18.15, NYSE
Floor&Decor Holdings Cl A, FND, 49.31, 51.36, 49.31, 50.64, 1.29, 2.61, 671062, 51.48, 29.37, 0.0, 0.0, 69.78, 4.03, NYSE
Triumph Group, TGI, 28.55, 29.7, 28.55, 29.6, 0.75, 2.6, 558451, 34.8, 19.65, 0.16, 0.54, 0.0, 8.82, NYSE
Navios Maritime Midstream Partners, NAP, 10.11, 10.35, 10.04, 10.32, 0.26, 2.58, 110062, 12.7, 6.55, 1.69, 16.38, 19.35, 8.4, NYSE
Calix, CALX, 6.0, 6.15, 5.9, 6.1, 0.15, 2.52, 252657, 7.75, 4.65, 0.0, 0.0, 0.0, 2.52, NYSE
U.S. Cellular, USM, 35.12, 36.26, 34.72, 36.14, 0.89, 2.52, 170227, 45.75, 32.29, 0.0, 0.0, 0.0, -3.96, NYSE
JinkoSolar Holding ADR, JKS, 23.3, 23.82, 22.9, 23.19, 0.56, 2.47, 416168, 30.5, 13.7, 0.0, 0.0, 14.38, -3.58, NYSE
voxeljet ADR, VJET, 4.88, 5.05, 4.87, 5.03, 0.12, 2.44, 38593, 6.37, 2.61, 0.0, 0.0, 0.0, 10.07, NYSE
Bio-Rad Laboratories Cl B, BIOB, 264.0, 264.28, 264.0, 264.27, 6.27, 2.43, 696, 264.28, 187.15, 0.0, 0.0, 334.52, 10.92, NYSE
MSG Networks Cl A, MSGN, 23.1, 23.68, 22.95, 23.6, 0.55, 2.39, 1190112, 25.3, 16.15, 0.0, 0.0, 10.68, 16.54, NYSE
Heico Cl A, HEIA, 68.3, 71.9, 68.05, 70.05, 1.6, 2.34, 338068, 71.9, 41.41, 0.14, 0.2, 40.69, 10.77, NYSE
Pure Storage Cl A, PSTG, 19.91, 20.68, 19.7, 20.37, 0.46, 2.31, 2813908, 20.68, 9.12, 0.0, 0.0, 0.0, 28.44, NYSE
Keysight Technologies, KEYS, 46.8, 48.03, 46.8, 47.65, 1.07, 2.3, 1168065, 48.03, 35.05, 0.0, 0.0, 79.42, 14.54, NYSE
Engility Holdings, EGL, 26.71, 27.51, 26.68, 27.34, 0.59, 2.21, 178173, 35.63, 25.7, 0.0, 0.0, 33.34, -3.63, NYSE
Modine Manufacturing, MOD, 22.6, 23.63, 22.6, 23.25, 0.5, 2.2, 503469, 23.95, 10.1, 0.0, 0.0, 27.35, 15.1, NYSE
PlayAGS, AGS, 18.45, 19.0, 18.01, 18.9, 0.4, 2.16, 671676, 19.0, 16.0, 0.0, 0.0, 0.0, 0.0, NYSE
Babcock&Wilcox Enterprises, BW, 6.02, 6.38, 5.98, 6.17, 0.13, 2.15, 1113206, 17.31, 1.61, 0.0, 0.0, 0.0, 8.63, NYSE
Independence Holding, IHC, 27.7, 28.65, 27.7, 28.5, 0.6, 2.15, 10931, 30.0, 16.55, 0.2, 0.7, 14.33, 3.83, NYSE
American Realty Investors, ARL, 14.29, 14.3, 14.07, 14.3, 0.3, 2.14, 1929, 14.5, 6.21, 0.0, 0.0, 0.0, 11.28, NYSE
Eastman Kodak, KODK, 9.2, 9.89, 9.2, 9.6, 0.2, 2.13, 1764890, 15.3, 2.95, 0.0, 0.0, 0.0, 209.68, NYSE
Leidos Holdings, LDOS, 66.32, 67.79, 66.25, 67.7, 1.41, 2.13, 879243, 67.79, 47.81, 1.28, 1.89, 33.35, 4.85, NYSE
Aegean Marine Petroleum Network, ANW, 4.85, 4.9, 4.65, 4.85, 0.1, 2.11, 144141, 13.0, 3.2, 0.08, 1.65, 12.4, 12.79, NYSE
Amrep, AXR, 7.2, 7.52, 7.2, 7.3, 0.15, 2.1, 10592, 7.52, 5.17, 0.0, 0.0, 63.59, 3.99, NYSE
Cinemark Holdings, CNK, 36.29, 37.45, 36.15, 37.3, 0.74, 2.02, 2335023, 44.84, 32.03, 1.16, 3.11, 17.68, 7.12, NYSE
SunTrust Banks Cl B WT, STI%A, 27.01, 27.15, 26.97, 27.0, 0.53, 2.0, 74384, 27.29, 9.86, 0.0, 0.0, 0.0, 29.12, NYSE
Invitae, NVTA, 7.05, 7.31, 7.05, 7.19, 0.14, 1.99, 648541, 11.88, 6.64, 0.0, 0.0, 0.0, -20.81, NYSE
CVS Health, CVS, 82.0, 83.88, 81.75, 83.63, 1.62, 1.98, 7101304, 84.0, 66.45, 2.0, 2.39, 17.28, 15.35, NYSE
Tailored Brands, TLRD, 25.25, 26.03, 25.2, 25.77, 0.5, 1.98, 1121449, 26.03, 9.4, 0.72, 2.79, 18.95, 18.05, NYSE
Wabtec, WAB, 82.32, 84.79, 82.32, 83.84, 1.59, 1.93, 765794, 93.81, 69.2, 0.48, 0.57, 31.76, 2.96, NYSE
Sally Beauty Holdings, SBH, 16.69, 17.29, 16.69, 17.1, 0.32, 1.91, 1829521, 24.45, 14.05, 0.0, 0.0, 11.03, -8.85, NYSE
Navigant Consulting, NCI, 20.47, 20.98, 20.47, 20.89, 0.39, 1.9, 244771, 24.9, 14.62, 0.0, 0.0, 22.22, 7.62, NYSE
Lee Enterprises, LEE, 2.7, 2.7, 2.6, 2.7, 0.05, 1.89, 132597, 3.2, 1.75, 0.0, 0.0, 5.4, 14.89, NYSE
Lockheed Martin, LMT, 350.0, 354.32, 342.15, 351.42, 6.52, 1.89, 2844099, 354.32, 249.96, 8.0, 2.28, 28.34, 9.46, NYSE
TreeHouse Foods, THS, 46.16, 47.52, 46.12, 47.45, 0.88, 1.89, 1715831, 90.42, 40.26, 0.0, 0.0, 0.0, -4.06, NYSE
STMicroelectronics, STM, 24.35, 24.36, 23.86, 24.24, 0.44, 1.85, 6401246, 25.3, 13.05, 0.24, 0.99, 26.16, 10.99, NYSE
HFF Cl A, HF, 49.3, 50.12, 49.01, 49.85, 0.89, 1.82, 292473, 51.74, 25.79, 0.0, 0.0, 22.35, 2.49, NYSE
NextEra Energy Partners, NEP, 42.98, 44.1, 42.29, 43.82, 0.78, 1.81, 495108, 44.23, 28.67, 1.62, 3.7, 0.0, 1.65, NYSE
Kingsway Financial Services, KFS, 5.6, 5.75, 5.6, 5.65, 0.1, 1.8, 6301, 6.5, 4.8, 0.0, 0.0, 0.0, 11.88, NYSE
Chico's Fas, CHS, 9.65, 9.81, 9.59, 9.73, 0.17, 1.78, 1310402, 15.5, 6.96, 0.33, 3.39, 14.52, 10.32, NYSE
New York Times Cl A, NYT, 22.9, 23.6, 22.73, 23.35, 0.4, 1.74, 2695313, 23.6, 13.05, 0.16, 0.69, 37.83, 26.22, NYSE
Flowers Foods, FLO, 19.18, 19.57, 19.17, 19.5, 0.33, 1.72, 1149439, 21.0, 16.8, 0.68, 3.49, 48.75, 0.98, NYSE
HCI Group, HCI, 34.95, 35.62, 34.95, 35.55, 0.6, 1.72, 78163, 50.93, 27.11, 1.4, 3.94, 0.0, 18.9, NYSE
China Eastern Airlines ADR, CEA, 44.1, 44.67, 44.1, 44.67, 0.75, 1.71, 17695, 44.67, 24.44, 0.0, 0.0, 15.05, 23.6, NYSE
CACI International Cl A, CACI, 141.6, 144.2, 140.5, 144.0, 2.4, 1.69, 143601, 147.31, 112.1, 0.0, 0.0, 21.4, 8.8, NYSE
Blue Capital Reinsurance Holdings, BCRH, 12.3, 12.6, 12.2, 12.55, 0.2, 1.62, 20838, 20.83, 11.7, 1.2, 9.56, 0.0, 4.15, NYSE
Goldman Sachs Group, GS, 269.04, 273.79, 268.81, 272.48, 4.34, 1.62, 3445145, 273.79, 209.62, 3.0, 1.1, 31.65, 6.96, NYSE
MBIA, MBI, 7.54, 7.75, 7.48, 7.65, 0.12, 1.59, 1517618, 10.89, 6.04, 0.0, 0.0, 0.0, 4.51, NYSE
Jacobs Engineering Group, JEC, 71.0, 72.18, 70.52, 71.05, 1.1, 1.57, 1352252, 72.18, 49.31, 0.6, 0.84, 29.5, 7.72, NYSE
Hewlett Packard Enterprise, HPE, 16.66, 17.07, 16.62, 16.97, 0.26, 1.56, 10334432, 17.07, 12.7, 0.3, 1.77, 80.81, 18.18, NYSE
Imax, IMAX, 19.1, 19.65, 19.0, 19.55, 0.3, 1.56, 882845, 34.6, 17.57, 0.0, 0.0, 214.6, -15.55, NYSE
Enduro Royalty Trust, NDRO, 3.3, 3.33, 3.24, 3.3, 0.05, 1.54, 58633, 4.45, 2.75, 0.22, 6.7, 11.04, 4.76, NYSE
Nexa Resources, NEXA, 20.74, 21.32, 20.7, 21.06, 0.32, 1.54, 182449, 21.61, 15.27, 0.0, 0.0, 0.0, 7.39, NYSE
ADT, ADT, 11.89, 12.23, 11.85, 12.08, 0.18, 1.51, 9366760, 12.97, 11.12, 0.0, 0.0, 0.0, -2.5, NYSE
Big Lots, BIG, 63.36, 64.42, 63.36, 64.22, 0.95, 1.5, 829072, 64.42, 45.1, 1.0, 1.56, 16.42, 14.37, NYSE
Kroger, KR, 30.64, 31.41, 30.54, 31.34, 0.46, 1.49, 12729590, 34.75, 19.69, 0.5, 1.6, 18.59, 14.17, NYSE
Global Ship Lease Cl A, GSL, 1.37, 1.39, 1.32, 1.37, 0.02, 1.48, 122953, 1.94, 0.97, 0.0, 0.0, 0.0, 18.1, NYSE
Steel Partners Holdings, SPLP, 20.45, 20.7, 20.27, 20.55, 0.3, 1.48, 7957, 20.7, 17.1, 0.0, 0.0, 0.0, 5.12, NYSE
Guess?, GES, 19.1, 19.62, 18.98, 19.39, 0.28, 1.47, 1046399, 19.62, 9.56, 0.9, 4.64, 0.0, 14.87, NYSE
Tapestry, TPR, 47.74, 48.8, 47.51, 48.44, 0.7, 1.47, 2306380, 48.85, 35.26, 1.35, 2.79, 30.09, 9.52, NYSE
Alaska Air Group, ALK, 64.26, 65.93, 64.15, 65.48, 0.94, 1.46, 3664198, 101.43, 59.25, 1.28, 1.95, 7.9, -10.92, NYSE
Aerohive Networks, HIVE, 4.15, 4.28, 4.13, 4.23, 0.06, 1.44, 287870, 6.5, 3.02, 0.0, 0.0, 0.0, -27.44, NYSE
Embotelladora Andina S.A. (Series B) ADR, AKOB, 29.21, 29.78, 28.78, 29.11, 0.41, 1.43, 8342, 31.07, 21.39, 0.93, 3.21, 27.4, -0.58, NYSE
Tidewater WT Series B, TDW%B, 2.8, 2.84, 2.8, 2.84, 0.04, 1.43, 2053, 2.9, 0.82, 0.0, 0.0, 0.0, 36.54, NYSE
Genesis Healthcare, GEN, 0.91, 0.96, 0.9, 0.94, 0.01, 1.41, 269842, 4.2, 0.6, 0.0, 0.0, 0.0, 22.79, NYSE
Rubicon Project, RUBI, 2.19, 2.27, 2.14, 2.18, 0.03, 1.4, 968231, 9.05, 1.68, 0.0, 0.0, 0.0, 16.58, NYSE
Invacare, IVC, 17.9, 18.32, 17.85, 18.25, 0.25, 1.39, 314498, 18.32, 9.9, 0.05, 0.27, 0.0, 8.31, NYSE
Entercom Communications Cl A, ETM, 10.95, 11.15, 10.8, 11.1, 0.15, 1.37, 3429312, 16.55, 9.45, 0.36, 3.24, 42.69, 2.78, NYSE
Heritage Insurance Holdings, HRTG, 16.81, 17.17, 16.68, 17.02, 0.23, 1.37, 135000, 19.15, 8.85, 0.24, 1.41, 56733.33, -5.55, NYSE
Old Republic International, ORI, 21.93, 22.31, 21.93, 22.21, 0.3, 1.37, 3223343, 22.31, 17.91, 0.76, 3.42, 11.57, 3.88, NYSE
Eros International, EROS, 10.95, 11.25, 10.9, 11.15, 0.15, 1.36, 269454, 16.9, 6.65, 0.0, 0.0, 428.85, 15.54, NYSE
St. Joe, JOE, 18.35, 18.7, 18.18, 18.6, 0.25, 1.36, 268890, 19.9, 16.3, 0.0, 0.0, 56.36, 3.05, NYSE
Union Pacific, UNP, 134.2, 136.76, 134.11, 136.05, 1.82, 1.36, 5439789, 143.05, 101.06, 2.66, 1.96, 10.06, 1.45, NYSE
Rosetta Stone, RST, 12.65, 12.88, 12.65, 12.83, 0.17, 1.34, 75066, 13.67, 7.41, 0.0, 0.0, 0.0, 2.89, NYSE
Foresight Energy, FELP, 4.2, 4.21, 4.11, 4.21, 0.05, 1.32, 4400, 7.5, 3.53, 0.24, 5.75, 0.0, -3.66, NYSE
Teva Pharmaceutical Industries ADR, TEVA, 21.29, 21.84, 21.07, 21.61, 0.28, 1.31, 10315683, 37.94, 10.85, 0.34, 1.57, 0.0, 14.04, NYSE
Graphic Packaging Holding, GPK, 16.3, 16.69, 16.3, 16.46, 0.21, 1.29, 2840729, 16.74, 12.32, 0.3, 1.82, 31.65, 6.54, NYSE
Meredith, MDP, 66.35, 67.5, 65.95, 67.0, 0.85, 1.28, 327285, 72.25, 50.63, 2.08, 3.1, 16.22, 1.44, NYSE
Social Capital Hedosophia Holdings WT, IPOA%, 1.79, 1.79, 1.79, 1.79, 0.02, 1.28, 300, 1.99, 1.42, 0.0, 0.0, 0.0, 2.34, NYSE
Wabash National, WNC, 23.27, 23.69, 23.07, 23.66, 0.3, 1.28, 1149160, 24.16, 17.33, 0.3, 1.27, 17.66, 9.03, NYSE
Diplomat Pharmacy, DPLO, 26.87, 27.7, 26.81, 27.22, 0.34, 1.26, 494252, 27.7, 12.78, 0.0, 0.0, 272.2, 35.63, NYSE
Heico, HEI, 82.61, 85.47, 82.21, 83.72, 1.04, 1.26, 429780, 85.47, 48.0, 0.14, 0.17, 48.63, 10.92, NYSE
Tejon Ranch, TRC, 21.42, 21.85, 21.36, 21.75, 0.27, 1.26, 73196, 24.19, 18.59, 0.0, 0.0, 0.0, 4.77, NYSE
L.S. Starrett Cl A, SCX, 8.05, 8.35, 8.05, 8.2, 0.1, 1.23, 19567, 11.55, 6.75, 0.4, 4.88, 91.11, -4.65, NYSE
Aspen Insurance Holdings, AHL, 37.35, 37.6, 36.5, 37.35, 0.45, 1.22, 1129160, 57.55, 35.05, 0.96, 2.57, 0.0, -8.0, NYSE
MasTec, MTZ, 53.1, 54.6, 52.97, 53.9, 0.65, 1.22, 885153, 54.6, 35.45, 0.0, 0.0, 18.46, 10.11, NYSE
Jumei International Holding ADR, JMEI, 3.35, 3.38, 3.3, 3.35, 0.04, 1.21, 1591678, 4.42, 2.0, 0.0, 0.0, 37.02, 14.73, NYSE
Manning&Napier, MN, 4.2, 4.25, 4.15, 4.2, 0.05, 1.2, 100535, 7.3, 3.0, 0.32, 7.62, 10.64, 16.67, NYSE
VF, VFC, 81.39, 82.68, 81.39, 82.55, 0.98, 1.2, 2252271, 82.68, 48.05, 1.84, 2.23, 34.33, 11.55, NYSE
Zoe's Kitchen, ZOES, 14.16, 14.59, 14.0, 14.37, 0.17, 1.2, 310004, 23.65, 10.77, 0.0, 0.0, 1306.36, -14.06, NYSE
Korn/Ferry International, KFY, 44.04, 44.75, 43.82, 44.73, 0.52, 1.18, 246695, 44.75, 27.47, 0.4, 0.89, 21.93, 8.1, NYSE
Quest Diagnostics, DGX, 107.0, 108.81, 106.62, 107.88, 1.26, 1.18, 1197714, 112.97, 90.1, 1.8, 1.67, 22.57, 9.53, NYSE
Oasis Midstream Partners, OMP, 19.08, 19.35, 18.93, 19.19, 0.22, 1.16, 75606, 19.65, 15.57, 0.0, 0.0, 0.0, 10.03, NYSE
Envision Healthcare, EVHC, 36.55, 37.39, 36.55, 36.93, 0.42, 1.15, 1302987, 73.0, 23.77, 0.0, 0.0, 0.0, 6.86, NYSE
Dean Foods, DF, 10.42, 10.85, 10.41, 10.64, 0.12, 1.14, 1558434, 20.84, 9.01, 0.36, 3.38, 22.91, -7.96, NYSE
Wayfair Cl A, W, 93.3, 94.95, 92.66, 94.36, 1.06, 1.14, 1139043, 94.95, 35.36, 0.0, 0.0, 0.0, 17.55, NYSE
Americold Realty Trust, COLD, 17.61, 17.99, 17.58, 17.95, 0.2, 1.13, 930211, 18.05, 17.05, 0.0, 0.0, 0.0, 1.01, NYSE
Sprague Resources, SRLP, 26.34, 27.0, 26.2, 26.75, 0.3, 1.13, 40411, 30.75, 22.95, 2.55, 9.53, 14.95, 10.54, NYSE
McCormick Com. Vtg., MKCV, 108.5, 108.75, 108.49, 108.5, 1.2, 1.12, 2284, 108.75, 90.6, 2.08, 1.92, 29.32, 7.96, NYSE
Unisys, UIS, 8.9, 9.05, 8.88, 9.05, 0.1, 1.12, 343691, 15.15, 6.9, 0.0, 0.0, 0.0, 11.04, NYSE
Donnelley Financial Solutions, DFIN, 21.49, 21.9, 21.3, 21.84, 0.24, 1.11, 174606, 27.08, 18.06, 0.0, 0.0, 22.06, 12.06, NYSE
Raytheon, RTN, 210.54, 212.69, 209.31, 211.22, 2.31, 1.11, 1686347, 212.69, 143.23, 3.19, 1.51, 30.44, 12.44, NYSE
SeaDrill, SDRL, 0.27, 0.27, 0.27, 0.27, 0.0, 1.11, 993391, 2.8, 0.15, 0.0, 0.0, 0.0, 18.03, NYSE
e.l.f. Beauty, ELF, 20.1, 20.35, 19.79, 20.27, 0.22, 1.1, 276603, 31.1, 18.2, 0.0, 0.0, 54.78, -9.14, NYSE
Teleflex, TFX, 283.11, 288.78, 282.06, 287.65, 3.06, 1.08, 279816, 288.78, 162.79, 1.36, 0.47, 52.49, 15.61, NYSE
Anixter International, AXE, 79.1, 80.95, 79.05, 80.5, 0.85, 1.07, 203099, 88.6, 62.4, 0.0, 0.0, 18.77, 5.92, NYSE
Biohaven Pharmaceutical Holding, BHVN, 32.71, 33.14, 32.09, 33.1, 0.35, 1.07, 425084, 39.51, 17.0, 0.0, 0.0, 0.0, 22.68, NYSE
Wal-Mart Stores, WMT, 108.11, 109.98, 107.99, 109.55, 1.16, 1.07, 7744844, 109.98, 65.63, 2.04, 1.86, 29.14, 10.94, NYSE
CBL&Associates Properties, CBL, 5.67, 5.78, 5.56, 5.71, 0.06, 1.06, 2293420, 11.11, 5.31, 0.8, 14.01, 151.46, 0.88, NYSE
Gates Industrial, GTES, 18.94, 19.29, 18.8, 19.1, 0.2, 1.06, 992450, 19.41, 18.25, 0.0, 0.0, 0.0, 0.53, NYSE
Lincoln National, LNC, 84.89, 86.68, 84.88, 85.71, 0.9, 1.06, 2086247, 86.68, 61.45, 1.32, 1.54, 13.41, 11.5, NYSE
BRT Apartments, BRT, 13.48, 13.7, 13.27, 13.56, 0.14, 1.04, 100628, 13.99, 7.36, 0.72, 5.31, 13.94, 15.01, NYSE
Juniper Networks, JNPR, 28.05, 28.67, 28.05, 28.48, 0.29, 1.03, 4331483, 30.96, 23.87, 0.4, 1.4, 16.85, -0.07, NYSE
Humana, HUM, 288.77, 293.35, 288.28, 291.23, 2.94, 1.02, 873820, 293.35, 189.01, 1.6, 0.55, 22.93, 17.4, NYSE
Barnes&Noble, BKS, 4.95, 5.0, 4.85, 5.0, 0.05, 1.01, 1141938, 10.95, 4.83, 0.6, 12.0, 23.81, -25.37, NYSE
Cullen/Frost Bankers, CFR, 106.11, 108.11, 105.64, 107.31, 1.06, 1.0, 685998, 108.77, 81.09, 2.28, 2.12, 19.56, 13.38, NYSE
