Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
China Commercial Credit, CCCR, 1.41, 1.6, 1.41, 1.55, 0.16, 11.51, 151942, 4.0, 0.89, 0.0, 0.0, 0.0, 12.32, NASDAQ Capital
Akers Biosciences, AKER, 0.39, 0.45, 0.38, 0.41, 0.04, 11.11, 22405960, 2.9, 0.12, 0.0, 0.0, 0.0, 205.97, NASDAQ Capital
Bellicum Pharmaceuticals, BLCM, 5.73, 6.37, 5.7, 6.33, 0.61, 10.66, 1098001, 15.55, 5.02, 0.0, 0.0, 0.0, -24.73, NASDAQ Global
Riot Blockchain, RIOT, 15.32, 16.41, 13.88, 14.32, 1.37, 10.58, 7182253, 46.2, 3.06, 0.0, 0.0, 0.0, -49.58, NASDAQ Capital
Synthetic Biologics, SYN, 0.4, 0.45, 0.4, 0.44, 0.04, 10.55, 1192707, 1.05, 0.37, 0.0, 0.0, 0.0, -13.39, NYSE American
MER Telemanagement Solutions, MTSL, 1.62, 1.84, 1.62, 1.83, 0.17, 10.24, 66879, 4.49, 1.31, 0.0, 0.0, 0.0, -13.27, NASDAQ Capital
Brookdale Senior Living, BKD, 9.34, 10.38, 9.34, 10.26, 0.95, 10.2, 4710414, 16.23, 8.78, 0.0, 0.0, 0.0, 5.77, NYSE
Cerecor, CERC, 3.14, 3.5, 3.1, 3.46, 0.32, 10.19, 213459, 4.25, 0.34, 0.0, 0.0, 346.0, 8.12, NASDAQ Capital
Nanometrics, NANO, 24.42, 26.62, 24.42, 25.97, 2.4, 10.18, 538847, 32.42, 22.07, 0.0, 0.0, 14.51, 4.21, NASDAQ Global
VIVUS, VVUS, 0.39, 0.44, 0.38, 0.43, 0.04, 10.14, 1193888, 1.38, 0.38, 0.0, 0.0, 1.26, -14.44, NASDAQ Global
Inuvo, INUV, 0.85, 0.92, 0.85, 0.92, 0.08, 9.88, 110020, 1.72, 0.7, 0.0, 0.0, 0.0, 13.95, NYSE American
Minerva Neurosciences, NERV, 5.6, 6.4, 5.6, 6.15, 0.55, 9.82, 244754, 11.15, 4.8, 0.0, 0.0, 0.0, 1.65, NASDAQ Global
SPS Commerce, SPSC, 57.0, 58.94, 54.85, 55.35, 4.95, 9.82, 393972, 64.85, 45.02, 0.0, 0.0, 112.96, 13.91, NASDAQ Global
Qualstar, QBAK, 10.39, 12.2, 10.39, 11.78, 1.05, 9.8, 76910, 13.2, 3.43, 0.0, 0.0, 0.0, 40.24, NASDAQ Capital
Walter Investment Management, WAC, 0.62, 0.65, 0.59, 0.64, 0.06, 9.57, 300842, 4.25, 0.3, 0.0, 0.0, 0.0, -23.48, NYSE
Celgene Rt, CELGZ, 0.7, 0.7, 0.65, 0.69, 0.06, 9.52, 25554, 1.61, 0.54, 0.0, 0.0, 0.0, -28.87, NASDAQ Global
Enphase Energy, ENPH, 2.33, 2.54, 2.26, 2.53, 0.22, 9.52, 1061605, 3.45, 0.65, 0.0, 0.0, 0.0, 4.98, NASDAQ Global
Greenhill, GHL, 17.2, 18.75, 17.05, 18.4, 1.6, 9.52, 1539060, 31.35, 13.8, 0.2, 1.09, 24.86, -5.64, NYSE
SG Blocks, SGBX, 4.49, 4.95, 4.35, 4.95, 0.43, 9.51, 14979, 7.0, 3.7, 0.0, 0.0, 0.0, -17.22, NASDAQ Capital
Misonix, MSON, 9.0, 10.15, 9.0, 9.8, 0.85, 9.5, 32526, 12.0, 7.05, 0.0, 0.0, 0.0, 3.7, NASDAQ Global
Xtant Medical Holdings, XTNT, 0.43, 0.44, 0.43, 0.44, 0.04, 9.47, 135302, 1.21, 0.35, 0.0, 0.0, 0.0, -23.51, NYSE American
Cleveland BioLabs, CBLI, 3.27, 3.6, 3.26, 3.6, 0.31, 9.42, 65780, 5.55, 1.35, 0.0, 0.0, 0.0, -10.22, NASDAQ Capital
AnaptysBio, ANAB, 102.4, 113.76, 102.4, 111.93, 9.58, 9.36, 368675, 126.23, 18.15, 0.0, 0.0, 0.0, 11.13, NASDAQ Global
SPI Energy, SPI, 0.82, 0.87, 0.78, 0.82, 0.07, 9.25, 726671, 2.61, 0.51, 0.0, 0.0, 0.0, 28.25, NASDAQ Global
Immune Design, IMDZ, 3.2, 3.6, 3.15, 3.55, 0.3, 9.23, 637111, 13.05, 2.9, 0.0, 0.0, 0.0, -8.97, NASDAQ Global
Proteon Therapeutics, PRTO, 2.12, 2.5, 2.12, 2.4, 0.2, 9.09, 70819, 2.85, 1.1, 0.0, 0.0, 0.0, 26.32, NASDAQ Global
Roku Cl A, ROKU, 42.73, 46.45, 42.55, 45.69, 3.79, 9.05, 4716847, 58.8, 15.75, 0.0, 0.0, 0.0, -11.76, NASDAQ Global
New Relic, NEWR, 62.22, 66.1, 60.95, 64.63, 5.33, 8.99, 1070759, 66.1, 33.1, 0.0, 0.0, 0.0, 11.87, NYSE
Revolution Lighting Technologies, RVLT, 4.15, 4.7, 4.15, 4.55, 0.37, 8.85, 597378, 9.17, 2.95, 0.0, 0.0, 0.0, 38.3, NASDAQ Capital
Hasbro, HAS, 92.5, 103.39, 92.1, 102.22, 8.29, 8.83, 7232963, 116.2, 87.92, 2.28, 2.23, 21.84, 12.47, NASDAQ Global
ViewRay, VRAY, 7.54, 8.28, 7.43, 8.18, 0.65, 8.7, 593713, 10.64, 4.4, 0.0, 0.0, 0.0, -11.66, NASDAQ Global
ESCO Technologies, ESE, 60.9, 65.9, 59.9, 64.5, 5.15, 8.68, 156841, 66.8, 50.3, 0.32, 0.5, 31.16, 7.05, NYSE
SenesTech, SNES, 0.64, 0.75, 0.64, 0.69, 0.05, 8.65, 80912, 9.6, 0.56, 0.0, 0.0, 0.0, -4.18, NASDAQ Capital
Wynn Resorts, WYNN, 175.56, 180.1, 172.95, 177.32, 14.1, 8.64, 15681683, 203.63, 92.67, 2.0, 1.13, 24.39, 5.18, NASDAQ Global
Long Blockchain, LBCC, 3.04, 3.28, 2.98, 3.15, 0.25, 8.62, 137937, 9.49, 1.7, 0.0, 0.0, 0.0, -38.24, NASDAQ Capital
GlycoMimetics, GLYC, 22.08, 24.0, 22.01, 23.81, 1.88, 8.57, 526530, 25.2, 3.82, 0.0, 0.0, 0.0, 41.81, NASDAQ Global
Mastech Digital, MHH, 10.3, 10.97, 10.1, 10.31, 0.81, 8.53, 101143, 14.07, 5.81, 0.0, 0.0, 34.37, 2.49, NYSE American
Calyxt, CLXT, 20.52, 22.44, 20.52, 22.43, 1.76, 8.51, 27802, 31.89, 9.26, 0.0, 0.0, 0.0, 1.82, NASDAQ Global
Good Times Restaurants, GTIM, 2.4, 2.55, 2.35, 2.55, 0.2, 8.51, 20572, 3.78, 2.25, 0.0, 0.0, 0.0, -3.77, NASDAQ Capital
Radisys, RSYS, 0.84, 0.91, 0.83, 0.9, 0.07, 8.43, 732184, 4.39, 0.63, 0.0, 0.0, 0.0, -10.45, NASDAQ Global
Kamada, KMDA, 5.25, 5.48, 5.01, 5.15, 0.4, 8.42, 57925, 8.61, 3.75, 0.0, 0.0, 0.0, 8.42, NASDAQ Global
James River Group Holdings, JRVR, 39.39, 40.53, 39.33, 40.09, 3.11, 8.41, 1637733, 46.2, 35.38, 1.2, 2.99, 17.58, 0.2, NASDAQ Global
InnSuites Hospitality Trust, IHT, 1.65, 1.65, 1.42, 1.55, 0.12, 8.39, 12425, 2.27, 1.23, 0.02, 1.29, 0.0, -11.43, NYSE American
TerraForm Power, TERP, 10.54, 11.36, 10.54, 11.13, 0.86, 8.37, 1462303, 14.2, 10.02, 0.0, 0.0, 0.0, -6.94, NASDAQ Global
MEI Pharma, MEIP, 2.16, 2.39, 2.16, 2.33, 0.18, 8.37, 243302, 3.26, 1.48, 0.0, 0.0, 0.0, 10.95, NASDAQ Capital
Match Group, MTCH, 34.5, 36.84, 34.3, 36.03, 2.77, 8.33, 4662785, 36.84, 15.42, 0.0, 0.0, 24.12, 15.08, NASDAQ Global
Blackbaud, BLKB, 93.06, 101.99, 92.3, 99.34, 7.59, 8.27, 1074382, 104.55, 61.98, 0.48, 0.48, 91.14, 5.13, NASDAQ Global
Pain Therapeutics, PTIE, 6.1, 6.47, 5.85, 6.44, 0.49, 8.24, 99263, 12.8, 3.1, 0.0, 0.0, 0.0, 61.0, NASDAQ Global
Zions Bancorp WT, ZIONW, 20.0, 21.5, 20.0, 21.37, 1.62, 8.2, 177359, 22.58, 8.84, 0.0, 0.0, 0.0, 13.67, NASDAQ Global
VistaGen Therapeutics, VTGN, 1.1, 1.24, 1.1, 1.19, 0.09, 8.18, 392107, 3.15, 0.69, 0.0, 0.0, 0.0, 6.88, NASDAQ Capital
NanoViricides, NNVC, 0.95, 1.01, 0.94, 1.01, 0.08, 8.11, 107372, 1.64, 0.83, 0.0, 0.0, 0.0, 14.76, NYSE American
Aspen Aerogels, ASPN, 4.59, 5.02, 4.59, 4.97, 0.37, 8.04, 160991, 5.58, 3.84, 0.0, 0.0, 0.0, 1.84, NYSE
Sprint, S, 5.18, 5.62, 5.17, 5.51, 0.41, 8.04, 35166042, 9.44, 4.91, 0.0, 0.0, 3.18, -6.45, NYSE
Medical Transcription Billing, MTBC, 3.18, 3.49, 3.15, 3.39, 0.25, 7.96, 404882, 5.44, 0.29, 0.0, 0.0, 0.0, 29.89, NASDAQ Capital
Rocket Pharmaceuticals, RCKT, 16.99, 18.62, 16.99, 18.19, 1.32, 7.82, 224921, 19.78, 3.4, 0.0, 0.0, 0.0, 74.23, NASDAQ Global
Array BioPharma, ARRY, 16.48, 17.98, 16.17, 17.55, 1.27, 7.8, 9519369, 17.98, 6.73, 0.0, 0.0, 0.0, 37.11, NASDAQ Global
Vince Holding, VNCE, 6.92, 7.63, 6.9, 7.45, 0.53, 7.66, 44587, 27.0, 2.8, 0.0, 0.0, 0.0, 20.36, NYSE
Genworth Financial Cl A, GNW, 3.1, 3.21, 2.9, 2.96, 0.21, 7.64, 10288440, 4.23, 2.75, 0.0, 0.0, 4.2, -4.82, NYSE
Plug Power, PLUG, 1.88, 2.05, 1.84, 1.98, 0.14, 7.61, 5905824, 3.21, 0.83, 0.0, 0.0, 0.0, -16.1, NASDAQ Capital
ChromaDex, CDXC, 4.57, 5.05, 4.5, 4.82, 0.34, 7.59, 579814, 7.24, 2.26, 0.0, 0.0, 0.0, -18.03, NASDAQ Capital
Qumu, QUMU, 1.93, 1.99, 1.83, 1.99, 0.14, 7.57, 7876, 3.28, 1.8, 0.0, 0.0, 0.0, -16.03, NASDAQ Global
Kelso Technologies, KIQ, 0.57, 0.58, 0.57, 0.57, 0.04, 7.56, 22075, 1.07, 0.24, 0.03, 5.26, 0.0, 9.66, NYSE American
Fossil Group, FOSL, 8.38, 8.93, 8.21, 8.83, 0.62, 7.55, 2785179, 24.28, 5.5, 0.0, 0.0, 0.0, 13.64, NASDAQ Global
MediWound, MDWD, 4.05, 4.4, 4.05, 4.35, 0.3, 7.41, 26961, 8.25, 3.56, 0.0, 0.0, 0.0, -2.25, NASDAQ Global
Global Eagle Entertainment, ENT, 2.16, 2.59, 2.16, 2.32, 0.16, 7.41, 610914, 6.49, 1.72, 0.0, 0.0, 0.0, 1.31, NASDAQ Capital
Kadmon Holdings, KDMN, 4.78, 5.2, 4.75, 5.11, 0.35, 7.35, 633675, 5.86, 2.05, 0.0, 0.0, 0.0, 41.16, NYSE
Erin Energy, ERN, 3.45, 3.75, 3.44, 3.65, 0.25, 7.35, 107930, 4.0, 1.15, 0.0, 0.0, 0.0, 32.73, NYSE American
SAExploration Holdings, SAEX, 1.72, 1.88, 1.7, 1.76, 0.12, 7.32, 14749, 6.65, 1.18, 0.0, 0.0, 0.0, -20.0, NASDAQ Capital
ENDRA Life Sciences WT, NDRAW, 0.8, 0.86, 0.8, 0.86, 0.06, 7.31, 8775, 2.0, 0.26, 0.0, 0.0, 0.0, -31.32, NASDAQ Capital
Kratos Defense&Security Solutions, KTOS, 10.56, 11.46, 10.45, 11.32, 0.77, 7.3, 3203895, 13.93, 6.96, 0.0, 0.0, 0.0, 6.89, NASDAQ Global
Prana Biotechnology ADR, PRAN, 2.5, 2.74, 2.46, 2.67, 0.18, 7.23, 24608, 4.58, 2.04, 0.0, 0.0, 0.0, -14.42, NASDAQ Capital
Ultimate Software Group, ULTI, 229.03, 242.93, 225.36, 232.17, 15.58, 7.19, 1125774, 242.93, 181.59, 0.0, 0.0, 239.35, 6.39, NASDAQ Global
MicroVision, MVIS, 1.13, 1.24, 1.12, 1.2, 0.08, 7.14, 638133, 3.25, 1.1, 0.0, 0.0, 0.0, -26.38, NASDAQ Global
Kitov Pharma WT, KTOVW, 0.69, 0.75, 0.65, 0.75, 0.05, 7.14, 15475, 1.1, 0.28, 0.0, 0.0, 0.0, 25.0, NASDAQ Capital
CTI BioPharma, CTIC, 2.82, 3.02, 2.8, 3.02, 0.2, 7.09, 550234, 4.9, 2.45, 0.0, 0.0, 0.0, 12.69, NASDAQ Capital
CTI Industries, CTIB, 4.84, 4.84, 4.84, 4.84, 0.32, 7.08, 119, 6.83, 3.25, 0.0, 0.0, 161.33, 18.91, NASDAQ Capital
Arbutus Biopharma, ABUS, 4.95, 5.3, 4.9, 5.3, 0.35, 7.07, 179572, 8.25, 2.45, 0.0, 0.0, 0.0, 4.95, NASDAQ Global
Future FinTech Group, FTFT, 2.51, 2.87, 2.5, 2.74, 0.18, 7.03, 120794, 8.0, 1.3, 0.0, 0.0, 0.0, -34.29, NASDAQ Global
Estre Ambiental WT, ESTRW, 0.61, 0.75, 0.61, 0.65, 0.04, 7.0, 27900, 1.03, 0.6, 0.0, 0.0, 0.0, -13.33, NASDAQ Global
Research Frontiers, REFR, 1.0, 1.0, 0.87, 0.92, 0.06, 6.98, 22091, 1.93, 0.85, 0.0, 0.0, 0.0, -11.54, NASDAQ Capital
Ballantyne Strong, BTN, 4.2, 4.61, 4.2, 4.6, 0.3, 6.98, 7053, 7.35, 3.95, 0.0, 0.0, 0.0, -1.08, NYSE American
National American University Holdings, NAUH, 1.15, 1.25, 1.15, 1.23, 0.08, 6.96, 3358, 2.88, 1.0, 0.0, 0.0, 0.0, -13.38, NASDAQ Global
American Superconductor, AMSC, 4.62, 4.91, 4.56, 4.88, 0.31, 6.91, 254477, 7.75, 2.89, 0.0, 0.0, 0.0, 34.3, NASDAQ Global
Conn's, CONN, 29.95, 32.25, 29.75, 32.05, 2.05, 6.83, 592978, 37.8, 7.75, 0.0, 0.0, 297.86, -9.85, NASDAQ Global
Clearside Biomedical, CLSD, 5.58, 6.0, 5.58, 5.95, 0.38, 6.82, 154774, 10.36, 5.44, 0.0, 0.0, 0.0, -15.0, NASDAQ Global
Sypris Solutions, SYPR, 1.35, 1.42, 1.35, 1.42, 0.09, 6.76, 7868, 1.84, 0.83, 0.08, 5.63, 0.0, 2.9, NASDAQ Global
Intellia Therapeutics, NTLA, 24.18, 26.06, 23.83, 25.65, 1.62, 6.74, 1170192, 33.34, 10.83, 0.0, 0.0, 0.0, 33.45, NASDAQ Global
Zions Bancorp WT, ZIONZ, 17.0, 17.89, 17.0, 17.82, 1.12, 6.71, 8988, 19.53, 6.44, 0.0, 0.0, 0.0, 20.81, NASDAQ Global
iBio, IBIO, 0.2, 0.22, 0.2, 0.2, 0.01, 6.68, 1167284, 0.56, 0.14, 0.0, 0.0, 0.0, 14.46, NYSE American
Capital Senior Living, CSU, 10.97, 11.77, 10.84, 11.67, 0.73, 6.67, 312108, 17.5, 10.35, 0.0, 0.0, 0.0, -13.49, NYSE
Reed's, REED, 1.45, 1.6, 1.45, 1.6, 0.1, 6.67, 26140, 4.75, 1.3, 0.0, 0.0, 0.0, 3.23, NYSE American
Twitter, TWTR, 25.83, 27.08, 25.76, 26.91, 1.67, 6.62, 48448944, 27.33, 14.12, 0.0, 0.0, 0.0, 12.08, NYSE
Adtalem Global Education, ATGE, 44.25, 47.15, 44.08, 46.85, 2.9, 6.6, 1034940, 47.15, 30.15, 0.0, 0.0, 26.97, 11.41, NYSE
EDAP TMS ADR, EDAP, 2.53, 2.74, 2.53, 2.71, 0.17, 6.58, 62593, 3.85, 2.25, 0.0, 0.0, 0.0, -5.57, NASDAQ Global
ZK International Group, ZKIN, 7.27, 7.98, 7.23, 7.61, 0.47, 6.58, 35665, 16.0, 6.7, 0.0, 0.0, 0.0, -22.35, NASDAQ Capital
Merrimack Pharmaceuticals, MACK, 10.45, 11.2, 10.45, 11.14, 0.69, 6.55, 243566, 39.9, 10.04, 0.0, 0.0, 0.0, 8.68, NASDAQ Global
Castle Brands, ROX, 1.07, 1.16, 1.07, 1.14, 0.07, 6.54, 420295, 2.22, 0.72, 0.0, 0.0, 0.0, -6.56, NYSE American
Ball, BLL, 40.09, 40.5, 39.31, 39.33, 2.4, 6.5, 7471976, 43.24, 35.6, 0.4, 1.02, 61.45, 3.91, NYSE
Avenue Therapeutics, ATXI, 3.68, 3.94, 3.6, 3.94, 0.24, 6.49, 42215, 8.58, 3.4, 0.0, 0.0, 0.0, 8.84, NASDAQ Capital
Zedge Cl B, ZDGE, 3.18, 3.28, 2.87, 3.28, 0.2, 6.49, 46491, 3.62, 1.65, 0.0, 0.0, 0.0, 19.3, NYSE American
KalVista Pharmaceuticals, KALV, 10.6, 11.29, 10.41, 11.18, 0.68, 6.48, 27819, 15.8, 5.48, 0.0, 0.0, 0.0, 14.67, NASDAQ Global
Ardelyx, ARDX, 6.2, 6.72, 6.15, 6.6, 0.4, 6.45, 252338, 15.4, 4.05, 0.0, 0.0, 0.0, 0.0, NASDAQ Global
Aviragen Therapeutics, AVIR, 0.62, 0.72, 0.59, 0.66, 0.04, 6.45, 1204734, 1.18, 0.43, 0.0, 0.0, 0.0, 16.55, NASDAQ Capital
Immuron WT, IMRNW, 1.43, 1.73, 1.23, 1.73, 0.11, 6.45, 4354, 3.74, 0.64, 0.0, 0.0, 0.0, 90.31, NASDAQ Capital
MoSys, MOSY, 1.12, 1.22, 1.12, 1.21, 0.07, 6.43, 576723, 4.32, 0.55, 0.0, 0.0, 0.0, 9.31, NASDAQ Capital
AzurRx BioPharma, AZRX, 3.01, 3.15, 3.0, 3.15, 0.19, 6.42, 24277, 5.25, 2.4, 0.0, 0.0, 0.0, -13.4, NASDAQ Capital
Concordia International, CXRX, 0.65, 0.67, 0.62, 0.66, 0.04, 6.4, 129186, 3.28, 0.45, 0.3, 45.34, 0.0, 0.72, NASDAQ Global
3D Systems, DDD, 9.62, 10.42, 9.58, 10.32, 0.62, 6.39, 3849297, 23.7, 7.92, 0.0, 0.0, 0.0, 19.44, NYSE
Sigma Designs, SIGM, 5.8, 6.0, 5.74, 5.85, 0.35, 6.36, 1010954, 7.0, 5.4, 0.0, 0.0, 0.0, -15.83, NASDAQ Global
TOR Minerals International, TORM, 4.2, 4.2, 4.2, 4.2, 0.25, 6.33, 811, 8.4, 3.95, 0.0, 0.0, 0.0, -25.66, NASDAQ Capital
Mustang Bio, MBIO, 10.35, 11.31, 10.35, 10.94, 0.65, 6.32, 94010, 13.35, 8.05, 0.0, 0.0, 0.0, -8.76, NASDAQ Global
Capital One Financia Wt, COF%, 56.61, 56.62, 56.61, 56.62, 3.37, 6.32, 1090, 63.91, 35.5, 0.0, 0.0, 0.0, -2.35, NYSE
