Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange,Date,Time
TDH Holdings, PETZ, 2.53, 2.71, 2.52, 2.7, 0.23, 9.31, 36344, 31.75, 2.2, 0.0, 0.0, 109.76, -52.13, NASDAQ Capital,2018-08-22,21:13:27
Synthetic Biologics, SYN, 2.7, 3.29, 2.63, 2.95, 0.25, 9.26, 770259, 36.75, 2.45, 0.0, 0.0, 0.0, -83.41, NYSE American,2018-08-22,21:13:27
Navigators Group, NAVG, 70.05, 70.13, 69.7, 69.9, 5.65, 8.79, 3374624, 70.13, 45.8, 0.28, 0.4, 34.43, 43.53, NASDAQ Global,2018-08-22,21:13:27
iStar, STAR, 10.69, 10.95, 10.55, 10.94, 0.88, 8.75, 3797095, 12.22, 9.75, 0.36, 3.29, 0.0, -3.19, NYSE,2018-08-22,21:13:27
Checkpoint Therapeutics, CKPT, 3.94, 4.24, 3.85, 4.24, 0.34, 8.72, 340376, 10.5, 2.22, 0.0, 0.0, 0.0, 9.28, NASDAQ Capital,2018-08-22,21:13:27
Axsome Therapeutics, AXSM, 2.3, 2.55, 2.3, 2.5, 0.2, 8.7, 240084, 6.45, 2.05, 0.0, 0.0, 0.0, -55.36, NASDAQ Global,2018-08-22,21:13:27
PEDEVCO, PED, 2.02, 2.15, 1.97, 2.13, 0.17, 8.67, 241543, 4.44, 0.26, 0.0, 0.0, 11.11, 565.83, NYSE American,2018-08-22,21:13:27
FlexShopper, FPAY, 3.1, 3.4, 3.1, 3.4, 0.27, 8.63, 725, 6.56, 2.62, 0.0, 0.0, 0.0, -10.53, NASDAQ Capital,2018-08-22,21:13:27
Galmed Pharmaceuticals, GLMD, 11.84, 13.15, 11.84, 12.84, 1.02, 8.63, 425368, 27.06, 3.61, 0.0, 0.0, 0.0, 40.33, NASDAQ Capital,2018-08-22,21:13:27
Momo ADR, MOMO, 42.85, 44.62, 41.5, 43.96, 3.47, 8.57, 12377514, 54.24, 22.49, 0.0, 0.0, 24.84, 79.58, NASDAQ Global,2018-08-22,21:13:27
Clearwater Paper, CLW, 29.7, 32.15, 29.6, 31.85, 2.5, 8.52, 412608, 50.6, 21.55, 0.0, 0.0, 5.78, -29.85, NYSE,2018-08-22,21:13:27
Aradigm, ARDM, 1.34, 1.42, 1.31, 1.41, 0.11, 8.46, 7482, 7.35, 1.03, 0.0, 0.0, 0.0, -78.96, NASDAQ Capital,2018-08-22,21:13:27
Minerva Neurosciences, NERV, 9.0, 9.75, 8.75, 9.7, 0.75, 8.38, 323102, 9.75, 4.8, 0.0, 0.0, 0.0, 60.33, NASDAQ Global,2018-08-22,21:13:27
Pershing Gold, PGLC, 1.31, 1.33, 1.25, 1.31, 0.1, 8.26, 59804, 3.31, 1.07, 0.0, 0.0, 0.0, -45.42, NASDAQ Global,2018-08-22,21:13:27
vTv Therapeutics Cl A, VTVT, 1.15, 1.24, 1.11, 1.19, 0.09, 8.18, 67235, 8.4, 0.65, 0.0, 0.0, 0.0, -80.2, NASDAQ Global,2018-08-22,21:13:27
Sonos, SONO, 20.29, 21.95, 20.2, 21.69, 1.61, 8.02, 2450715, 23.6, 15.51, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-22,21:13:27
Innovative Solutions&Support, ISSC, 2.61, 2.7, 2.61, 2.7, 0.2, 8.0, 76548, 3.82, 2.46, 0.0, 0.0, 0.0, -8.16, NASDAQ Global,2018-08-22,21:13:27
Precipio, PRPO, 0.43, 0.48, 0.43, 0.48, 0.03, 7.91, 639244, 2.65, 0.32, 0.0, 0.0, 0.0, -60.42, NASDAQ Capital,2018-08-22,21:13:27
MeiraGTx Holdings, MGTX, 10.05, 11.3, 10.05, 10.8, 0.79, 7.89, 102856, 15.49, 7.98, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-22,21:13:27
Systemax, SYX, 37.77, 40.27, 37.55, 38.82, 2.84, 7.89, 159675, 47.75, 23.31, 0.44, 1.13, 18.89, 16.68, NYSE,2018-08-22,21:13:27
TransEnterix, TRXC, 4.67, 5.2, 4.64, 5.06, 0.37, 7.89, 10200218, 6.04, 0.74, 0.0, 0.0, 0.0, 162.18, NYSE American,2018-08-22,21:13:27
Bellerophon Therapeutics, BLPH, 0.92, 0.92, 0.82, 0.88, 0.06, 7.8, 522434, 3.3, 0.47, 0.0, 0.0, 0.0, -65.73, NASDAQ Global,2018-08-22,21:13:27
Jack Henry&Associates, JKHY, 147.81, 155.79, 145.22, 155.29, 11.19, 7.77, 1217443, 155.79, 99.44, 1.48, 0.95, 33.83, 32.77, NASDAQ Global,2018-08-22,21:13:27
Zynga, ZNGA, 4.12, 4.14, 4.01, 4.03, 0.29, 7.75, 37677629, 4.57, 3.2, 0.0, 0.0, 103.6, 0.75, NASDAQ Global,2018-08-22,21:13:27
HyreCar, HYRE, 3.27, 3.59, 3.25, 3.49, 0.25, 7.72, 141271, 6.5, 2.5, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-22,21:13:27
MiMedx Group, MDXG, 3.89, 4.25, 3.86, 4.19, 0.3, 7.71, 2337487, 18.25, 3.0, 0.0, 0.0, 13.52, -66.77, NASDAQ Capital,2018-08-22,21:13:27
AquaBounty Technologies, AQB, 2.57, 3.1, 2.57, 2.8, 0.2, 7.69, 119329, 9.99, 2.25, 0.0, 0.0, 0.0, -20.45, NASDAQ Capital,2018-08-22,21:13:27
Electrameccanica Vehicles WT, SOLOW, 0.69, 0.7, 0.58, 0.7, 0.05, 7.69, 22450, 0.78, 0.0, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-22,21:13:27
Nevada Gold&Casinos, UWN, 2.38, 2.52, 2.32, 2.52, 0.18, 7.69, 233604, 2.86, 1.8, 0.0, 0.0, 31.5, -5.62, NYSE American,2018-08-22,21:13:27
SandRidge Mississippian Trust, SDT, 1.48, 1.56, 1.46, 1.56, 0.11, 7.59, 140792, 2.3, 0.73, 0.19, 12.23, 8.44, 88.86, NYSE,2018-08-22,21:13:27
InspireMD, NSPR, 0.2, 0.21, 0.19, 0.21, 0.01, 7.56, 327117, 20.44, 0.18, 0.0, 0.0, 0.0, -95.38, NYSE American,2018-08-22,21:13:27
Flotek Industries, FTK, 2.13, 2.3, 2.08, 2.28, 0.16, 7.55, 1344424, 6.77, 1.94, 0.0, 0.0, 0.0, -51.07, NYSE,2018-08-22,21:13:27
Stage Stores, SSI, 2.16, 2.37, 2.16, 2.3, 0.16, 7.48, 341396, 3.25, 1.6, 0.2, 8.7, 0.0, 36.9, NYSE,2018-08-22,21:13:27
Level Brands, LEVB, 2.95, 3.2, 2.95, 3.17, 0.22, 7.46, 30126, 5.88, 2.74, 0.0, 0.0, 0.0, -27.13, NYSE American,2018-08-22,21:13:27
KalVista Pharmaceuticals, KALV, 16.7, 18.47, 16.03, 17.9, 1.24, 7.44, 124867, 18.47, 5.48, 0.0, 0.0, 0.0, 83.59, NASDAQ Global,2018-08-22,21:13:27
Alta Mesa Resources, AMR, 4.53, 4.87, 4.47, 4.77, 0.33, 7.43, 3435204, 10.79, 4.04, 0.0, 0.0, 0.0, -51.87, NASDAQ Capital,2018-08-22,21:13:27
LM Funding America, LMFA, 0.37, 0.44, 0.37, 0.4, 0.03, 7.39, 455682, 6.65, 0.35, 0.0, 0.0, 0.0, -74.72, NASDAQ Capital,2018-08-22,21:13:27
Forward Industries, FORD, 1.5, 1.64, 1.5, 1.61, 0.11, 7.33, 547385, 4.45, 1.06, 0.0, 0.0, 8.81, 30.89, NASDAQ Capital,2018-08-22,21:13:27
Conformis, CFMS, 0.96, 1.05, 0.95, 1.03, 0.07, 7.29, 295087, 4.17, 0.88, 0.0, 0.0, 0.0, -56.72, NASDAQ Global,2018-08-22,21:13:27
Capital Senior Living, CSU, 7.7, 8.5, 7.65, 8.24, 0.55, 7.15, 788204, 16.72, 7.18, 0.0, 0.0, 0.0, -38.92, NYSE,2018-08-22,21:13:27
Xspand Products Lab, XSPL, 5.42, 5.7, 5.4, 5.7, 0.38, 7.14, 2259, 11.63, 4.56, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-22,21:13:27
Alta Mesa Resources WT, AMRWW, 0.6, 0.7, 0.57, 0.64, 0.04, 7.08, 545299, 2.85, 0.47, 0.0, 0.0, 0.0, -56.88, NASDAQ Capital,2018-08-22,21:13:27
Pfenex, PFNX, 4.71, 5.09, 4.71, 5.02, 0.33, 7.04, 82987, 8.42, 2.07, 0.0, 0.0, 0.0, 88.72, NYSE American,2018-08-22,21:13:27
CDTI Advanced Materials, CDTI, 0.39, 0.41, 0.37, 0.41, 0.03, 7.02, 326888, 2.59, 0.35, 0.0, 0.0, 0.0, -73.89, NASDAQ Capital,2018-08-22,21:13:27
Houston American Energy, HUSA, 0.22, 0.23, 0.21, 0.23, 0.01, 7.0, 128245, 0.6, 0.21, 0.0, 0.0, 0.0, -30.94, NYSE American,2018-08-22,21:13:27
Sanchez Energy, SN, 2.77, 2.95, 2.74, 2.91, 0.19, 6.99, 3867954, 6.19, 2.4, 0.0, 0.0, 0.0, -45.2, NYSE,2018-08-22,21:13:27
Domo Cl B, DOMO, 18.77, 20.2, 18.7, 19.94, 1.28, 6.86, 405383, 28.86, 15.79, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-22,21:13:27
Research Frontiers, REFR, 1.05, 1.1, 1.05, 1.09, 0.07, 6.86, 56174, 1.46, 0.59, 0.0, 0.0, 0.0, 4.81, NASDAQ Capital,2018-08-22,21:13:27
Bloom Energy, BE, 25.02, 27.5, 24.8, 27.0, 1.73, 6.85, 881807, 29.88, 18.5, 0.0, 0.0, 0.0, 0.0, NYSE,2018-08-22,21:13:27
Quorum Health, QHC, 3.95, 4.22, 3.83, 4.21, 0.27, 6.85, 405172, 10.0, 3.8, 0.0, 0.0, 0.0, -32.53, NYSE,2018-08-22,21:13:27
Malibu Boats Cl A, MBUU, 39.6, 42.6, 39.52, 42.13, 2.69, 6.82, 311692, 46.49, 25.31, 0.0, 0.0, 32.64, 41.71, NASDAQ Global,2018-08-22,21:13:27
New Concept Energy, GBR, 2.23, 2.4, 2.19, 2.36, 0.15, 6.79, 424769, 12.75, 1.16, 0.0, 0.0, 0.0, 51.4, NYSE American,2018-08-22,21:13:27
Arcimoto, FUV, 4.34, 4.5, 4.14, 4.41, 0.28, 6.78, 103003, 6.35, 2.26, 0.0, 0.0, 0.0, 9.98, NASDAQ Capital,2018-08-22,21:13:27
Funko Cl A, FNKO, 21.63, 23.67, 21.36, 23.0, 1.45, 6.73, 1038766, 23.67, 5.81, 0.0, 0.0, 66.49, 245.86, NASDAQ Global,2018-08-22,21:13:27
Alpine Immune Sciences, ALPN, 5.7, 6.08, 5.7, 6.08, 0.38, 6.67, 11999, 12.87, 5.28, 0.0, 0.0, 0.0, -45.71, NASDAQ Global,2018-08-22,21:13:27
Acer Therapeutics, ACER, 31.05, 34.1, 30.05, 32.83, 2.05, 6.66, 116406, 34.1, 8.28, 0.0, 0.0, 0.0, 137.04, NASDAQ Capital,2018-08-22,21:13:27
Jounce Therapeutics, JNCE, 7.67, 8.5, 7.62, 8.18, 0.51, 6.65, 442509, 29.25, 6.56, 0.0, 0.0, 0.0, -35.84, NASDAQ Global,2018-08-22,21:13:27
Golden Minerals, AUMN, 0.24, 0.27, 0.23, 0.26, 0.02, 6.63, 146012, 0.64, 0.21, 0.0, 0.0, 0.0, -39.55, NYSE American,2018-08-22,21:13:27
Synthesis Energy Systems, SES, 2.39, 2.6, 2.39, 2.58, 0.16, 6.61, 5953, 4.71, 2.0, 0.0, 0.0, 0.0, -9.15, NASDAQ Capital,2018-08-22,21:13:27
Bridgford Foods, BRID, 14.0, 14.5, 13.93, 14.37, 0.88, 6.51, 2708, 21.55, 11.05, 0.0, 0.0, 16.19, 14.49, NASDAQ Global,2018-08-22,21:13:27
i3 Verticals Cl A, IIIV, 17.07, 18.85, 16.84, 18.16, 1.11, 6.51, 391544, 19.5, 13.79, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-22,21:13:27
RedHill Biopharma ADR, RDHL, 6.8, 7.2, 6.8, 7.2, 0.44, 6.51, 194843, 11.49, 4.3, 0.0, 0.0, 0.0, 40.08, NASDAQ Global,2018-08-22,21:13:27
Quantum, QTM, 2.02, 2.26, 2.02, 2.16, 0.13, 6.4, 367231, 6.56, 1.58, 0.0, 0.0, 0.0, -61.63, NYSE,2018-08-22,21:13:27
Inovio Pharmaceuticals, INO, 4.51, 4.86, 4.44, 4.83, 0.29, 6.39, 1580168, 7.0, 3.64, 0.0, 0.0, 0.0, 16.95, NASDAQ Global,2018-08-22,21:13:27
Adaptimmune Therapeutics ADR, ADAP, 8.51, 9.1, 8.47, 9.01, 0.54, 6.38, 388064, 14.63, 4.97, 0.0, 0.0, 0.0, 34.88, NASDAQ Global,2018-08-22,21:13:27
Adverum Biotechnologies, ADVM, 5.5, 6.0, 5.5, 5.85, 0.35, 6.36, 505662, 8.59, 2.45, 0.0, 0.0, 0.0, 67.14, NASDAQ Global,2018-08-22,21:13:27
Voyager Therapeutics, VYGR, 20.25, 21.43, 20.21, 21.07, 1.26, 6.36, 343545, 31.91, 8.5, 0.0, 0.0, 0.0, 26.93, NASDAQ Global,2018-08-22,21:13:27
Evofem Biosciences, EVFM, 2.23, 2.36, 2.22, 2.34, 0.14, 6.36, 29520, 12.9, 1.79, 0.0, 0.0, 0.0, -80.0, NASDAQ Capital,2018-08-22,21:13:27
Urban One Cl A, UONE, 2.4, 2.55, 2.4, 2.55, 0.15, 6.36, 2501, 4.85, 1.25, 0.0, 0.0, 1.09, 37.84, NASDAQ Capital,2018-08-22,21:13:27
Akebia Therapeutics, AKBA, 7.92, 8.4, 7.92, 8.39, 0.5, 6.34, 397667, 20.25, 7.42, 0.0, 0.0, 0.0, -43.58, NASDAQ Global,2018-08-22,21:13:27
Legacy Reserves, LGCY, 5.05, 5.44, 5.0, 5.37, 0.32, 6.34, 443671, 10.54, 1.07, 0.6, 11.17, 0.0, 233.54, NASDAQ Global,2018-08-22,21:13:27
AGM Group Holdings, AGMH, 18.8, 21.53, 17.99, 20.0, 1.19, 6.33, 39378, 37.63, 5.01, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-22,21:13:27
Uxin ADR, UXIN, 6.3, 6.7, 5.64, 6.63, 0.39, 6.25, 3556485, 10.49, 5.08, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-22,21:13:27
electroCore, ECOR, 14.33, 14.95, 14.02, 14.72, 0.86, 6.2, 63000, 20.25, 12.85, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-22,21:13:27
PetIQ Cl A, PETQ, 36.99, 39.2, 36.62, 39.07, 2.28, 6.2, 1396129, 39.2, 17.03, 0.0, 0.0, 0.0, 78.89, NASDAQ Global,2018-08-22,21:13:27
Alaska Communications Systems Group, ALSK, 1.64, 1.73, 1.61, 1.72, 0.1, 6.17, 148055, 2.91, 1.39, 0.0, 0.0, 34.4, -35.82, NASDAQ Global,2018-08-22,21:13:27
Keysight Technologies, KEYS, 69.51, 70.4, 63.86, 64.17, 3.73, 6.17, 4852759, 70.4, 39.21, 0.0, 0.0, 118.83, 54.25, NYSE,2018-08-22,21:13:27
Diversified Restaurant Holdings, SAUC, 1.1, 1.2, 1.1, 1.17, 0.07, 6.17, 116535, 2.34, 0.85, 0.0, 0.0, 0.0, -27.01, NASDAQ Capital,2018-08-22,21:13:27
GeoPark, GPRK, 17.16, 18.24, 17.02, 17.93, 1.04, 6.16, 346924, 21.88, 7.45, 0.0, 0.0, 0.0, 80.93, NYSE,2018-08-22,21:13:27
